Unnamed: 0,username,LABEL,processed,user_found,error,user_id,verified,account_age_days,followers_count,following_count,tweet_count_total,follower_following_ratio,tweets_fetched,fraction_retweets,fraction_with_urls,fraction_with_media,avg_tweet_length,avg_sentiment,tweets_per_week,domain_diversity,network_clustering_coefficient,mutual_followers_with_misinfo_spreaders,interaction_with_bots,inferred_political_leaning,personality_big_five,cognitive_reflection_score,avg_exclamation_count,liwc_categories,topic_distribution,image_content_descriptors,image_forensic_signals
3018,PietroGhezzi,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,pillageandBYRNE,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,pixyl0wl,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,PJS1966,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,plsburh,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,plumsumma,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,PlutoniumPlayz,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,poeticheartisms,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,PoodleDoodle69,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,PoopForumIndia,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,PopeUrban,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,prairie_goth,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,pratikbanala,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,prescott9171787,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,PrestonBlair_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,PrisonBottle,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,PrivateIDeation,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,probably_rae,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,Proman2520,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,PROTOTYPE_007_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,Punk4dummies,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,purplemojo42,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,Pyrolex_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,Pythagasaurus2,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,Quasi___,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,quelseydilla,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,Quoteve72,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,RachelRamaglia,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,RadBadTad,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,radioactium,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,RadioSloth182,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,radroach22,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,Raidersfancrews,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,RAMullinsJr,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,RaPuppy,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,Raslaroche,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,RASPBERRYDEMON,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,raviolidad,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,rblgrubb,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,rdalea29,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,realEdgarCorrea,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,RealEliWanner,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,realmetroandy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,realrightjesus,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,realtalkingduck,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,realWhickerman,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,reansaglin,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,Redoktober091,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,reginaldvonhop,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,reluctantmonkey,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,renepierce,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,reolcoreyalicea,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,ResistScaryBear,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,rgriggs98,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,Rheescarlson,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,RianonFTW,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,Rin_Stumpy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,rlambert_27,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,rmrenfields,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,roach_coach911,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,roastedchesnut,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,RobertSchromm,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,RobertStruck,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,RobloxERB2,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,RobM4321,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,robwiddowson,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,Rockfishmatt,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,RohmerRaver,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,romyjoe_younes,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,ronaldjkraus,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,ronfan9,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,RoninFredricson,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,rortyourshitout,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,RosemaryForeign,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,RothGray,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,RowanTKelly,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,rowilsolivo,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,rpatrickchesnut,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,RPRains,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,RR_Hendrickson,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,rrumham,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,rubycoughman,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,RundownRabbit,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,RunningC07,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,rxrich19,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,Ryan_Dinero,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,RyanAHammill,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,ryansclem,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,rynemcclaren,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,sac1234a,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,sad_rumia,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,sahara__dessert,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,salli_aka,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,salt_city_kid_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,SaltyIrishman,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,SaltyShrimpface,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,Sambskn,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,sammeyers10,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,Sammorriss,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,samshuirmanator,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,SamTheManCoenen,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,sanjbrit15,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,sassybadguy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,SassyTetsuo,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,Say_Juan,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,SBMPediatrics,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,schradz,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,SchwachBills33,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,SconnieBridgian,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,ScottKelsey6,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,ScottLCostello,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,ScraeminP,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,scribblespidey,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,ScrollingM3,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3132,Scrubbutt,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,scunjo,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,sdshwbb,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,SeanPatterson17,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,seanrblackburn,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,Seattledrain,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,SeaWyrm,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,SeguidorNerd,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,sequoia_mindset,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,sewerfag,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,sexIizard,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,Sexy__Socks,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,sgt_innocuous,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,SgtPepperSSB,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,ShadowFairy756,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3147,ShadowStep1983,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,shaizantejani1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,ShamusMerkley,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,sharkwatchtv,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,Shatley707,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,shatterwings,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,ShawnPedrick,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,ShebaLowry,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,SheepofDisguise,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,SheilaFoxMille3,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,ShelseaGrin,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,sheriffsemen,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,ShmurdaBoody,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,shreyabhatt_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,shwa_o,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,shypusssycat,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,ShyReplyGuy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3164,SidKneeTheSpoon,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,SILENTBOB555,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,silverdragon113,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,silverfoots29,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,simdude5150,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,Sir_rapscallion,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,SirKulOLyfe,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,sirllamaiii,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,SissyNat,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,sixtiesixes,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,SkeeterNelson,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,SkeletalPumpkin,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,skerplemaster,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,skipiddy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,skyflyerjen38,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,skylerr_1998,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,SkyWalkaWalka,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,sL_Sambition,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,Slamkin86,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,SlicedHamdres,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,SLoafington,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,SlowSpic,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,Smartgarfunkel,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3187,smashthesamurai,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,SmellTheBook,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,SMuCKAZZZ,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,snoopyswaggy666,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,sociologistjosh,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,sofaloaf99,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,SoFloTrentonio,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,SomeArgieCreep,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,son_setting,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,sonicgenfan,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,Sonnivate,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,sonnyhunnychile,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,sorvy101,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,soviettemplar,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,spacecowboi2071,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,SpaceManMav,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,SpaghettiSal,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,SparklyPotato44,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,SparlMastr,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,Spedtrum86,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,Spiceist,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,spidernutsz,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,spiewarc,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,spitspoison,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,spooked_yet,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,spookybookyozzy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,spoonman_cometh,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,spot_the_cello,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,spryProkop,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,SpunkMasterSex,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,SpunkyTomato,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,Squid2L,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,Squishyhamsters,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,sreyM_teJ,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,SrKitteh,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,SrTetratopoulos,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,ssd_galen,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,SspycyTito,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,StephenBalani,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,StineJosiah,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,Stingwray666,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,stinkypinki,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,strawberrypoots,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,StrifeSenpai,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,STRONGdrew,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,StupidSlav,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,subbles5k,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,SugarSheikh,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,SuhSeck,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,Summerisgood14,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,SumtingWongVC,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,SuperCreeper604,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,SuperDuperyman,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,superspicyg1b,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,supremedoggo,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,SushantPhotu,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,Swarden_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,Swede007,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,SwengGi,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,swimminggarret,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,sydhoepker,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,sydney_hay,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,SyeFigueroa,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,sykguitar,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,t3nsor,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,tabrams28,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,tadaba08,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,TallDudeAbides,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,tardistrips,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,tarpitCarnivore,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,Tartarus300,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,tatemortenson,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,tatestove,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,Tea_Jayyy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,techiegirl19,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,TechPowah,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,TeGentzler14,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,Tehlem,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,tescolagerr,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,TETR2,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,that1guy_Dave,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,The_Bombay_Co,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,THE_BONE_ZONE_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,the_ok_corral,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,The_Rat_Kingxxx,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,The_Real_Bino,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,The_Weisguy43,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,The1WhiteDude,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,TheBasedGod2k14,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,thebasuraboi,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,thebbalds,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,TheBurlapSack99,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,thectex,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,TheDrake4,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,TheDylanger,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,theeBrick,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,TheFakeJamesJ1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284,TheFrostyTaco,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,thegdschwarz,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,TheGrommot,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287,TheJoker348,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,thejudgejoey,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,Thelronic,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,TheLuisMReyes,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,TheMcBadger,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,TheNishyo,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,thequinnconnell,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3294,theraka73,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295,TheRealEthanLam,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296,TheRealMrRALph,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297,thereeldankmeme,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3298,TheRitoMage,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299,TheSparkSpectre,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,theWare_Wolf,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,TheWatcher_1218,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,TheWolfOfWar_,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303,theworstghost_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304,Theyneverknow,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305,TheZalli,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306,ThidoMTG,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,thinnymyth,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308,this_isathing,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,thisistim88,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,thohnjomason,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,ThroughBetter,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,Thunder_Armads,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3313,TickNodaro,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3314,TimBagels,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,timchrisman,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3316,timmerenginerd,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,Timothy_Moore_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,TinManGaming27,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,Tinzal_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,tirlovesmovies,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,TizzieGryphon,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,tj4steelers,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,tjay5962,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
