Unnamed: 0,username,LABEL,processed,user_found,error,user_id,verified,account_age_days,followers_count,following_count,tweet_count_total,follower_following_ratio,tweets_fetched,fraction_retweets,fraction_with_urls,fraction_with_media,avg_tweet_length,avg_sentiment,tweets_per_week,domain_diversity,network_clustering_coefficient,mutual_followers_with_misinfo_spreaders,interaction_with_bots,inferred_political_leaning,personality_big_five,cognitive_reflection_score,avg_exclamation_count,liwc_categories,topic_distribution,image_content_descriptors,image_forensic_signals
1131,caribvision,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,carina_engstrm,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,carolcruzsilva,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,CasieErp,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,casshall,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,CastryckM,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,CATHERINEHOSEI,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,cdreilaup,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,cecilieshaw01,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,CeMEAS1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,CentryLtd,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,ceratians,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Charles85881841,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,charlie_maury,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,CharlotteWessex,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,chelmsford_67,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,CherubNoble,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,chrixm,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,ChubinidzeMar,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,chuck_patz,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,CisseEsu,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,cisuganda,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,CkraliszManning,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Cleoxus,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,CncWise,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,corelionnews,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Corp_Vision,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,CrestedCapital,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,CrispBlair,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,CSadaowski,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Curlybirdstudio,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,cydnie_13,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,dabinlee,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,DailySunrise1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Daisiemse,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,DanbarSolicitor,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,dandylions4u,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,danieltorkura,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,danishKYZ,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,DaniSmith295,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Dantonist_Guy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,dashazwilliam,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,dasompsy75,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,DavidJohnTait,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,DavidPreyer,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,dayspalymm,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,dazzleGspark,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Deborah98193151,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,DeborahHarrals3,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,DeborahMcnall16,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,DebsGardiner16,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,deena_fayz_tv,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,deiniolmlewis,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,DeonilaT,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,desconltd,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Dianech57977941,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Diniwlf,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,dirk_tubak,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,DJ50290,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,dmoaby,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,DollyKonney,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,domeni44,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Donn_Falcone9,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,donnadeuce7,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,DoNnYxOx,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,dor1464,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,dr_ubah,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,drew_bayarea,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,drhknowles,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,DrSinanOkumus,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,DWLOD,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Dzeniadaletsal1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,EandWEducation,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,ecastellvid,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,ednamendoza1963,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Ekccentric,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,ElizabethTrump,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Elliewa53066528,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Emazdash,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,EmilyDickensJux,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,emmamoore1976,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,encore_p,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,ErminiaVoccia,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,ERTGazi_1071,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,EUbusiness_news,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,EuroMaxCon1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,EzraPwaniyeboh,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,fa283435,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,fairyj12,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,FalzDon9,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,faridasalam2,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,fc0368,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,FeastOfBeast,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Feemy82,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,FiGoesOut,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,FindlaterSusie,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,FinneganCara,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,FlyTrapSanta,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,FoxNewsRetweets,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,fozzie_monster,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,FrankTiihonen,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,frauja69,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,FreeStaly3,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,FrozenBritian,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,fusentrap,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,fzmuhpwp,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,GaelR04946872,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,gags89x,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,galileestorm,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,gen_rwigema,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,genice_mills,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,GerardSaliot,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Ghost_1824,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,GibsonMarshag93,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,GIDOMER,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,gigglygaeity,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,GimoTeddy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,GintonicGamer,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,gizmopusskin,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,GKpantey,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Gmangse,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,godwin_fimpil,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,goldrose2014,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,GordonRMundeyi,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Gphighlandsy12,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,GrahamGWSS,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,grumpybutgorge1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,gtKrsmrhDp3o6Uj,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,GuptarGertrude,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,gustavin3,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,HaaruunBoseman,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,HadiseHasene,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,HajrahAbbasi,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,hamzanuur33,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Haris18979178,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,HarrietField_3,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,harrywardy1999,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,hasanar64,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,hashirasif,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,hatheek4u,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,heart2yah,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,hebertfajardo,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,HelloPhili,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,HellsingLuna,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,HensonHensonia,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,HhobertRilado,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,HippEncounters,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,hmobaydullah,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Hopeofnaija,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,hrepullo,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,hufengdie,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Human863,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,HunterFifth,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,iammikaalbilal,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,iamZlopez,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,ibmarkan,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,ibrafalcao,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,icanaymayer,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,Imadgrad,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,ImLeonardking_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,infntedecisions,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Informer_Bank,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,inigoprimrose,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,iphytech_,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,IRohing,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,ironwirevip,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,IsraelLionhel,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,ItsAnnc,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,IvankaPutin,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,j_issachar,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,jacquelinecoke2,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,JakubRenner,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,JamesTwond,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,JayDrew86422363,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,JBeiraoMartins,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,jbiraro,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,jc_kay_valuer,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,jdanaher71,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,JdVr55,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,JEBHINOJOSA,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,jessica_mudd,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,JessyJasmine29,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,jhackett69,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,JillSaville1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,jimmetech,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,jimsmithphotog,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,JJRiceSolicitor,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,jlsfreedom,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,JMMjanssen,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,JoelMarianoAgu1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,JohnCottom6,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,JOpipari,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Jordan_TJP1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,JosefinaNietoB,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,josephjomon,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,JoshuaEdiko,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,jpurcell_jayne,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Jujujanet23,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,JuliaRochette7,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,julieiito,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,JustinGsays,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,justkatiemeg,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,k2boie,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,KAdaramoye,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,kaisabltd,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,Kapkoi1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,KaranTurquoise,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,KasKaren64,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,kayholliday8,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,KeaneDeirdre6,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,kennyloza_no,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,KesisjanStefan,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,KG_LadyBarber,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Kibbiesays,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,kidmose2012,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,Kimmacauley84,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,kinaikeguruta,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,kismetB,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,kiyosan78612,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,KMiddleton_Law,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,knighthunter011,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,KProudnikov,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,krissulli,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,Kwena43805053,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,labelle_joe,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,laraine_simmons,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,LarryLana1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,LarryWard18,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,lasolution01,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,lastpersontoRT,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,Law_Talks,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,LECHNERWOLFGAN2,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,Leen_268,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Legendvictory1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,leilah_mzaeva,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,LemusMelanie,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,levelheaded101,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,levin_sheila,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,Liam2D2,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,LibreJourno,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,lilgreendwarf,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,LilithPrima,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,lilmissmoffatt,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Limubai74,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,linjane45,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,lo_fi_klotclot,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,lolimsorrywhat,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,London_Toronto,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,LorraineCBlackm,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,lovelock_amy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,LOVERBOYCALI,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,luckydhaliwal78,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,LucyFWilson,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,lucyiws,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,luis197243,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,luitsomeren,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,lyieke,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,m_bruntz,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,Maaxxiinne,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,magicagi,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,MahavaFrank,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,Mahwalkhan1,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,maitregasmi,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,majortom0508,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,manaves,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,Manikesh15,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,manuelappiah7,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,MaralynWilliams,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,mardha144,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,margaritaen,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,Maricelmonsan29,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,MarkJ16072000,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,markoftheD,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,MarkStukeyII,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,MartinWileman,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,MASUDQAIM11,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,matt_younng,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,mattie_park18,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,maxim6dogs7,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,MayuriSarkar,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,MBashir48666504,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,Me_kkooyy,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,Medelalpha,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,meekal37981,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,meevans59,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,Mekbots,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,melissafleura,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,MelManku,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,MGrevert1,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,mhmt_013,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,MichelleVoce,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,MiekeMous,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,MikePark21,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,MikeRaggo,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,mikforty2,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,MilenaPV04,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,milinkomilincic,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,MirengeDeo,unreliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,mischief934,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,Mixedstallion,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,MJHutchby,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,mjzanon,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,MMakamanzi,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,MohamedGolli,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,Mohamma13319162,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,MohmHamd,reliable,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
