fold,cluster,saliency
4,146,29.438641899381764
4,37,21.98325694235973
4,70,21.63883429276757
4,129,21.320926562999375
4,185,20.892152349930257
4,111,20.730897632078268
4,171,11.252846715738997
4,92,6.24813252792228
4,199,5.683283124584705
4,126,5.498174734180793
4,15,4.967211291776039
4,83,4.6657541955355555
4,113,3.8681193329393864
4,39,3.6732107291463763
4,127,3.565034486586228
4,18,3.4636134051252156
4,76,3.412153860554099
4,1,3.209479299839586
4,163,3.0546382665634155
4,29,2.9302905070362613
4,116,2.907975264592096
4,40,2.5496168644167483
4,87,2.2793063342105597
4,189,2.2768226203043014
4,89,2.104496622690931
4,193,2.1003494979813695
4,181,1.8551415072288364
4,91,1.799659550189972
4,134,1.78673259424977
4,182,1.7500968435779214
4,184,1.7367320883786306
4,153,1.6840595179237425
4,102,1.6104122125543654
4,154,1.593987274216488
4,135,1.5938303421717137
4,142,1.482389876851812
4,156,1.4777903873473406
4,108,1.4482910833321512
4,155,1.443891360424459
4,36,1.4283135919831693
4,72,1.4261683821678162
4,99,1.4030341415200382
4,93,1.385469866450876
4,38,1.2766982305329293
4,80,1.2509424686431885
4,94,1.2132183001376688
4,190,1.1833557919599116
4,168,1.1795334697235376
4,197,1.177514834329486
4,27,1.1581538014579564
4,71,1.1346392636187375
4,75,1.1148737538605928
4,139,1.0281416377983987
4,149,1.0227068166714162
4,133,1.0186086315661669
4,107,1.017937276745215
4,128,0.9897110376041383
4,145,0.9870161877479404
4,7,0.9816237024497241
4,64,0.9741062994580716
4,141,0.9653032599017024
4,176,0.9525040029548109
4,68,0.9411163008771837
4,118,0.8789276718162
4,52,0.8714361488819122
4,20,0.8488590959459543
4,48,0.8224801165051758
4,109,0.8068052143789828
4,3,0.7735565095208585
4,55,0.7702373636420816
4,51,0.7631038778927177
4,31,0.7576223779469728
4,115,0.7417843826115131
4,78,0.7413986490573734
4,28,0.7398424835409969
4,58,0.712995189242065
4,56,0.6670140223577619
4,50,0.6665305658243597
4,131,0.6527124722488225
4,161,0.6469585443846881
4,4,0.6027025254443288
4,90,0.5845393906347454
4,17,0.5640309611335397
4,103,0.5185960261151195
4,117,0.4843565593473613
4,30,0.47479240596294403
4,104,0.4694339418783784
4,65,0.46355487685650587
4,195,0.42962343408726156
4,24,0.42709572706371546
4,192,0.4188386332243681
4,59,0.41871709004044533
4,49,0.4147269008681178
4,96,0.4102388541214168
4,188,0.3943800013512373
4,105,0.3907065740786493
4,164,0.3854652354493737
4,11,0.38515670504420996
4,12,0.38490192126482725
4,33,0.3560340565163642
4,123,0.35396402329206467
4,54,0.33553879894316196
4,196,0.3332033813931048
4,8,0.3117548320442438
4,10,0.30656252428889275
4,13,0.3055214285850525
4,57,0.2948979763314128
4,74,0.29403654858469963
4,166,0.29168039560317993
4,47,0.2909013950265944
4,100,0.26650418853387237
4,85,0.265219715423882
4,121,0.25065974541939795
4,120,0.2500565336085856
4,136,0.24983215564861894
4,25,0.2489737207069993
4,77,0.2442824780009687
4,160,0.23834241915028542
4,194,0.21247724071145058
4,200,0.20406740554608405
4,101,0.2031498767901212
4,67,0.19379928708076477
4,73,0.1858735044952482
4,137,0.1794206346385181
4,150,0.16356509923934937
4,97,0.1546313501894474
4,110,0.14763613510876894
4,165,0.14653544314205647
4,180,0.13489992823451757
4,69,0.13434766745194793
4,159,0.13170463615097106
4,88,0.12770833168178797
4,177,0.12621565163135529
4,45,0.11406729649752378
4,53,0.11204400076530874
4,175,0.10934768617153168
4,21,0.10709615610539913
4,63,0.10632719099521637
4,169,0.10455810278654099
4,44,0.10452186781913042
4,198,0.10164991766214371
4,147,0.0926292734220624
4,157,0.09235482197254896
4,34,0.08114381297491491
4,144,0.07749973051249981
4,187,0.07035834342241287
4,132,0.06731236819177866
4,191,0.0671637337654829
4,16,0.0651734247803688
4,148,0.06014319998212159
4,22,0.05933220684528351
4,140,0.05614630924537778
4,32,0.04694209061563015
4,5,0.04502185061573982
4,61,0.04223380517214537
4,23,0.03964837267994881
4,79,0.037867569364607334
4,173,0.03662673104554415
4,179,0.03550024563446641
4,170,0.028765466529875994
4,42,0.02715494856238365
4,172,0.027103476226329803
4,60,0.02556122886016965
4,46,0.024086148478090763
4,152,0.023302577901631594
4,6,0.023079272359609604
4,19,0.019602181389927864
4,143,0.017030525486916304
4,95,0.014522732701152563
4,122,0.012299364432692528
4,112,0.009364194236695766
4,119,0.008997663855552673
4,186,0.005103754345327616
