fold,cluster,saliency
5,37,24.595411478192545
5,129,24.374064915115014
5,70,23.60741253499873
5,111,23.020042295800522
5,185,21.9041193544399
5,171,13.143527042120695
5,15,12.935376942623407
5,199,12.785607676487416
5,1,12.032531695906073
5,146,10.642464579781517
5,7,10.195217381697148
5,76,8.559687349013984
5,92,8.558754702098668
5,18,7.875540756154805
5,93,7.801968157291412
5,40,7.380613743560389
5,75,7.051111291628331
5,184,6.656304521020502
5,127,6.400421624537557
5,29,5.4169343947432935
5,153,4.745400005951524
5,39,4.491413669195026
5,50,4.287558876443654
5,89,4.171835624612868
5,193,3.9453509356826544
5,55,3.833606428001076
5,72,3.709936168510467
5,96,3.5958449034951627
5,107,3.4558380004018545
5,161,3.393813457340002
5,163,3.3751181543339044
5,68,3.283768608700484
5,176,3.230076301842928
5,116,3.1483606318943202
5,149,3.132246308028698
5,83,3.10422617290169
5,63,3.024820883758366
5,133,2.9925595419481397
5,105,2.8841672260314226
5,48,2.8613415216095746
5,113,2.7806055145338178
5,181,2.751776495948434
5,52,2.7178192529827356
5,20,2.4692536974325776
5,91,2.4336474696174264
5,27,2.2359304919373244
5,3,2.2125377161428332
5,38,2.2000309673603624
5,25,2.0956946997903287
5,45,2.0620616441592574
5,154,2.0558352023363113
5,30,2.0349137894809246
5,190,2.0205403328873217
5,120,1.988240184262395
5,100,1.9845237955451012
5,87,1.9386287534143776
5,21,1.93127756472677
5,164,1.8872000868432224
5,189,1.7835784286726266
5,132,1.727941358461976
5,49,1.7244260027073324
5,135,1.6946450402028859
5,56,1.6843120171688497
5,99,1.6773238473106176
5,16,1.6031862031668425
5,126,1.583814084995538
5,182,1.5601421552710235
5,128,1.470864434959367
5,134,1.3872541673481464
5,177,1.3620167123153806
5,118,1.3268733450677246
5,67,1.2798662055283785
5,110,1.2721471944823861
5,8,1.1934471130371094
5,196,1.143396995961666
5,156,1.1017931150272489
5,168,1.1010104953311384
5,188,1.0765706920064986
5,194,1.0590442572720349
5,6,1.0390216973610222
5,85,1.0221427902579308
5,51,0.9901355812326074
5,145,0.9673964073881507
5,10,0.9658626019954681
5,103,0.9323065262287855
5,131,0.9181363452225924
5,73,0.8009435259737074
5,139,0.7720652995631099
5,59,0.743428013054654
5,195,0.734748418442905
5,74,0.7069112448953092
5,102,0.7009566547349095
5,65,0.6602710084989667
5,79,0.654174835421145
5,36,0.6499503101222217
5,200,0.6416866737417877
5,109,0.632790089584887
5,108,0.6143602374941111
5,166,0.6122373514808714
5,101,0.6037647328339517
5,34,0.5979555835947394
5,61,0.5971270157024264
5,192,0.5948118604719639
5,197,0.5816550590097904
5,137,0.5730075314640999
5,141,0.5726997554302216
5,60,0.5371303223073483
5,155,0.5155825410038233
5,80,0.5153473843820393
5,42,0.49914230592548847
5,24,0.48904576525092125
5,121,0.4835814358666539
5,104,0.4702287307009101
5,90,0.4478381061926484
5,58,0.44611493218690157
5,28,0.4342906968668103
5,169,0.43270963430404663
5,142,0.4033342096954584
5,179,0.3919570595026016
5,69,0.38978716637939215
5,159,0.36925521586090326
5,183,0.35679909959435463
5,46,0.3526386469602585
5,11,0.3455036715604365
5,31,0.3437084760516882
5,64,0.3410333055071533
5,47,0.33876811526715755
5,170,0.3248039176687598
5,23,0.3206749437376857
5,173,0.31484171748161316
5,180,0.30100296530872583
5,57,0.2787914276123047
5,187,0.27478015422821045
5,17,0.2713046818971634
5,94,0.2691738400608301
5,175,0.26294682966545224
5,152,0.24911047238856554
5,112,0.24330764124169946
5,160,0.23558554984629154
5,54,0.22672728914767504
5,123,0.2251930683851242
5,191,0.21393804112449288
5,148,0.19804593082517385
5,78,0.17605984956026077
5,122,0.16506941430270672
5,117,0.16186785558238626
5,150,0.15456309262663126
5,165,0.15335523709654808
5,98,0.1527375364676118
5,13,0.14026431739330292
5,136,0.1345885694026947
5,41,0.1253940248861909
5,12,0.12183148693293333
5,33,0.10558727197349072
5,53,0.10111485794186592
5,77,0.09929584059864283
5,97,0.09433871321380138
5,140,0.08657911419868469
5,44,0.08313380181789398
5,26,0.08260816894471645
5,71,0.08082842826843262
5,119,0.07641168683767319
5,144,0.07587792119011283
5,157,0.055065808817744255
5,5,0.050811056047677994
5,138,0.049258772283792496
5,95,0.04372918978333473
5,14,0.03780493512749672
5,114,0.03067457303404808
5,162,0.029026412405073643
5,32,0.023107070475816727
5,125,0.022591520100831985
5,186,0.018399646505713463
