fold,cluster,drop_F1
5,37,-0.09490036844875549
5,129,-0.041457489878542475
5,70,-0.016558096558096536
5,111,-0.06564102564102559
5,185,-0.0806221606221606
5,171,0.0
5,15,-0.041457489878542475
5,199,-0.10623481781376515
5,1,0.0
5,146,-0.1351182151182151
5,7,-0.041457489878542475
5,76,0.023319838056680198
5,92,0.023319838056680198
5,18,-0.041457489878542475
5,93,0.0
5,40,-0.041457489878542475
5,75,0.023319838056680198
5,184,-0.041457489878542475
5,127,0.0
5,29,0.0
