fold,cluster,drop_F1
1,70,-0.011129177958446146
1,185,0.039796747967479784
1,37,0.02569418386491562
1,129,0.02569418386491562
1,111,0.08915572232645408
1,146,0.2414634146341464
1,199,0.039796747967479784
1,15,0.0
1,171,0.0
1,92,0.039796747967479784
1,1,0.039796747967479784
1,127,0.0
1,93,0.02569418386491562
1,75,0.0
1,113,0.039796747967479784
1,149,0.039796747967479784
1,29,0.039796747967479784
1,99,0.0
1,50,0.0
1,44,0.0
