fold,cluster,drop_F1
3,70,-0.16427031485355975
3,37,-0.2348985785852718
3,185,-0.11141746200070696
3,129,-0.044750795334040305
3,111,-0.15244310302634795
3,171,0.0
3,146,0.0
3,199,-0.08680207738532236
3,15,-0.044750795334040305
3,18,-0.06175484391703623
3,92,-0.044750795334040305
3,29,0.0
3,93,-0.044750795334040305
3,1,0.0
3,76,0.0
3,75,0.0
3,113,0.0
3,189,0.0
3,163,0.0
3,107,0.0
