fold,cluster,drop_F1
5,129,-0.04354895722870278
5,70,-0.04354895722870278
5,111,-0.04354895722870278
5,185,0.023117709437963874
5,37,0.0061136608549679505
5,171,0.04670745302770751
5,15,0.0
5,1,0.0
5,199,0.0
5,146,-0.018933572613318184
5,7,0.0
5,92,0.0
5,127,-0.04354895722870278
5,76,-0.018933572613318184
5,18,0.0
5,184,0.0
5,40,0.0
5,29,0.0
5,93,0.0
5,75,0.0
