feature,drop_F1,base_F1,abl_F1
user:U_AccountAge_days,-0.027638326585695094,0.611336032388664,0.6389743589743591
user:total_posts,0.05248131340669149,0.611336032388664,0.5588547189819725
user:followers_count,-0.027638326585695094,0.611336032388664,0.6389743589743591
user:following_count,0.0,0.611336032388664,0.611336032388664
user:verified,0.0,0.611336032388664,0.611336032388664
user:posting_frequency,0.0,0.611336032388664,0.611336032388664
user:retweet_count,-0.05533063427800278,0.611336032388664,0.6666666666666667
user:follower_to_followee_ratio,0.0,0.611336032388664,0.611336032388664
user:retweet_ratio,0.0,0.611336032388664,0.611336032388664
user:HU_TweetNum,0.0,0.611336032388664,0.611336032388664
user:HU_TweetPercent_Original,-0.027638326585695094,0.611336032388664,0.6389743589743591
user:HU_TweetPercent_Retweet,-0.027638326585695094,0.611336032388664,0.6389743589743591
user:HU_AverageInterval_days,0.0,0.611336032388664,0.611336032388664
user:U_ListedNum,-0.027638326585695094,0.611336032388664,0.6389743589743591
user:U_ProfileUrl,0.0,0.611336032388664,0.611336032388664
user:U_FollowerNumDay,0.0,0.611336032388664,0.611336032388664
user:U_FolloweeNumDay,0.0,0.611336032388664,0.611336032388664
user:U_TweetNumDay,0.011336032388663986,0.611336032388664,0.6
user:U_ListedNumDay,0.0,0.611336032388664,0.611336032388664
