feature,drop_F1,base_F1,abl_F1
user:U_AccountAge_days,-0.028461959496442257,0.5270935960591133,0.5555555555555556
user:total_posts,0.03503010399562123,0.5270935960591133,0.4920634920634921
user:followers_count,-0.03369071766637688,0.5270935960591133,0.5607843137254902
user:following_count,0.0,0.5270935960591133,0.5270935960591133
user:verified,0.0,0.5270935960591133,0.5270935960591133
user:posting_frequency,0.03503010399562123,0.5270935960591133,0.4920634920634921
user:retweet_count,0.09179947841205449,0.5270935960591133,0.43529411764705883
user:follower_to_followee_ratio,0.0,0.5270935960591133,0.5270935960591133
user:retweet_ratio,-0.003698192797191635,0.5270935960591133,0.530791788856305
user:HU_TweetNum,0.0,0.5270935960591133,0.5270935960591133
user:HU_TweetPercent_Original,0.0,0.5270935960591133,0.5270935960591133
user:HU_TweetPercent_Retweet,0.0,0.5270935960591133,0.5270935960591133
user:HU_AverageInterval_days,0.0,0.5270935960591133,0.5270935960591133
user:U_ListedNum,0.0,0.5270935960591133,0.5270935960591133
user:U_ProfileUrl,0.0,0.5270935960591133,0.5270935960591133
user:U_FollowerNumDay,-0.03369071766637688,0.5270935960591133,0.5607843137254902
user:U_FolloweeNumDay,0.0,0.5270935960591133,0.5270935960591133
user:U_TweetNumDay,0.03503010399562123,0.5270935960591133,0.4920634920634921
user:U_ListedNumDay,0.0,0.5270935960591133,0.5270935960591133
