feature,drop_F1,base_F1,abl_F1
user:U_AccountAge_days,-0.029992524869185244,0.530791788856305,0.5607843137254902
user:total_posts,0.0,0.530791788856305,0.530791788856305
user:followers_count,0.0,0.530791788856305,0.530791788856305
user:following_count,-0.03170821114369504,0.530791788856305,0.5625
user:verified,0.0,0.530791788856305,0.530791788856305
user:posting_frequency,0.06675237998930994,0.530791788856305,0.464039408866995
user:retweet_count,0.0,0.530791788856305,0.530791788856305
user:follower_to_followee_ratio,0.0,0.530791788856305,0.530791788856305
user:retweet_ratio,0.0,0.530791788856305,0.530791788856305
user:HU_TweetNum,0.0,0.530791788856305,0.530791788856305
user:HU_TweetPercent_Original,0.0,0.530791788856305,0.530791788856305
user:HU_TweetPercent_Retweet,-0.03170821114369504,0.530791788856305,0.5625
user:HU_AverageInterval_days,-0.03170821114369504,0.530791788856305,0.5625
user:U_ListedNum,-0.06256109481915939,0.530791788856305,0.5933528836754643
user:U_ProfileUrl,-0.03170821114369504,0.530791788856305,0.5625
user:U_FollowerNumDay,0.0,0.530791788856305,0.530791788856305
user:U_FolloweeNumDay,0.0,0.530791788856305,0.530791788856305
user:U_TweetNumDay,0.09549767120924613,0.530791788856305,0.43529411764705883
user:U_ListedNumDay,0.0,0.530791788856305,0.530791788856305
