cluster,saliency_mean,saliency_std,n_folds,saliency_sum
70,38.539209253899756,11.368414476845869,5,192.69604626949877
37,35.271919468883425,9.833160448027797,5,176.35959734441712
111,34.687282083183526,11.113872955201547,5,173.43641041591763
129,33.09345374237746,9.427577006242034,5,165.4672687118873
185,30.697092222981155,7.85231986108619,5,153.48546111490577
146,16.395067930594088,3.7112217436511443,5,81.97533965297043
171,15.354155623726546,3.8032934490828,5,76.77077811863273
15,14.728277091961354,3.0940086018944024,5,73.64138545980677
199,13.062739165499806,2.2733078718187296,5,65.31369582749903
92,12.344002022501082,5.476877768604158,5,61.720010112505406
1,10.770474239811302,3.3072600322881005,5,53.852371199056506
18,8.994363063573838,4.219689947574512,5,44.971815317869186
93,8.055897049233318,2.733245550244981,5,40.27948524616659
127,7.901411584764719,2.850590344911154,5,39.507057923823595
40,7.823818355891854,2.2783720166184542,5,39.11909177945927
29,7.808751611132175,2.199977395324019,5,39.043758055660874
39,7.453733018692583,2.0492278575815486,5,37.268665093462914
75,7.2751708593219515,3.489668739653935,5,36.37585429660976
163,6.8353604367002845,2.50927307166714,5,34.17680218350142
113,6.795915331877768,1.8440808414036154,5,33.97957665938884
189,6.648435832001269,2.6017197571192643,5,33.242179160006344
50,6.50717841014266,4.008914580027302,5,32.5358920507133
7,6.14789178185165,1.6839094137905308,5,30.739458909258246
27,5.904440012574196,1.6959701442910124,5,29.52220006287098
48,5.625814133882523,2.0853994183211366,5,28.129070669412613
153,5.317767099291086,1.0414348695202449,5,26.58883549645543
83,4.957806480675936,1.8305686913592503,5,24.78903240337968
133,4.931572118587792,2.7620459922116734,5,24.65786059293896
184,4.6421012077480555,1.8439628825131564,5,23.210506038740277
76,4.641163576580584,1.7907518581018391,5,23.20581788290292
87,4.5161206411197785,1.7594878666721896,5,22.58060320559889
149,4.47778164613992,1.7939791470176942,5,22.3889082306996
38,4.2673220543190835,1.1929368014196882,5,21.33661027159542
89,4.2227842546999454,1.7662880933528704,5,21.113921273499727
154,3.9150901056826113,0.9469646032527145,5,19.575450528413057
190,3.914502015709877,1.534261731936031,5,19.572510078549385
72,3.815910893678665,2.3925678242247392,5,19.079554468393326
99,3.717427251115441,1.3479969428762324,5,18.587136255577207
116,3.5423323355615137,0.9040817215454164,5,17.71166167780757
107,3.539130502566695,1.436817018551807,5,17.695652512833476
91,3.5046954484656454,1.0960089004869855,5,17.523477242328227
181,3.391018023528159,1.1540424932513906,5,16.955090117640793
182,3.271085223183036,2.4647566138165957,5,16.35542611591518
134,3.2346955450251698,1.2645620798273889,5,16.17347772512585
102,3.196735728904605,1.936124631467061,5,15.983678644523025
193,3.1028134424239395,0.8893061760942909,5,15.514067212119699
96,3.0440071735531093,1.469652462450131,5,15.220035867765546
105,3.032276486977935,1.37078036730386,5,15.161382434889674
156,2.9772595686838033,1.7857410871926827,5,14.886297843419015
126,2.9665471075102685,1.8480745983326081,5,14.832735537551343
176,2.7640597991645337,1.0486048139660324,5,13.820298995822668
51,2.738794479519129,1.3291751446457334,5,13.693972397595644
161,2.706997137516737,0.622740023858663,5,13.534985687583685
3,2.6918035674840213,2.017375986738188,5,13.459017837420106
128,2.5458519967272877,0.8384023556987399,5,12.729259983636439
103,2.4587043615058066,1.9261943332045035,5,12.293521807529032
131,2.4263359107077123,1.2657597426707086,5,12.13167955353856
197,2.314482459053397,1.2081467858737802,5,11.572412295266986
68,2.2788062121719124,0.538538029876539,5,11.394031060859561
109,2.2749178152531386,1.2768925961539461,5,11.374589076265693
36,2.255393248423934,1.2819932671248289,5,11.27696624211967
20,2.2499448053538798,0.9636150447025731,5,11.2497240267694
135,2.17828547693789,0.37664481504997727,5,10.89142738468945
56,2.1654475774616,1.0171164564804793,5,10.827237887308002
34,2.1317546747624876,0.9336372127338358,5,10.658773373812437
