fold,cluster,saliency
5,70,43.197106250561774
5,111,41.444842986762524
5,37,33.37252487055957
5,129,31.807112734764814
5,185,28.061929995194077
5,171,21.301156574860215
5,15,16.6034813541919
5,1,14.50789172295481
5,199,13.43635930493474
5,146,13.376888493075967
5,75,12.948009435087442
5,50,12.901446271687746
5,92,11.820421479642391
5,40,9.945603832602501
5,189,8.927136590704322
5,18,8.698771743103862
5,163,7.981522670015693
5,29,7.975576877593994
5,39,7.947634430602193
5,93,7.4921046905219555
5,113,7.206865357235074
5,7,7.170112311840057
5,48,6.350857986137271
5,126,6.162150926887989
5,127,6.0820977203547955
5,83,6.0287276692688465
5,103,5.7045196034014225
5,27,5.514262419193983
5,190,5.425038048997521
5,3,5.2616469487547874
5,153,5.204463033005595
5,184,5.16112868860364
5,38,5.129734501242638
5,149,4.958116417750716
5,155,4.654691711068153
5,87,4.633573850616813
5,133,4.582782443612814
5,181,4.440239414572716
5,116,4.411465657874942
5,110,4.354033216834068
5,140,4.146607715636492
5,193,4.117678429931402
5,89,4.050283078104258
5,195,4.0295832343399525
5,102,4.0076060788705945
5,105,3.73639658652246
5,11,3.724365023896098
5,134,3.6452818121761084
5,99,3.5445763673633337
5,154,3.268934693187475
5,72,3.249763274565339
5,139,3.204116940498352
5,96,3.109545726329088
5,56,3.010485727339983
5,182,2.9460015390068293
5,36,2.8618247117847204
5,164,2.8523239251226187
5,91,2.8374308589845896
5,68,2.5327457636594772
5,58,2.500749059021473
5,76,2.473576009273529
5,107,2.4478671476244926
5,156,2.4341980144381523
5,108,2.392773725092411
5,118,2.3881835862994194
5,25,2.288199543952942
5,44,2.2785338312387466
5,21,2.278108447790146
5,31,2.080885360017419
5,128,2.071896977722645
5,67,2.0500995852053165
5,136,2.02636593952775
5,135,1.9654998481273651
5,34,1.939282177016139
5,196,1.8948799595236778
5,79,1.846991453319788
5,51,1.7904796116054058
5,161,1.7477646935731173
5,85,1.6488913223147392
5,176,1.6199455205351114
5,109,1.6112377345561981
5,188,1.5934710055589676
5,61,1.5933465734124184
5,120,1.5158246606588364
5,20,1.5044796131551266
5,197,1.499598978087306
5,59,1.4929963387548923
5,47,1.4844924360513687
5,131,1.4727597795426846
5,55,1.424574937671423
5,141,1.4060381762683392
5,80,1.3903284519910812
5,52,1.3652634024620056
5,63,1.339839469641447
5,119,1.3109512887895107
5,12,1.3082721754908562
5,16,1.2971881031990051
5,49,1.2911591213196516
5,23,1.2777351066470146
5,64,1.260166747495532
5,53,1.2305512689054012
5,175,1.1751333512365818
5,150,1.1249682493507862
5,145,1.085194867104292
5,65,1.0489109978079796
5,142,1.0259365737438202
5,169,1.0257010385394096
5,121,1.0125613790005445
5,200,0.9954882655292749
5,170,0.9053462259471416
5,101,0.8923608586192131
5,137,0.8872638493776321
5,28,0.877807667478919
5,30,0.8547322228550911
5,194,0.8171603456139565
5,95,0.8109265044331551
5,90,0.7870349287986755
5,166,0.7145076915621758
5,183,0.7113201506435871
5,24,0.6947138905525208
5,160,0.6893961802124977
5,33,0.6594248414039612
5,22,0.6236521005630493
5,45,0.5977284945547581
5,71,0.5513712614774704
5,159,0.5167369395494461
5,179,0.5137729123234749
5,5,0.4914783239364624
5,78,0.46441421657800674
5,100,0.441342294216156
5,198,0.40918323397636414
5,73,0.38908568769693375
5,97,0.36122070997953415
5,41,0.34438610821962357
5,74,0.3439287953078747
5,14,0.33988799527287483
5,62,0.33640439808368683
5,144,0.3308328092098236
5,84,0.3072645664215088
5,180,0.3045903593301773
5,17,0.30006778985261917
5,10,0.2872811872512102
5,122,0.27297984063625336
5,186,0.2676340341567993
5,192,0.267554622143507
5,177,0.25155115872621536
5,42,0.24782419577240944
5,46,0.24359416961669922
5,13,0.23461369425058365
5,77,0.23255516774952412
5,148,0.2269028127193451
5,172,0.21269435435533524
5,162,0.19574156403541565
5,57,0.16879725456237793
5,98,0.16130389273166656
5,168,0.1603085994720459
5,69,0.16023141890764236
5,117,0.1267785206437111
5,123,0.12149708718061447
5,132,0.11410355567932129
5,81,0.1031813994050026
5,165,0.07736735790967941
5,157,0.06819823384284973
5,26,0.062006037682294846
5,6,0.061409443616867065
5,152,0.06013425812125206
5,147,0.057066868990659714
5,94,0.03473501652479172
5,19,0.029277116060256958
