fold,cluster,drop_F1
2,70,0.08214285714285707
2,111,0.025000000000000022
2,37,0.11577786688051328
2,185,0.09253246753246758
2,129,0.11577786688051328
2,15,0.010185185185185186
2,146,0.2140909090909091
2,171,0.16803460514640645
2,92,0.04640468227424743
2,199,0.0625
2,18,0.04640468227424743
2,1,0.06944444444444442
2,93,0.0
2,39,0.023297872340425574
2,127,0.04640468227424743
2,40,0.0625
2,189,0.023297872340425574
2,7,0.023297872340425574
2,83,0.04640468227424743
2,182,0.0
