fold,cluster,saliency
1,37,29.02610889542848
1,70,25.202838841825724
1,111,24.82008815649897
1,129,23.38152147643268
1,185,22.23514891322702
1,146,17.186164531856775
1,171,13.878254476934671
1,15,12.26782606029883
1,199,9.497256881557405
1,1,8.273481016978621
1,40,8.261765922885388
1,92,6.955369427334517
1,75,6.513647640123963
1,7,6.485984221100807
1,127,6.485276977531612
1,93,6.215560300275683
1,113,6.098595429211855
1,18,6.097474385052919
1,76,5.966907315887511
1,38,5.347482758574188
1,39,5.063232708256692
1,29,4.831216441467404
1,27,4.664383972063661
1,163,4.547113697044551
1,153,4.237696605734527
1,89,4.165426907129586
1,51,3.995326306670904
1,189,3.803700065240264
1,105,3.7853186894208193
1,149,3.769024067558348
1,107,3.7445477228611708
1,72,3.5509235356003046
1,83,3.509180356748402
1,133,3.486459406092763
1,116,3.224758880212903
1,181,3.1294050673022866
1,48,2.9748358046635985
1,184,2.9381495462730527
1,154,2.8717357395216823
1,34,2.851279653608799
1,102,2.785755293443799
1,193,2.6648801919072866
1,91,2.5688751731067896
1,161,2.446008540689945
1,50,2.4454165687784553
1,103,2.39280288759619
1,87,2.3598037753254175
1,135,2.335967918857932
1,65,2.326042937114835
1,99,2.3051713490858674
1,96,2.2772773522883654
1,190,2.1997024714946747
1,68,2.1909229243174195
1,126,2.1541163912042975
1,164,2.1341833621263504
1,61,2.1233134791254997
1,21,2.0700175538659096
1,182,2.0358056658878922
1,128,2.006854393519461
1,176,1.7977259252220392
1,20,1.7249611373990774
1,110,1.686320573091507
1,156,1.5769078666344285
1,64,1.5696720350533724
1,49,1.4966243971139193
1,134,1.4875170392915606
1,187,1.4668247699737549
1,109,1.4564907746389508
1,33,1.430733421817422
1,79,1.3985075745731592
1,85,1.3922314159572124
1,3,1.37474038079381
1,56,1.3487875740975142
1,36,1.3357758978381753
1,200,1.3188882730901241
1,131,1.2739085350185633
1,177,1.2220996916294098
1,196,1.0882375966757536
1,25,1.0769085073843598
1,47,1.0465573463588953
1,197,1.0258268266916275
1,59,1.024178821593523
1,58,1.0021411888301373
1,23,0.9912797026336193
1,155,0.9577850382775068
1,192,0.9224132969975471
1,63,0.9134786427021027
1,120,0.8793558962643147
1,142,0.8722266247496009
1,11,0.8720120908692479
1,195,0.8319827932864428
1,139,0.7729101963341236
1,6,0.7725586630403996
1,53,0.7717910353094339
1,24,0.7535556759685278
1,136,0.716981403529644
1,152,0.6982557019218802
1,180,0.6593377571552992
1,175,0.656271792948246
1,46,0.6503569819033146
1,67,0.606417478993535
1,188,0.596390662714839
1,31,0.5923653468489647
1,194,0.587671797722578
1,108,0.5713848806917667
1,17,0.5630424804985523
1,104,0.559975266456604
1,74,0.5366491638123989
1,77,0.5274578183889389
1,170,0.5057234168052673
1,45,0.49151924066245556
1,150,0.4751259721815586
1,73,0.4657674040645361
1,145,0.4603754412382841
1,10,0.4527329709380865
1,55,0.4455881677567959
1,101,0.4364028871059418
1,78,0.43451065942645073
1,119,0.42162456177175045
1,118,0.4211329463869333
1,140,0.41996336355805397
1,166,0.39672477450221777
1,114,0.38985972851514816
1,117,0.3868922321125865
1,172,0.376586128026247
1,160,0.3703168295323849
1,4,0.3631991446018219
1,141,0.35705162677913904
1,121,0.33923056349158287
1,52,0.3324882499873638
1,144,0.32861153967678547
1,183,0.3271821364760399
1,12,0.32583754463121295
1,159,0.320703555829823
1,28,0.3184354742988944
1,22,0.31185489892959595
1,30,0.3104293867945671
1,44,0.281212717294693
1,123,0.26340244710445404
1,147,0.26232088077813387
1,69,0.2591041848063469
1,137,0.24547132849693298
1,57,0.2440060842782259
1,90,0.2398893442004919
1,42,0.2362145073711872
1,169,0.20525221247226
1,41,0.17437025159597397
1,62,0.1648309975862503
1,95,0.1629766123369336
1,100,0.15889565832912922
1,60,0.1588124930858612
1,148,0.15677684172987938
1,98,0.1540975272655487
1,173,0.13534124940633774
1,168,0.12501214630901814
1,71,0.12466554343700409
1,81,0.1217535026371479
1,97,0.11553352326154709
1,14,0.10626782476902008
1,94,0.08206964284181595
1,162,0.06958656013011932
1,13,0.05742272734642029
1,80,0.05139629915356636
1,178,0.04222165048122406
1,165,0.04189153015613556
1,112,0.04107648879289627
1,88,0.03338342532515526
1,5,0.024260414764285088
1,8,0.021190455183386803
1,179,0.02096405066549778
1,54,0.019346065819263458
