feature,drop_F1,base_F1,abl_F1
user:U_AccountAge_days,-0.025658816932996875,0.5916666666666667,0.6173254835996635
user:total_posts,0.008333333333333415,0.5916666666666667,0.5833333333333333
user:followers_count,-0.025658816932996875,0.5916666666666667,0.6173254835996635
user:following_count,-0.025658816932996875,0.5916666666666667,0.6173254835996635
user:verified,-0.025658816932996875,0.5916666666666667,0.6173254835996635
user:posting_frequency,0.008333333333333415,0.5916666666666667,0.5833333333333333
user:retweet_count,0.0,0.5916666666666667,0.5916666666666667
user:follower_to_followee_ratio,0.033214185590131784,0.5916666666666667,0.5584524810765349
user:retweet_ratio,0.025909842845326714,0.5916666666666667,0.56575682382134
user:HU_TweetNum,0.05833333333333335,0.5916666666666667,0.5333333333333333
user:HU_TweetPercent_Original,-0.05119047619047612,0.5916666666666667,0.6428571428571428
user:HU_TweetPercent_Retweet,-0.05119047619047612,0.5916666666666667,0.6428571428571428
user:HU_AverageInterval_days,0.033214185590131784,0.5916666666666667,0.5584524810765349
user:U_ListedNum,-0.05833333333333324,0.5916666666666667,0.6499999999999999
user:U_ProfileUrl,0.021642096642096598,0.5916666666666667,0.5700245700245701
user:U_FollowerNumDay,0.025909842845326714,0.5916666666666667,0.56575682382134
user:U_FolloweeNumDay,0.0,0.5916666666666667,0.5916666666666667
user:U_TweetNumDay,0.008333333333333415,0.5916666666666667,0.5833333333333333
user:U_ListedNumDay,-0.05833333333333324,0.5916666666666667,0.6499999999999999
