feature,gain
bow:morning,7.763359546661377
topic:166,5.8365864753723145
bow:could,5.528377532958984
mnum:hear,5.376845359802246
bow:brilliant,5.032057762145996
bow:right,4.4399189949035645
topic:42,4.296256065368652
bow:full,4.0512166023254395
topic:145,3.8929221630096436
bow:waiting,3.484942674636841
bow:important,3.447237730026245
bow:talk,3.4372944831848145
bow:man,3.3959245681762695
topic:170,3.3885865211486816
bow:students,3.3572468757629395
topic:23,3.247236490249634
topic:179,3.2302045822143555
bow:fire,3.126861095428467
topic:135,3.1229071617126465
mnum:feel,3.08845853805542
bow:life,2.935593843460083
topic:108,2.8094098567962646
topic:113,2.6789116859436035
bow:truth,2.626077651977539
topic:109,2.565729856491089
bow:world,2.478511333465576
topic:197,2.4528751373291016
topic:65,2.415644407272339
user:retweet_ratio,2.2576303482055664
mnum:achieve,2.200082778930664
bow:gets,2.195288896560669
bow:come,2.1749095916748047
bow:call,2.1224582195281982
mnum:Analytic,2.1023733615875244
bow:things,2.097903251647949
bow:made,2.051936149597168
bow:need,1.9495995044708252
mnum:cogproc,1.921582818031311
mnum:male,1.8897615671157837
topic:196,1.8700213432312012
user:posting_frequency,1.7423267364501953
mnum:motion,1.7115962505340576
bow:back,1.708709716796875
mnum:function,1.6888221502304077
mnum:relativ,1.6615644693374634
user:HU_AverageInterval_days,1.619468092918396
topic:58,1.6185612678527832
user:U_AccountAge_days,1.6055810451507568
mnum:see,1.585487961769104
topic:96,1.5493818521499634
topic:18,1.5461232662200928
bow:never,1.5255407094955444
mnum:focuspresent,1.4701498746871948
mnum:adverb,1.407050371170044
mnum:affiliation,1.3956853151321411
bow:please,1.3649866580963135
topic:160,1.2633130550384521
mnum:space,1.2520396709442139
bow:part,1.2222800254821777
bow:news,1.213311791419983
bow:human,1.2119944095611572
mnum:quant,1.2009236812591553
topic:1,1.1887128353118896
mnum:negate,1.1568578481674194
mnum:certain,1.1498652696609497
topic:116,1.1469913721084595
mnum:Clout,1.1158013343811035
user:retweet_count,1.0999176502227783
mnum:discrep,1.051522970199585
mnum:money,1.047654151916504
topic:129,1.0252882242202759
topic:195,1.0248223543167114
mnum:tentat,0.9913322925567627
mnum:drives,0.9768838286399841
topic:33,0.9645473957061768
bow:days,0.9440938234329224
mnum:leisure,0.9438810348510742
topic:25,0.9412505626678467
bow:family,0.9397808313369751
bow:today,0.9353526830673218
topic:38,0.9268087148666382
bow:think,0.9170888066291809
mnum:health,0.868421196937561
topic:199,0.8568490743637085
mnum:bio,0.853865385055542
topic:87,0.8527133464813232
mnum:assent,0.8393287658691406
mnum:social,0.8365599513053894
mnum:anger,0.832381546497345
topic:68,0.8238869309425354
topic:146,0.8135432004928589
mnum:percept,0.8108370900154114
mnum:focusfuture,0.808111310005188
topic:184,0.8026745319366455
mnum:swear,0.7994305491447449
topic:185,0.7989754676818848
topic:155,0.7988461852073669
topic:92,0.7905303239822388
topic:36,0.7735317945480347
mnum:sad,0.7628474831581116
