feature,gain
topic:194,7.512073516845703
topic:102,5.862505912780762
bow:stop,5.317129135131836
topic:165,4.756821632385254
bow:hey,4.340394020080566
bow:best,4.072137832641602
bow:women,4.061311721801758
bow:things,3.8770999908447266
bow:every,3.581193685531616
bow:2019,3.520413398742676
bow:sign,3.4305944442749023
bow:buy,3.3299243450164795
bow:live,3.2606124877929688
bow:students,3.2578673362731934
bow:taking,3.2178993225097656
bow:days,3.006244659423828
bow:must,2.999727249145508
topic:107,2.920701503753662
bow:political,2.8157005310058594
bow:never,2.7047348022460938
bow:going,2.616067409515381
topic:198,2.530471086502075
bow:work,2.5125646591186523
bow:make,2.4682579040527344
bow:little,2.4326066970825195
topic:105,2.410928249359131
topic:146,2.344792127609253
topic:71,2.3282177448272705
topic:110,2.2313215732574463
bow:al,2.2002506256103516
topic:89,1.9841938018798828
bow:getting,1.9534835815429688
topic:189,1.940084457397461
mnum:WPS,1.8521004915237427
topic:199,1.8497287034988403
mnum:informal,1.8081977367401123
bow:great,1.780573844909668
bow:take,1.7771039009094238
bow:url got,1.7567400932312012
mnum:female,1.715563416481018
mnum:family,1.7008941173553467
topic:129,1.698344111442566
topic:177,1.691593050956726
bow:alien,1.654337763786316
topic:1,1.653275728225708
bow:thing,1.6525988578796387
mnum:motion,1.643248438835144
mnum:insight,1.6131924390792847
bow:policy,1.560201644897461
topic:7,1.5448330640792847
mnum:quant,1.530157446861267
mnum:adverb,1.5212807655334473
mnum:tentat,1.4462515115737915
bow:10,1.392888069152832
bow:12,1.392888069152832
topic:96,1.387125849723816
bow:first,1.3550790548324585
bow:moment,1.2554584741592407
topic:100,1.2087993621826172
mnum:bio,1.2040156126022339
bow:found,1.2002408504486084
topic:154,1.19942045211792
mnum:compare,1.1878595352172852
mnum:affiliation,1.183885931968689
topic:93,1.177742600440979
mnum:pronoun,1.1725670099258423
topic:149,1.1691734790802002
bow:world,1.1338149309158325
mnum:friend,1.1260095834732056
mnum:assent,1.101086139678955
mnum:Tone,1.0824129581451416
bow:really,1.076286792755127
topic:79,1.0734434127807617
bow:true,1.0694427490234375
mnum:space,1.066955804824829
bow:see,1.064894676208496
topic:48,1.0576494932174683
bow:gets,1.0448977947235107
mnum:verb,1.0416460037231445
topic:51,1.0214099884033203
topic:160,1.0016803741455078
mnum:power,0.9998546242713928
mnum:see,0.9789441823959351
mnum:cause,0.9722248911857605
mnum:adj,0.9650962948799133
mnum:money,0.9249209761619568
mnum:relativ,0.9159706234931946
mnum:negemo,0.9081234335899353
bow:next,0.9072210192680359
mnum:drives,0.898540198802948
mnum:percept,0.8875716328620911
mnum:discrep,0.8720374703407288
bow:yes,0.8280670642852783
mnum:Dic,0.8265516757965088
topic:38,0.8055592179298401
topic:92,0.7905950546264648
mnum:cogproc,0.7897630333900452
topic:29,0.7754581570625305
mnum:time,0.772760808467865
topic:58,0.763874888420105
