feature,gain
bow:19,10.513528823852539
topic:181,6.520218372344971
bow:moment,6.033995628356934
topic:37,5.738243579864502
bow:energy,5.645193099975586
topic:165,5.336939811706543
bow:kids,5.04747200012207
topic:120,4.993643760681152
mnum:conj,4.917352676391602
bow:url happy,4.574141979217529
bow:alien,4.5583367347717285
bow:news,4.106696605682373
bow:airport,3.955676317214966
mnum:negate,3.7022974491119385
topic:36,3.634721040725708
bow:hey,3.578165054321289
bow:looks,3.4367990493774414
bow:sign,3.3278000354766846
topic:190,3.277602195739746
mnum:sexual,3.039320707321167
bow:women,2.9857583045959473
user:posting_frequency,2.8835573196411133
bow:could,2.798340082168579
bow:days,2.790196180343628
topic:194,2.745626449584961
topic:87,2.68257474899292
bow:even,2.6603360176086426
bow:last,2.6363108158111572
bow:first,2.5282278060913086
topic:93,2.52553391456604
bow:life,2.5179193019866943
mnum:sad,2.505516290664673
bow:change,2.4436092376708984
mnum:percept,2.415135383605957
topic:189,2.3535866737365723
topic:48,2.2985076904296875
topic:145,2.02419376373291
topic:18,2.0130372047424316
bow:newprofilepic,2.0126938819885254
bow:getting,1.9465233087539673
user:HU_AverageInterval_days,1.9321383237838745
topic:103,1.7614864110946655
mnum:quant,1.7198184728622437
mnum:Authentic,1.7149628400802612
topic:76,1.7047449350357056
bow:away,1.6700315475463867
topic:40,1.6618127822875977
topic:135,1.6015219688415527
mnum:female,1.547352910041809
topic:109,1.5440340042114258
mnum:Dic,1.5190277099609375
bow:full,1.51546311378479
mnum:adverb,1.5141054391860962
mnum:bio,1.4994008541107178
mnum:space,1.4871987104415894
mnum:verb,1.4791178703308105
topic:71,1.4562740325927734
mnum:informal,1.4064764976501465
user:following_count,1.3827886581420898
bow:never,1.3685755729675293
topic:166,1.3547642230987549
topic:105,1.3365634679794312
mnum:motion,1.2944930791854858
mnum:function,1.2914021015167236
mnum:differ,1.286393642425537
bow:newprofilepic url,1.2647141218185425
topic:65,1.2486791610717773
bow:bbc,1.2335420846939087
bow:run,1.2113149166107178
bow:work,1.202500581741333
topic:126,1.1874148845672607
bow:truth,1.182657241821289
bow:year,1.1640515327453613
topic:96,1.1136107444763184
topic:195,1.0823887586593628
bow:found,1.0694957971572876
mnum:see,1.0637210607528687
topic:24,1.0612901449203491
bow:good,1.0484530925750732
topic:50,1.0163087844848633
mnum:affiliation,1.0121345520019531
topic:102,1.0019330978393555
topic:39,0.9962948560714722
topic:164,0.9362196922302246
topic:92,0.9084476232528687
bow:usr usr,0.8997156023979187
topic:199,0.8978706002235413
bow:thought,0.8936545252799988
mnum:Analytic,0.8802688121795654
mnum:focusfuture,0.8668707609176636
mnum:anx,0.8649486899375916
topic:70,0.8633443117141724
topic:41,0.8567724823951721
mnum:health,0.8454763293266296
mnum:focuspresent,0.8442066311836243
topic:68,0.834034264087677
topic:149,0.8333489894866943
user:U_AccountAge_days,0.8230188488960266
bow:power,0.7994938492774963
mnum:drives,0.7648882269859314
