feature,gain
bow:taking,5.05556058883667
topic:63,5.000457763671875
bow:said,4.389910697937012
topic:15,4.153794288635254
bow:students,3.987715005874634
topic:110,3.7425098419189453
topic:123,3.6776881217956543
bow:things,3.4928064346313477
topic:177,3.4332921504974365
bow:long,3.358581304550171
mnum:assent,3.1434550285339355
topic:128,3.0090270042419434
bow:days,2.9591500759124756
bow:follow,2.836272716522217
bow:women,2.8117849826812744
bow:much,2.637258529663086
topic:179,2.5596749782562256
bow:last,2.4399051666259766
topic:72,2.427997589111328
topic:67,2.3847298622131348
topic:59,2.250039577484131
mnum:female,2.2081210613250732
bow:happy,2.1415023803710938
topic:42,2.132704973220825
mnum:WC,2.0956103801727295
bow:night,2.0883536338806152
topic:79,2.063732147216797
bow:another,1.9876599311828613
mnum:work,1.9474481344223022
topic:48,1.9414453506469727
bow:getting,1.905432939529419
mnum:Authentic,1.827652096748352
mnum:risk,1.8237444162368774
bow:right,1.8115121126174927
mnum:reward,1.743285059928894
bow:gets,1.6766961812973022
topic:155,1.6754660606384277
topic:1,1.6226792335510254
topic:105,1.5957233905792236
mnum:home,1.5800440311431885
mnum:relativ,1.5796515941619873
bow:would,1.5688859224319458
mnum:space,1.5663238763809204
user:posting_frequency,1.5068562030792236
topic:76,1.4993568658828735
topic:154,1.4844334125518799
mnum:auxverb,1.4770901203155518
user:retweet_ratio,1.4113273620605469
topic:120,1.4094871282577515
mnum:quant,1.4074177742004395
bow:trump,1.3868646621704102
topic:196,1.384996771812439
topic:189,1.3651455640792847
bow:found,1.3531193733215332
mnum:affiliation,1.3019793033599854
user:U_AccountAge_days,1.2845855951309204
mnum:Dic,1.2520678043365479
user:retweet_count,1.248547077178955
bow:never,1.2360649108886719
bow:back,1.2060017585754395
mnum:certain,1.1999160051345825
mnum:we,1.197927474975586
mnum:informal,1.1947003602981567
mnum:body,1.184238076210022
topic:39,1.182963252067566
bow:first,1.1790775060653687
topic:199,1.1744577884674072
bow:really,1.1730622053146362
topic:36,1.1314904689788818
topic:166,1.1296606063842773
mnum:feel,1.1271713972091675
bow:going,1.104834794998169
topic:23,1.055037021636963
topic:129,1.0425454378128052
topic:68,1.0409890413284302
mnum:netspeak,1.03006112575531
bow:world,1.0002988576889038
mnum:Tone,0.9961583018302917
mnum:male,0.9737992286682129
bow:please,0.9711437225341797
mnum:sad,0.9546124339103699
topic:163,0.927879273891449
mnum:achieve,0.916085422039032
mnum:time,0.9052497744560242
bow:think,0.9049291610717773
mnum:negate,0.8782688975334167
topic:164,0.8754690885543823
topic:149,0.8724319338798523
mnum:cause,0.86323082447052
topic:75,0.849013090133667
topic:182,0.8303418755531311
mnum:social,0.8248835206031799
mnum:cogproc,0.824543297290802
topic:92,0.8192931413650513
mnum:Sixltr,0.8187782168388367
bow:life,0.8016964197158813
mnum:friend,0.7896007299423218
mnum:ingest,0.7679895162582397
mnum:drives,0.7598133087158203
mnum:discrep,0.7463408708572388
