feature,gain_mean,gain_std
topic:166,1.1262898743152618,0.43784333654554436
bow:amp,1.1256041526794434,0.0
mnum:see,1.1216267347335815,0.19115578513055853
topic:58,1.1129457553227742,0.6372445524345186
topic:100,1.1087287664413452,0.14152119369206212
topic:154,1.0975303053855896,0.38906555317430175
mnum:Dic,1.0846499502658844,1.0572635871785852
bow:true,1.0694427490234375,0.0
bow:see,1.064894676208496,0.0
mnum:focusfuture,1.0587814211845399,0.6108561979990158
topic:164,1.0402927696704865,0.9234488726696347
bow:url newprofilepic,1.025735855102539,0.0
topic:135,1.0219227820634842,0.9769024701854723
bow:show,1.0188922882080078,0.0
topic:139,1.0186320543289185,0.0
mnum:certain,1.014721119403839,0.4874876215829627
mnum:negate,1.0023545225461323,0.5770817056689915
topic:182,1.001292606194814,1.2251598203417218
mnum:percept,0.9944046854972839,0.4351042862750614
mnum:anger,0.9784084796905518,0.6746348437197668
topic:65,0.9751611351966858,0.6475636523653879
mnum:quant,0.9735741138458252,0.493915918448272
mnum:pronoun,0.9638130128383636,0.43236057300189346
mnum:home,0.9619751423597336,0.5879742037560002
mnum:tentat,0.948417317867279,0.3777634149172082
bow:happy,0.9481310173869133,0.854587200637787
mnum:leisure,0.9479928195476532,0.8746810412557213
mnum:informal,0.9387945413589478,0.49796207345541826
mnum:verb,0.9343983292579651,0.2240032102871318
bow:news,0.933521494269371,0.44883233207117224
mnum:friend,0.9281425327062607,0.5097845063230879
mnum:relativ,0.9254823684692383,0.13502589784031477
bow:world,0.921130100886027,0.2675303991599306
topic:107,0.9168937385082245,1.1327563372032505
mnum:compare,0.9111582994461059,0.31626911135917574
topic:133,0.9102945029735565,0.17935689522778486
topic:93,0.9099715828895569,0.4700842735439428
bow:help,0.9081467092037201,0.7940453193929398
mnum:affect,0.9046257376670838,0.7209839415918678
topic:155,0.9011561125516891,0.5451953174531836
mnum:affiliation,0.8915970921516418,0.2435572953590815
topic:108,0.8908491730690002,0.5280587922236586
mnum:family,0.8800203303496043,0.7118698086191478
mnum:assent,0.8757787823677063,0.36089350088456906
mnum:WPS,0.8612317204475403,0.8577949785940435
bow:everyone,0.8600153128306071,0.8020182632971027
mnum:insight,0.859740537405014,0.49019760941613233
topic:3,0.8555178582668305,0.7404513676748044
bow:last,0.8538287281990051,0.541813595406437
mnum:Authentic,0.8492607593536377,0.2252508015926589
mnum:achieve,0.8478526890277862,0.9441089203260501
topic:160,0.8365328311920166,0.23355389503742052
topic:18,0.835775401443243,0.9390832223861735
bow:use,0.8322391510009766,1.0042796581772222
mnum:discrep,0.8317319035530091,0.1584396621946397
mnum:power,0.8295913517475129,0.3935306662865148
bow:yes,0.8280670642852783,0.0
mnum:adj,0.826581072807312,0.25927424947548894
bow:need,0.8252798616886139,0.8847322718653453
topic:72,0.8159003555774689,0.4184668888676323
topic:1,0.812616103887558,0.4840797506659913
topic:159,0.8050065636634827,0.1643400875317393
mnum:cause,0.8017905533313752,0.2384106193028457
topic:96,0.7976523637771606,0.4039571111686382
topic:195,0.7939717173576355,0.467777737228387
topic:89,0.7813996560871601,0.8859619548085056
mnum:function,0.770903867483139,0.4250258958155363
topic:67,0.7707982957363129,0.6839798360311042
mnum:Tone,0.7683032512664795,0.4354720798867605
topic:76,0.7657263517379761,0.2787172071383743
topic:181,0.7636189808448156,0.8030494434903488
mnum:AllPunc,0.7626142501831055,0.0
mnum:hear,0.7586143881082534,0.5121091389905911
bow:please,0.7423558756709099,0.3578012662305321
topic:51,0.7422841588656107,0.4075362632015663
mnum:netspeak,0.7397297143936157,0.4438822534991282
topic:25,0.7394729256629944,0.1737502986924636
topic:149,0.7359697639942169,0.6887542487255108
bow:years,0.728927493095398,0.0
topic:37,0.7152842581272125,0.4375530740152582
bow:makes,0.7102611064910889,0.3989475694882352
bow:think,0.7030729552110037,0.5566913126619785
bow:school,0.6940436363220215,0.0
topic:68,0.6935820281505585,0.3448502824728483
topic:185,0.6922735750675202,0.2895266151702651
mnum:ppron,0.6871630907058716,0.4149729356822291
topic:15,0.6855871915817261,0.5673399276972122
mnum:drives,0.6803862631320954,0.16986696645293337
mnum:focuspresent,0.6794622600078583,0.36388621137334953
mnum:focuspast,0.6734291851520539,0.1835578356855454
mnum:you,0.6725261211395264,0.0
topic:55,0.6637731790542603,0.0
topic:79,0.6598660051822662,0.5848867789168979
topic:111,0.6589368343353271,0.22737399541712272
mnum:body,0.6525518149137497,0.8786946298805168
topic:50,0.6504472017288208,0.24206560437977118
topic:184,0.645291805267334,0.3024351921706481
mnum:motion,0.6373422741889954,0.5982151365233509
bow:us,0.617551177740097,0.10324512367886053
topic:34,0.6138797998428345,0.44909682671082185
topic:176,0.6138021647930145,0.25220459199991585
mnum:health,0.606431034207344,0.3650197359510107
mnum:cogproc,0.5999629259109497,0.17819526847148048
mnum:OtherP,0.5966810584068298,0.0
mnum:reward,0.5905059069395066,0.39390330572744675
mnum:negemo,0.5853900611400604,0.3781957846834278
mnum:differ,0.5845950096845627,0.49728543960484245
topic:39,0.5711089769999186,0.5563745728322486
mnum:auxverb,0.5526799485087395,0.41082933033800195
topic:29,0.5525880008935928,0.20644641243754988
topic:190,0.5487545728683472,0.5084820025588334
mnum:time,0.5474962413311004,0.20536495071115068
topic:92,0.5428389698266983,0.28138290772053354
mnum:swear,0.5375226810574532,0.5833160894822061
mnum:work,0.5307923316955566,0.17632023638079408
mnum:prep,0.5294144511222839,0.2300020965468424
mnum:Analytic,0.5182194948196411,0.2411529022146528
mnum:sad,0.51545749604702,0.31681092318191306
mnum:Clout,0.5121238622814417,0.33800281037334484
topic:83,0.5120798945426941,0.11962835208124037
topic:27,0.5089154422283173,0.3182259943077588
topic:40,0.5084008276462555,0.2248052294139165
topic:44,0.5083366632461548,0.0
bow:set,0.5066719055175781,0.0
topic:70,0.5054164409637452,0.1200896656265983
topic:126,0.49319783598184586,0.3488610807969588
topic:91,0.4912794927755992,0.36954710082569764
topic:163,0.486818328499794,0.24961114889707073
mnum:relig,0.48614758253097534,0.22768791726140167
mnum:we,0.479031503200531,0.31720392538875025
mnum:Sixltr,0.46987463235855104,0.14019875781127566
mnum:social,0.46883862614631655,0.17165189250457757
mnum:number,0.46090459227561953,0.12512603012475784
bow:love,0.44029786189397174,0.10938459374493882
bow:got,0.42987343668937683,0.14249356918400155
bow:want,0.4291391670703888,0.2209271628388903
topic:117,0.4284411668777466,0.0
bow:come,0.426926851272583,0.0
bow:worth,0.4155759811401367,0.0
mnum:money,0.4141579449176788,0.32135010368572514
topic:156,0.4006144404411316,0.0
bow:go,0.3963497579097748,0.0
mnum:ingest,0.3806135967373848,0.22859698980626283
mnum:male,0.3668660782277584,0.253110574762571
mnum:WC,0.35090452432632446,0.18230275986724853
topic:20,0.349496066570282,0.0
topic:31,0.34453898668289185,0.08028683828070587
mnum:ipron,0.3393296718597412,0.21172942010387852
topic:127,0.32910119493802387,0.06991012173695839
bow:twitter,0.3252183198928833,0.3319672920725402
mnum:posemo,0.32456464767456056,0.1221049718922863
topic:103,0.32388582825660706,0.0
topic:161,0.31665128841996193,0.1431102431146128
bow:country,0.30350446701049805,0.0
mnum:sexual,0.25203244388103485,0.13481392314661417
topic:131,0.2502474784851074,0.1754819441103822
topic:56,0.18633420765399933,0.12961676147090243
bow:end,0.1404557228088379,0.0
topic:153,0.11701011657714844,0.0
topic:99,0.10671535134315491,0.1166795461518016
