feature,gain
bow:seeing,9.532299041748047
mnum:relig,5.7512102127075195
topic:38,5.724848747253418
bow:baby,5.5965471267700195
topic:67,5.295976638793945
topic:51,5.057295322418213
bow:2019,4.88726282119751
bow:gets,4.702792167663574
bow:york,4.598135948181152
mnum:female,4.504347801208496
bow:things,4.406918048858643
mnum:certain,4.368051528930664
topic:177,4.11221981048584
bow:world,4.036369800567627
mnum:auxverb,3.7534639835357666
bow:really,3.6809496879577637
bow:let,3.633805274963379
bow:sad,3.583231210708618
topic:189,3.552635431289673
topic:7,3.5126867294311523
bow:need,3.430345296859741
bow:could,3.4223015308380127
topic:196,3.217254161834717
mnum:ingest,3.002467632293701
mnum:space,2.9801025390625
topic:166,2.812397003173828
bow:another,2.7997336387634277
bow:found,2.690037727355957
bow:se,2.634227752685547
bow:keep,2.630314826965332
bow:sign,2.6276111602783203
bow:truth,2.505340337753296
bow:friends,2.3795032501220703
bow:link,2.367189407348633
topic:36,2.2900218963623047
mnum:risk,2.183603525161743
mnum:male,2.1606063842773438
user:U_AccountAge_days,2.1204028129577637
user:posting_frequency,2.088495969772339
topic:185,2.058614492416382
bow:father,2.0585925579071045
topic:58,2.0506796836853027
topic:39,1.9608922004699707
topic:96,1.959520936012268
mnum:leisure,1.885894536972046
topic:155,1.7577266693115234
topic:199,1.7158786058425903
mnum:function,1.6971250772476196
bow:news,1.5642703771591187
topic:135,1.5425292253494263
bow:know,1.5263439416885376
bow:love,1.475509762763977
bow:first,1.4467883110046387
topic:68,1.4396857023239136
mnum:body,1.4260660409927368
user:HU_AverageInterval_days,1.425741195678711
mnum:focusfuture,1.4213156700134277
user:retweet_ratio,1.40618097782135
mnum:cause,1.4024320840835571
topic:108,1.362165927886963
bow:free,1.2666351795196533
mnum:power,1.2643519639968872
mnum:informal,1.2510536909103394
topic:176,1.220719337463379
topic:3,1.19841730594635
mnum:health,1.1676088571548462
bow:long,1.1601405143737793
mnum:achieve,1.151454210281372
topic:146,1.131661057472229
topic:107,1.0737944841384888
mnum:discrep,1.0610021352767944
topic:129,1.0553375482559204
mnum:work,1.0528366565704346
topic:149,1.009665846824646
mnum:Sixltr,0.9944490790367126
topic:15,0.9759206771850586
mnum:motion,0.923445463180542
topic:120,0.9214630722999573
topic:61,0.9184683561325073
topic:87,0.9008923172950745
mnum:relativ,0.8982248902320862
mnum:affiliation,0.8884852528572083
user:followers_count,0.8793327808380127
mnum:verb,0.8755751252174377
mnum:pronoun,0.8691155910491943
bow:getting,0.8551464080810547
mnum:cogproc,0.843357264995575
topic:116,0.8378462195396423
mnum:drives,0.8330194354057312
topic:91,0.8288946151733398
topic:179,0.8257713317871094
mnum:number,0.8176749348640442
mnum:see,0.7939731478691101
user:following_count,0.7567740082740784
mnum:Analytic,0.7545595765113831
topic:126,0.7227556109428406
user:retweet_count,0.721558690071106
mnum:we,0.7152713537216187
mnum:Dic,0.7118167281150818
bow:want,0.7048212885856628
