feature,gain
bow:successful,10.766292572021484
topic:42,9.394786834716797
topic:109,8.35658073425293
bow:experience,6.9470672607421875
bow:students,6.3525800704956055
bow:getting,4.697198867797852
bow:july,4.339750289916992
bow:days,4.2168755531311035
bow:run,4.1416215896606445
bow:care,4.140500545501709
bow:brilliant,4.054719924926758
mnum:risk,3.9205093383789062
topic:54,3.874070167541504
bow:gets,3.8703818321228027
bow:talk,3.410245895385742
mnum:bio,3.4072225093841553
bow:better,3.073920726776123
bow:url check,2.876358985900879
bow:usr usr,2.820485830307007
bow:party,2.7825889587402344
bow:things,2.704493522644043
topic:98,2.6143674850463867
topic:30,2.530674457550049
topic:170,2.5009632110595703
bow:network,2.4178740978240967
topic:182,2.4088220596313477
mnum:space,2.394143581390381
bow:morning,2.2548749446868896
bow:call,2.199676990509033
topic:21,2.1994454860687256
mnum:adverb,2.1888256072998047
topic:18,2.1773359775543213
bow:could,2.121626138687134
topic:173,2.096517562866211
mnum:affect,2.092794179916382
mnum:anx,2.0294456481933594
bow:everything,1.957974910736084
bow:cup,1.9377050399780273
bow:heart,1.929994821548462
topic:145,1.793133020401001
topic:196,1.7053701877593994
topic:113,1.7007354497909546
topic:85,1.6955450773239136
bow:women,1.6802772283554077
topic:75,1.671086311340332
bow:found,1.6149884462356567
bow:news,1.5817077159881592
topic:93,1.5742998123168945
mnum:certain,1.5460238456726074
topic:155,1.5460023880004883
mnum:pronoun,1.5375750064849854
topic:199,1.5351977348327637
mnum:anger,1.5042585134506226
bow:without,1.4648003578186035
topic:63,1.457848072052002
topic:65,1.4330577850341797
mnum:power,1.3984107971191406
topic:87,1.3870904445648193
topic:38,1.3862160444259644
topic:15,1.3857057094573975
mnum:home,1.3534432649612427
mnum:assent,1.3230259418487549
bow:truth,1.3199689388275146
topic:48,1.2910819053649902
bow:fire,1.2837895154953003
mnum:see,1.2824643850326538
bow:still,1.240029215812683
topic:129,1.2247750759124756
mnum:Authentic,1.1985702514648438
mnum:female,1.1890692710876465
mnum:swear,1.1858558654785156
topic:116,1.1817547082901
mnum:percept,1.1817280054092407
mnum:quant,1.1223442554473877
mnum:focuspresent,1.1216355562210083
topic:7,1.1001800298690796
topic:184,1.0889860391616821
mnum:cause,1.0791490077972412
mnum:relativ,1.0681830644607544
bow:url newprofilepic,1.025735855102539
topic:139,1.0186320543289185
topic:37,1.0062702894210815
bow:made,1.0033756494522095
topic:36,0.9973689913749695
bow:makes,0.9923596382141113
bow:good,0.9526724815368652
mnum:insight,0.9452618956565857
mnum:verb,0.9269461035728455
topic:154,0.9175677299499512
topic:3,0.9107642769813538
topic:76,0.8745511770248413
mnum:function,0.8394880890846252
mnum:compare,0.8301211595535278
mnum:adj,0.8297277688980103
mnum:affiliation,0.8116230964660645
topic:146,0.7674376964569092
mnum:focusfuture,0.7530247569084167
mnum:Clout,0.7471489310264587
mnum:work,0.733997106552124
mnum:discrep,0.7101452946662903
