feature,gain
bow:full,9.928330421447754
bow:father,6.9504499435424805
bow:home,6.909239768981934
bow:run,6.091561794281006
bow:york,5.868864059448242
bow:old,5.631752967834473
bow:left,5.183035850524902
bow:case,5.087425231933594
topic:194,5.047060012817383
bow:came,4.551084518432617
topic:120,3.7679941654205322
bow:sign,3.7154946327209473
bow:days,3.688243865966797
topic:88,3.6066160202026367
bow:let,3.3918018341064453
bow:know,3.237847328186035
bow:every,3.2011945247650146
bow:born,3.069220542907715
bow:found,3.0646426677703857
topic:109,2.9653613567352295
topic:71,2.7960333824157715
bow:done,2.55375599861145
mnum:achieve,2.5305094718933105
bow:nasa,2.4264421463012695
bow:brothers,2.3682355880737305
bow:taking,2.331383466720581
bow:night,2.2530786991119385
topic:170,2.24055552482605
bow:stand,2.163235664367676
mnum:focusfuture,2.10374116897583
bow:good,2.0415196418762207
bow:story,2.017441749572754
mnum:space,2.016087770462036
mnum:body,1.9530024528503418
topic:129,1.9334713220596313
bow:today,1.926460862159729
mnum:anger,1.8881980180740356
topic:48,1.8856055736541748
bow:latest,1.834268569946289
topic:189,1.811989188194275
mnum:anx,1.7973487377166748
mnum:WPS,1.7408500909805298
topic:154,1.7247995138168335
mnum:female,1.7139495611190796
mnum:percept,1.6528536081314087
bow:son,1.6219286918640137
topic:116,1.6110498905181885
topic:75,1.6046757698059082
mnum:friend,1.5538229942321777
bow:use,1.5423721075057983
mnum:home,1.5257313251495361
topic:105,1.495690941810608
topic:87,1.4875481128692627
bow:need,1.4508800506591797
bow:women,1.4381264448165894
bow:last,1.4252166748046875
bow:late,1.4230644702911377
bow:job,1.4194632768630981
topic:199,1.3883018493652344
bow:beautiful,1.3860363960266113
mnum:hear,1.3592283725738525
mnum:Tone,1.3515750169754028
bow:think,1.3250813484191895
topic:37,1.316758155822754
topic:195,1.3085567951202393
bow:wow,1.2634774446487427
topic:72,1.2577128410339355
topic:67,1.2544450759887695
bow:please,1.2485675811767578
mnum:reward,1.2300745248794556
topic:196,1.2092881202697754
mnum:nonflu,1.1927586793899536
mnum:adj,1.1690095663070679
bow:truth,1.1344518661499023
bow:never,1.124491810798645
topic:146,1.1203237771987915
topic:68,1.1112744808197021
topic:133,1.0859360694885254
mnum:tentat,1.0672129392623901
mnum:relativ,1.0568491220474243
mnum:see,1.0268948078155518
bow:world,1.0088144540786743
topic:50,1.0034185647964478
mnum:pronoun,0.9960666298866272
bow:water,0.9738425016403198
topic:113,0.9702813625335693
mnum:leisure,0.9613540768623352
topic:51,0.9308254718780518
mnum:negemo,0.9176161289215088
topic:190,0.9083056449890137
mnum:discrep,0.9051507115364075
mnum:insight,0.8935982584953308
topic:63,0.8935624957084656
mnum:focuspast,0.8850637674331665
mnum:compare,0.8700406551361084
topic:185,0.866531491279602
topic:27,0.8413348197937012
mnum:informal,0.8379533290863037
topic:111,0.8376249074935913
bow:life,0.829989492893219
