feature,gain
bow:father,8.427924156188965
bow:full,7.669971466064453
bow:every,4.670613765716553
topic:161,4.574650764465332
topic:78,4.411638259887695
bow:night,4.405817031860352
bow:amp,4.18772029876709
mnum:achieve,4.131380081176758
bow:check,3.733582019805908
topic:200,3.6572861671447754
mnum:anx,3.6245150566101074
bow:morning,3.39180850982666
bow:tomorrow,3.3341188430786133
topic:48,3.3081138134002686
bow:sign,3.165517807006836
bow:call,3.003136157989502
bow:days,2.9467074871063232
topic:55,2.804701805114746
topic:103,2.6524345874786377
bow:good,2.6190555095672607
bow:done,2.6012651920318604
topic:113,2.5712194442749023
bow:put,2.474356174468994
bow:women,2.4516756534576416
bow:help,2.3839240074157715
bow:wow,2.3750240802764893
bow:found,2.1901774406433105
bow:let,2.0244131088256836
mnum:risk,1.991114616394043
bow:think,1.9875885248184204
bow:use,1.830062985420227
bow:thought,1.8128852844238281
topic:199,1.784528374671936
topic:128,1.7598669528961182
bow:truth,1.690043330192566
mnum:home,1.6759727001190186
bow:getting,1.6601264476776123
topic:83,1.6590628623962402
topic:160,1.6391186714172363
topic:195,1.5641170740127563
topic:189,1.4905201196670532
mnum:relativ,1.4497087001800537
topic:38,1.4277046918869019
mnum:space,1.4216128587722778
topic:133,1.420249581336975
mnum:tentat,1.416359305381775
bow:free,1.3794832229614258
topic:34,1.3785693645477295
mnum:assent,1.3700528144836426
topic:36,1.3638272285461426
mnum:female,1.3314566612243652
user:followers_count,1.2956782579421997
topic:27,1.2674691677093506
mnum:quant,1.2626324892044067
topic:185,1.2547086477279663
mnum:percept,1.2383813858032227
mnum:motion,1.2284892797470093
topic:194,1.2173197269439697
bow:news,1.204205870628357
mnum:time,1.1987762451171875
mnum:conj,1.1862465143203735
mnum:compare,1.1847175359725952
bow:run,1.1741969585418701
topic:72,1.1595313549041748
topic:68,1.1470491886138916
user:HU_AverageInterval_days,1.1454510688781738
topic:120,1.140006422996521
bow:big,1.1240103244781494
mnum:Tone,1.0869872570037842
topic:129,1.0767890214920044
topic:154,1.072693943977356
mnum:affiliation,1.0652486085891724
bow:take,1.0587376356124878
mnum:feel,1.0579438209533691
mnum:leisure,1.0425567626953125
topic:110,1.0255482196807861
mnum:hear,1.0189026594161987
topic:184,1.0122663974761963
topic:126,1.007474660873413
mnum:anger,1.0065255165100098
bow:twitter,0.999286413192749
bow:go,0.9772973656654358
topic:164,0.9705913662910461
bow:happy,0.9423655867576599
bow:school,0.9418210983276367
user:posting_frequency,0.9232558012008667
mnum:certain,0.9038823246955872
topic:79,0.8628073930740356
mnum:Analytic,0.8531871438026428
mnum:auxverb,0.8372276425361633
topic:87,0.8293325901031494
mnum:informal,0.8029764890670776
bow:world,0.7971974015235901
mnum:focuspast,0.7966732978820801
mnum:discrep,0.7913255095481873
topic:37,0.7886425852775574
bow:great,0.7768522500991821
bow:really,0.7768007516860962
mnum:focusfuture,0.7542397379875183
mnum:negemo,0.7509602904319763
