feature,gain_mean,gain_std
HU_TweetNum,3.163959503173828,2.62660387050608
posting_frequency,0.9251083731651306,0.22385836813257667
HU_AverageInterval_days,0.7313744187355041,0.224352096186066
HU_TweetPercent_Retweet,0.7130277991294861,0.06275385463091188
retweet_count,0.6740747094154358,0.07546437262117324
U_AccountAge_days,0.6649939179420471,0.1490443266579616
retweet_ratio,0.6527921080589294,0.04124516792207877
following_count,0.6162495732307434,0.1548167590715098
followers_count,0.5989868223667145,0.11410398618541542
U_FolloweeNumDay,0.524184501171112,0.08498906210370834
