feature,gain
posting_frequency,0.7380803227424622
HU_TweetPercent_Retweet,0.7148160934448242
retweet_ratio,0.6075126528739929
retweet_count,0.5753263235092163
followers_count,0.5375427007675171
U_AccountAge_days,0.46622925996780396
HU_AverageInterval_days,0.4536593556404114
U_FolloweeNumDay,0.43826448917388916
following_count,0.39077115058898926
