feature,abs_coef
topic:1,3.7664797538328374
topic:76,2.913203510375164
topic:71,2.6482420421490147
topic:42,2.245811316977661
topic:16,2.1178556948793164
mnum:space,2.106682107086109
mnum:Sixltr,2.079023479994257
mnum:ipron,2.0090241041346975
topic:11,1.8523056076489797
topic:123,1.7512364310355575
topic:196,1.715854550749453
mnum:affiliation,1.515987700407999
mnum:tentat,1.5051884311548318
topic:152,1.4600527584537568
topic:33,1.4594516046743562
topic:67,1.3438627739792608
topic:39,1.3360097283269048
topic:162,1.2904036175061497
topic:53,1.270326997384183
topic:126,1.2315373191246881
mnum:prep,1.199777669978173
topic:132,1.1581042010384373
mnum:posemo,1.157911257116909
topic:99,1.1383640314331747
mnum:cogproc,1.1248192914023523
topic:78,1.1040939195923063
topic:18,1.0705112183581174
topic:105,1.0600234597375258
topic:32,1.0505962164352705
topic:107,1.0467130095210473
topic:44,1.0338093247368974
topic:145,1.027765352476939
topic:83,1.022303955204433
topic:65,0.987199821464363
topic:73,0.9812107448303966
topic:38,0.9614971357576344
topic:52,0.9424698232770258
mnum:affect,0.9041146784268327
topic:95,0.8869544922853847
topic:60,0.8706972257938146
mnum:Analytic,0.8638882694168016
topic:184,0.8432881693241255
mnum:nonflu,0.8310178069486881
topic:193,0.8306094421030735
topic:154,0.8229114704500138
mnum:informal,0.8089299102101812
topic:90,0.7799763863291547
topic:31,0.7787729908957159
topic:97,0.7656161743886198
topic:179,0.7432465375484891
topic:176,0.7421423835245384
topic:121,0.7220026658510239
mnum:cause,0.7185216755935669
topic:129,0.7169574159913569
topic:8,0.7110101958736552
topic:92,0.6790843411990976
topic:79,0.6741737615256848
topic:169,0.6549074296831753
mnum:insight,0.641073482528793
mnum:body,0.6086889629430644
mnum:discrep,0.5939142157309316
topic:28,0.5693312696405511
topic:165,0.5578647634709031
topic:72,0.556538807991583
topic:177,0.5293294800531986
mnum:death,0.5151939590105648
topic:128,0.5092934228865825
topic:5,0.49896358577233857
topic:118,0.49506544539648095
mnum:swear,0.4653447363735808
mnum:anx,0.46118156438096714
mnum:bio,0.45809466234995033
topic:22,0.4563472251191108
topic:84,0.45515748946496076
topic:146,0.4142435123345906
topic:103,0.41026427924017955
topic:48,0.4057790686133911
topic:157,0.4043517543330102
mnum:Tone,0.40160551319158433
topic:115,0.399335269283167
topic:111,0.3836861948769279
topic:54,0.35398676080041913
topic:26,0.35280679894018085
topic:40,0.3512574218936548
topic:189,0.34550847118284345
mnum:filler,0.34518308833506006
topic:57,0.33457627572152765
topic:108,0.27720990078130675
mnum:feel,0.27299505336855767
topic:166,0.2689849602968693
topic:130,0.26584123506631635
topic:29,0.2587968602651431
topic:141,0.2533906771011193
topic:81,0.24792065918440948
topic:109,0.2462796381904009
topic:100,0.23320061028993094
mnum:OtherP,0.22638829855632372
topic:89,0.22154196988480232
mnum:AllPunc,0.1985796982774158
topic:49,0.1957524458058464
