feature,abs_coef
posting_frequency,1.885878611685103
U_ListedNumDay,1.7766392208344306
retweet_ratio,1.6466998442844614
U_ListedNum,1.15858883189158
verified,1.0416890633946903
HU_TweetPercent_Original,1.0188301903159505
U_AccountAge_days,0.8420446821272253
U_FollowerNumDay,0.778857269530306
retweet_count,0.6853046669281431
follower_to_followee_ratio,0.6643306333304569
HU_TweetPercent_Retweet,0.6063857622486952
following_count,0.40576651117984314
total_posts,0.22151269867957488
U_ProfileUrl,0.06230331142828196
U_FolloweeNumDay,0.030256421895063258
HU_AverageInterval_days,0.016111419608554133
HU_TweetNum,0.012536628306276287
U_TweetNumDay,0.0
followers_count,0.0
