feature,abs_coef
bow:care,21.168930094479215
bow:power,19.532764870670576
bow:tweet,18.857547436052684
bow:gets,18.57136524367752
bow:al,16.685071260894052
bow:un,14.421308314282847
bow:hours,13.742861915634263
bow:weekend,12.814026472841023
bow:boy,12.507547019040372
bow:test,11.827272988473982
bow:action,11.801384249391303
bow:ask,11.70654127659965
bow:bc,11.62067235721552
bow:friends,11.47150964171866
bow:30,11.260780939194781
bow:die,11.195891007475264
bow:park,10.836783697677888
bow:truth,10.800416837605708
bow:12,10.778910129306551
bow:deep,10.630623698529952
bow:peace,10.605379462839286
bow:mean,10.575638808959452
bow:dream,10.407501850734771
bow:drink,10.073930634811449
bow:bad,10.019464546265997
bow:tv,9.84086965677446
bow:house,9.747833303359226
bow:office,9.620034009407043
bow:news,9.601195106842516
bow:18,9.585961581184597
bow:please,9.41335677359005
bow:weather,9.41146053370581
bow:1st,9.410947948357448
bow:alien,9.1744532351594
bow:politics,9.095809789707797
bow:non,8.918179423800227
bow:shame,8.733694937765504
bow:win,8.286741683332385
bow:reality,8.228088251374501
bow:might,8.193327718553142
bow:feel,8.065728028162843
bow:book,8.00363228239451
bow:min,7.921775776782495
bow:united,7.880025562654034
bow:beauty,7.823687880881217
bow:comes,7.79556936475512
bow:liked,7.581990893237477
bow:seen,7.498083377112845
bow:dirty,7.251882031914755
bow:russia,7.213972491594387
bow:call,7.157678417361552
bow:media,7.026479592955031
bow:lie,6.942123276370846
bow:best,6.926315503843356
bow:mark,6.897032645576555
bow:move,6.848418537265079
bow:watch,6.719865129894997
bow:pretty,6.666098695696785
bow:52,6.466138250959007
bow:check,6.371323049146666
bow:original,6.36277939914364
bow:vote,6.336603889389631
bow:around,6.32152326738249
bow:eu,6.318784588923333
bow:2010,6.251972042884535
bow:blue,6.170577116978572
bow:make,6.038272267189226
bow:thank,6.030066892011473
bow:account,6.011338896309743
bow:2018,5.94998930788791
bow:army,5.934318228324839
bow:mars,5.901568347686812
bow:every,5.847582781453884
bow:holy,5.813406397482913
bow:story,5.797375331537077
bow:newprofilepic,5.771386092615039
bow:london,5.675532260077074
bow:taking,5.671874861545129
bow:find,5.643897601110291
bow:night,5.579338589073605
bow:face,5.54555203191263
bow:days,5.467361605533473
bow:said,5.4190216835269895
bow:plan,5.34639087681826
bow:crazy,5.324720598934424
bow:american,5.309991882471166
bow:forget,5.243100132141647
bow:question,5.218628098068538
bow:rest,5.076136275929007
bow:something,4.965780713805116
bow:uk,4.930173744932218
bow:instead,4.9014815141393715
bow:kill,4.873655716163472
bow:problems,4.859913888567175
bow:ones,4.85075506089245
bow:paul,4.784436678129481
bow:fun,4.759092458292358
bow:bbc,4.727448017807518
bow:need,4.701575515102072
bow:save,4.700576017162262
