feature,abs_coef
topic:42,0.8955842348418921
topic:123,0.8905490477404829
topic:176,0.7569934384320652
topic:138,0.7303548134651288
mnum:leisure,0.716381848417788
topic:32,0.7075323516191673
mnum:Sixltr,0.6829590000390283
topic:95,0.6702416967326724
topic:19,0.6683098228469093
user:verified,0.6637748560482006
topic:89,0.6387039693436407
topic:185,0.6313862230266204
topic:37,0.6290475670640074
topic:161,0.623330446985936
topic:41,0.6135495806184564
mnum:anx,0.6078899965117889
user:HU_TweetPercent_Retweet,0.5891370111147415
user:HU_TweetPercent_Original,0.5891370111147411
mnum:risk,0.586297490962263
topic:59,0.5728560154293864
mnum:home,0.5702642399842773
topic:162,0.5576346891492446
user:HU_AverageInterval_days,0.5557124386913601
user:posting_frequency,0.5379880054542634
mnum:filler,0.5376775600771757
topic:92,0.5322013876272467
user:U_TweetNumDay,0.5279730832994002
topic:190,0.5263245182084002
mnum:death,0.5198496730719527
topic:16,0.5160360278527032
topic:189,0.4900556718321767
topic:180,0.4888112838801323
user:retweet_ratio,0.4878965439379447
mnum:work,0.4852619300267585
topic:187,0.4783817158216242
topic:110,0.4667310929054472
topic:61,0.46273564151197977
mnum:we,0.4542266415419765
mnum:affect,0.4541099446749609
topic:18,0.4482451746998973
topic:75,0.4441971540646231
mnum:focuspast,0.44406619692908755
topic:145,0.43787341989478445
user:retweet_count,0.43650911921477514
topic:58,0.43562255894576724
user:follower_to_followee_ratio,0.4346822306543027
topic:50,0.433575719638436
topic:143,0.4325786854014664
mnum:posemo,0.4314527999788415
topic:33,0.4244298023768685
mnum:space,0.4198865105700673
user:total_posts,0.41668831622210645
topic:91,0.4150484596128931
topic:77,0.41343219451841046
mnum:function,0.40995638532919254
topic:5,0.4092998238719021
mnum:power,0.40295635750643183
mnum:drives,0.3972351836888002
topic:20,0.3960581137724996
user:followers_count,0.3944611716118239
topic:45,0.3931240529385454
topic:113,0.3851362166094578
topic:27,0.38360873978073184
mnum:female,0.3797209876866996
topic:70,0.37734654750081303
topic:87,0.3755859291097523
topic:120,0.3713247888937665
mnum:tentat,0.3677257906052997
topic:72,0.3645945837899854
topic:107,0.3602339647674379
user:U_FollowerNumDay,0.36010259066463285
topic:88,0.35880771325615274
mnum:Clout,0.35815966796141635
topic:118,0.3579228264902215
topic:140,0.3549490797943447
topic:196,0.3530576965705417
topic:53,0.35098697523152844
topic:47,0.35073400256176107
topic:179,0.3498621773842902
topic:156,0.3476533641766074
topic:103,0.3462763068677318
topic:79,0.3433438659996443
mnum:i,0.33999342638613145
mnum:auxverb,0.33815743933562037
topic:7,0.3333635289876472
topic:132,0.33079380944387354
mnum:interrog,0.3292260805957731
topic:62,0.3279746433194562
topic:178,0.32773007107733954
topic:111,0.32772997983204505
topic:36,0.327060465840449
mnum:prep,0.3245746947061029
topic:100,0.32366701096292677
topic:60,0.31820825646132256
topic:4,0.3163310409295473
user:U_ProfileUrl,0.3147712386372846
topic:17,0.3137864667327915
topic:85,0.3130342676183111
mnum:anger,0.31135099206105393
topic:10,0.3104943055875465
