feature,abs_coef
U_ListedNum,1.430868134053116
U_ListedNumDay,1.3945435588364745
posting_frequency,1.3908456582021678
retweet_ratio,0.8110731711836447
verified,0.7908586933741004
HU_AverageInterval_days,0.6283342337430602
U_AccountAge_days,0.4630885718075797
retweet_count,0.4386030411095166
following_count,0.4152576940356482
HU_TweetPercent_Original,0.35824209200013984
total_posts,0.33868777335255057
follower_to_followee_ratio,0.2534805082637286
HU_TweetPercent_Retweet,0.24154734083918433
HU_TweetNum,0.1447756455917384
U_FollowerNumDay,0.09857243362570663
U_ProfileUrl,0.07277236769828851
U_FolloweeNumDay,0.0
U_TweetNumDay,0.0
followers_count,0.0
