feature,abs_coef
bow:full,45.19532826647007
bow:gets,35.6480372355536
bow:alien,32.26919422603331
bow:park,28.051709070595823
bow:india,22.605242230981002
bow:un,19.73734024652366
bow:forever,19.292919371154262
bow:war,18.946634484644655
bow:ha,16.603036520376982
bow:strong,16.26347724124372
bow:trust,15.592103572841117
bow:mid,15.377761811489016
bow:call,15.074597370266114
bow:nobody,14.717668825541606
bow:people,14.356983535848372
bow:york,14.354401334163226
bow:getting,14.123701397096367
bow:myfirsttweet,14.034684014435035
bow:please,14.021045497570437
bow:watch,13.847903100858508
bow:control,13.675116556416272
bow:tv,13.625108267295591
bow:going,13.139924009953692
bow:truth,12.855508885135139
bow:opinion,12.581111769012486
bow:media,12.512913214093238
bow:must,12.138862441614176
bow:seeing,11.997132041106696
bow:beauty,11.75154322123175
bow:thank,11.603151976837193
bow:politics,11.497492088284666
bow:able,11.327750967761304
bow:19,11.005082970877739
bow:use,10.91611012365915
bow:weather,10.831172970355357
bow:game,10.801483108645101
bow:hard,10.063076827303584
bow:green,10.052393459186597
bow:newprofilepic,9.964026676045227
bow:history,9.877955910010346
bow:without,9.77305837395095
bow:nice,9.555284385435867
bow:movie,9.315762734589772
bow:thinking,9.05751533061206
bow:iphone,8.989278951670906
bow:app,8.930919463042946
bow:ko,8.56531272515788
bow:god,8.511481641973626
bow:dead,8.465028514250653
bow:la,8.45852161473187
bow:se,8.403671677088216
bow:june,8.102026537924425
bow:food,8.091460823015927
bow:hope,7.707346298783588
bow:study,7.451195870532718
bow:job,6.791457736309279
bow:free,6.49995215938421
bow:el,6.3747209394129225
bow:season,6.361792104827784
bow:pro,6.252513566504977
bow:hey,5.779802443066357
bow:liked,5.64129970191428
bow:world,5.384760764830197
bow:men,5.151468477174756
bow:anybody,5.123639768838784
bow:support,5.0841393047547765
bow:find,4.948726529406407
bow:take,4.9221854272983006
bow:show,4.9064862258584085
bow:seen,4.874583693338627
bow:new,4.870325672116702
bow:russia,4.788687862675265
bow:want,4.610052111548263
bow:look,4.59623293372396
bow:win,4.578166069363442
bow:photo,4.438114970615618
bow:crazy,4.430301749704889
bow:eat,4.386881541287851
bow:audience,4.362554229076548
bow:hit,4.264514998878074
bow:would,4.184575003651214
bow:need,4.159933179261048
bow:right,4.10510411083108
bow:really,4.057467683259538
bow:day,4.008473830286623
bow:birthday,3.966256705253952
bow:research,3.76552623649385
bow:uk,3.744557603223957
bow:small,3.6926162107549816
bow:woman,3.5843249619416677
bow:called,3.4296311716941323
bow:light,3.4140070983372426
bow:meeting,3.350255280790471
bow:las,3.244675714745721
topic:76,3.178989876048803
bow:us,3.0815695536045427
bow:android,3.060624644470824
bow:stand,2.987537436854796
bow:rt,2.8135493913149414
bow:via,2.8067323319022988
