feature,abs_coef
U_ListedNum,3.6160372454869405
U_ListedNumDay,3.5647067580282186
following_count,2.192782776142254
U_FolloweeNumDay,2.1866756194446917
U_FollowerNumDay,1.8893609572342658
followers_count,1.1705163173329884
verified,1.1053322542180894
retweet_ratio,1.0602746788899853
posting_frequency,0.8158544052442304
HU_TweetPercent_Original,0.6466792598435054
follower_to_followee_ratio,0.5151370518912375
HU_AverageInterval_days,0.4812664830064156
HU_TweetPercent_Retweet,0.32563083314845087
U_AccountAge_days,0.22430438898421873
retweet_count,0.19000868738828505
total_posts,0.13010863393184535
U_ProfileUrl,0.09751670002050204
HU_TweetNum,0.0495432287617187
U_TweetNumDay,0.0
