feature,abs_coef
bow:truth,14.97475351894114
bow:tv,12.764296230479658
bow:free,12.355283300575437
bow:media,11.79675658498698
bow:liked,10.968672120961674
bow:india,8.820122749929173
bow:football,8.471256262786532
bow:please,6.894448674204065
bow:via,5.586845310422576
bow:thank,4.943332669034452
bow:waiting,4.874234283871579
topic:44,4.242998280357803
topic:76,3.296737619605044
mnum:Sixltr,2.6098429533968504
topic:32,2.321941701508461
bow:video,2.138945835205177
topic:19,2.0969065905837456
topic:100,1.987649144597109
topic:171,1.838354618250784
topic:123,1.6473173813601065
topic:39,1.6387370911610464
topic:188,1.6340270929767622
topic:37,1.626035366108761
topic:60,1.5325984950898257
topic:17,1.49561860652201
topic:102,1.4900895362663868
topic:16,1.4419668111435087
topic:11,1.4394975422568308
topic:5,1.4370229519911821
topic:176,1.4312770934307832
bow:ha,1.4109071044326873
topic:25,1.3392733230218472
mnum:death,1.3309306531609333
topic:72,1.3028903115516297
topic:153,1.293035762955805
mnum:discrep,1.2919987227977705
topic:93,1.2567086651645623
topic:141,1.2536163538148795
topic:47,1.2500561483706156
topic:190,1.2266681855941943
topic:168,1.225970390240485
topic:42,1.1900879558839697
topic:179,1.156063574221798
topic:99,1.1279413192515066
topic:101,1.1137027392254095
mnum:quant,1.1060556828545438
topic:71,1.059581328060061
topic:10,1.0524624889392469
topic:87,1.0450364664533558
topic:151,1.0413541502512509
topic:15,1.0196512508337106
topic:28,1.0124273234817265
topic:92,1.0046055905398912
topic:48,0.984765084891168
topic:132,0.9765498823413501
mnum:male,0.9753085390080762
topic:62,0.9723831239616244
mnum:shehe,0.9715286255989608
topic:147,0.9706677865788087
topic:128,0.9458390934875132
topic:64,0.928285676956249
topic:139,0.89390208127284
topic:177,0.890183428143422
topic:49,0.8826752575327063
topic:198,0.8744632819126921
topic:45,0.8725321930114748
mnum:netspeak,0.8699698017994467
topic:6,0.8637911006327188
topic:13,0.8620697518317693
topic:68,0.8309149321214141
topic:79,0.8282725601019811
topic:94,0.819170495014393
topic:75,0.8122933677576508
topic:46,0.8069786016447488
mnum:assent,0.7964018519209977
topic:187,0.7901825083301709
topic:169,0.7870104980174395
mnum:Clout,0.7849525017012184
topic:20,0.7792881533043039
mnum:swear,0.7788349946289189
topic:110,0.7769995180455714
topic:88,0.7745232533646579
topic:12,0.7708817688496864
topic:144,0.7492977060205068
mnum:informal,0.7485465144436305
topic:194,0.744396828543151
topic:78,0.7380644442105478
topic:113,0.7359318518633927
topic:33,0.7358663962715964
topic:181,0.7325836979001329
topic:173,0.7218274526104183
topic:63,0.7182291100316004
topic:29,0.7147045984343361
mnum:OtherP,0.7126745201633925
mnum:number,0.7045728014187543
mnum:filler,0.7013346850718084
topic:22,0.7008000932110452
mnum:focuspast,0.699426556554712
topic:165,0.695484559588616
mnum:you,0.6898807082962825
