feature,abs_coef
topic:192,3.0836725286040103
mnum:space,2.5490448776853305
topic:19,2.5430358435135636
mnum:quant,2.3788766496331024
topic:76,2.3214556054315993
topic:1,2.316281206144353
topic:176,2.004033437889836
mnum:Sixltr,1.9526043128390163
topic:11,1.7147383006235761
topic:123,1.6749707732319707
topic:166,1.661891140131028
topic:70,1.6304495944696213
topic:26,1.6099780888285498
topic:74,1.5884474272484475
topic:95,1.5049744704307702
topic:79,1.4251547020177873
mnum:leisure,1.40204284891348
topic:7,1.3468672682884146
topic:67,1.2986067245770556
topic:185,1.2608830115688896
mnum:relig,1.2368364846335405
mnum:we,1.2023325155745932
mnum:anger,1.1951123438677194
topic:13,1.1103242152738073
topic:80,1.1103115856416956
topic:178,1.096595675470073
mnum:focuspresent,1.0861658683740905
topic:71,1.06923955516837
topic:16,1.0677833572406639
mnum:insight,1.0638251689278182
mnum:swear,1.0442062478095595
topic:56,1.0211243699510575
topic:132,1.012352938895028
topic:93,0.9456484257231255
topic:50,0.9428089683746841
topic:21,0.9339077537768583
topic:177,0.9336167569962109
topic:72,0.9253107365401378
topic:188,0.9109385694645565
topic:191,0.9067814429497717
topic:194,0.9062909631822321
topic:147,0.9042402557898468
topic:171,0.9041284716017827
topic:37,0.8999472541823246
topic:53,0.8957255090918407
mnum:reward,0.8778340465726524
topic:100,0.8407350656050195
topic:151,0.8262510594646704
mnum:home,0.8163369861701989
topic:77,0.8158013137968976
topic:27,0.8072508798019429
topic:152,0.806261468286545
topic:99,0.7225444216904463
topic:29,0.7178899267086409
topic:89,0.7034232901130247
topic:141,0.6897941090071233
topic:18,0.6849678218400841
topic:39,0.6817548260011438
topic:115,0.6574862683435339
mnum:work,0.6557465314755971
topic:111,0.6527320631095102
topic:161,0.6281816021930104
mnum:informal,0.6237988135635828
topic:157,0.614473543806345
topic:14,0.6124682421502105
topic:135,0.6115923758162993
mnum:affiliation,0.604745694377445
topic:129,0.5751987714044137
mnum:WC,0.5698641365071726
topic:145,0.5573090520468373
topic:5,0.556358237909479
mnum:AllPunc,0.546383836304973
topic:63,0.5459812930029362
topic:48,0.5263047631201168
topic:143,0.4980690016944806
mnum:posemo,0.49662967798053564
topic:2,0.4962342750480356
mnum:family,0.49519236543527184
mnum:health,0.4890249779338235
topic:130,0.48847755378388674
mnum:male,0.4847519859202378
topic:140,0.42943305531818055
mnum:ingest,0.4169202499073007
topic:154,0.41517804421652177
topic:10,0.4084346814516205
mnum:OtherP,0.40817771592698016
topic:42,0.4065321791003248
mnum:certain,0.3652400612103999
topic:197,0.35662472740130174
mnum:death,0.3562484218178018
topic:83,0.3516647455755091
topic:196,0.35087195688472617
topic:156,0.3399243923282939
topic:87,0.3380310896242892
topic:9,0.33789841511664553
topic:22,0.33169140789724816
topic:69,0.3050305288306956
topic:168,0.29827276541264885
topic:122,0.2948657434879314
topic:153,0.29430780921259087
