feature,abs_coef_mean,abs_coef_std
topic:54,0.15765732341981248,0.16509077955213808
topic:181,0.1571170856947092,0.32251324189357594
mnum:certain,0.15497103955998984,0.15924409169878134
mnum:Tone,0.1514788451802414,0.1830592778774217
topic:134,0.15138785600652413,0.12501730000580955
mnum:risk,0.1501041002773368,0.1946229735246969
topic:170,0.14506359392274948,0.23933264036401838
bow:join,0.14335316635713657,0.3205474247643933
topic:40,0.1417547984414979,0.19411836600280494
topic:186,0.14154862674844632,0.22082733121239428
mnum:friend,0.13907853549670762,0.2909919876961675
topic:175,0.13674683333064558,0.17464547564755417
bow:around,0.13225780933915304,0.29573745223755277
mnum:family,0.1282811509606149,0.2091606282820623
topic:59,0.12810755529131596,0.20391072101528038
mnum:health,0.12736659424518454,0.20576845542172445
mnum:i,0.12677153154054882,0.13972936660156227
topic:81,0.12315086901412167,0.15019028778849983
topic:55,0.1147137476672331,0.2148651369940198
topic:125,0.11167308515692617,0.153946639600045
mnum:relativ,0.10879299371403936,0.14227218392049748
topic:199,0.10734096003529178,0.1878656063696897
mnum:bio,0.10638771541424652,0.19750214484708972
topic:98,0.10563714206873058,0.13777542737348158
topic:148,0.10505698006206268,0.215725337532211
mnum:negemo,0.102098169831399,0.16593457459153593
bow:next,0.10041102424610723,0.22452587590467535
topic:164,0.09705741483921715,0.13441681950770148
topic:197,0.09378966353834399,0.15001661376675154
topic:114,0.09356276313598458,0.20851110062048603
bow:else,0.09119803763166678,0.20392501155899087
mnum:see,0.09109172480179387,0.1543026963743388
mnum:feel,0.09020881835296146,0.11258586263225465
bow:make,0.08903522199205004,0.19908880876600812
topic:30,0.08858033164847534,0.1681925519231781
topic:23,0.08823686185774017,0.16764573167014404
topic:146,0.08747286309399983,0.18286451614081384
bow:sign,0.0862935564288511,0.19295825819512505
bow:hi,0.08568918309165133,0.191606838329358
mnum:power,0.08353967201626392,0.12668946789416102
topic:58,0.08333529341324948,0.1507936209969822
topic:35,0.07821809241159762,0.17490097170269273
topic:51,0.07816535101135866,0.15287393924169296
topic:195,0.07614692508298496,0.12268148001310082
topic:149,0.0751047160311578,0.08910399956297044
topic:82,0.0727307724459014,0.13081389023622475
topic:109,0.07237952785811308,0.10934715599956817
topic:119,0.07042544731118941,0.09668845428336395
bow:por,0.06642848451344964,0.13285696902689928
topic:200,0.06633268115738414,0.10979911613316794
mnum:achieve,0.06594868365552192,0.11450684132819627
bow:amazing,0.06310555025662806,0.14110830013134965
topic:131,0.06187238206436938,0.0995862051922015
topic:116,0.05682209554876366,0.12705806827102376
topic:3,0.05547634354938289,0.07718169800870582
bow:listen,0.05044620694004572,0.11280114792496389
bow:tonight,0.05029776232398131,0.11246921567255
bow:forget,0.04754781101577761,0.10632013761259207
mnum:verb,0.04571715139726322,0.08794941744797914
topic:155,0.04555074190716172,0.06740287729578621
mnum:auxverb,0.04502407338865415,0.06133145131991639
bow:evil,0.04203077968018289,0.09398368051220582
topic:150,0.03968126368172005,0.07281461541440698
mnum:adverb,0.037462610281438456,0.04063366286649144
mnum:hear,0.036885597054311284,0.06292086359003826
topic:36,0.03533458750110544,0.05437416431123538
topic:182,0.0344119097180134,0.04079954297730806
mnum:adj,0.03158416573472034,0.0637987096561393
mnum:focusfuture,0.02826621651004742,0.06274467589674736
mnum:function,0.02782184646303588,0.03554107436521502
topic:163,0.02589622430420178,0.035869353596174935
mnum:sad,0.025388060561062863,0.035008092869773244
mnum:Dic,0.024819261281660242,0.036243155010256704
mnum:social,0.022647587460989455,0.03240683078025146
bow:done,0.020858991331717362,0.04664212255979889
bow:back,0.02039368944218838,0.04560167590475298
mnum:conj,0.020287621438846222,0.031379596570508206
mnum:pronoun,0.01768693568031545,0.03157687799410277
mnum:motion,0.017443588008099954,0.03900504855761165
mnum:Authentic,0.01230041289178763,0.021562455038536876
bow:12,0.006319010441309029,0.014129736897297933
topic:142,0.001841532323507455,0.004117791458125804
bow:000,0.0,0.0
bow:10,0.0,0.0
bow:100,0.0,0.0
bow:11,0.0,0.0
bow:13,0.0,0.0
bow:14,0.0,0.0
bow:15,0.0,0.0
