feature,abs_coef
topic:186,1.7916212143575407
user:HU_TweetPercent_Original,1.5584823091863667
user:HU_TweetPercent_Retweet,1.5584823091863664
topic:134,1.4099517727835378
topic:115,1.3584314081554787
user:HU_AverageInterval_days,1.3523007972148038
topic:154,1.308460911648257
topic:63,1.3050401480737293
topic:76,1.2883786868084497
topic:196,1.1346923068890402
user:HU_TweetNum,1.1103127125890568
topic:120,1.1080877010954595
topic:176,1.1002783548049657
topic:177,1.0876498111987132
topic:52,1.0617927536241374
topic:159,1.0347365580008268
topic:64,1.0174231167526755
topic:144,1.0033440091641128
topic:51,0.9872151187953312
mnum:i,0.9707026575727379
mnum:posemo,0.9660176209605067
topic:82,0.907661772246066
topic:164,0.904849681010389
user:posting_frequency,0.9015126886821827
topic:198,0.8986252410378307
topic:41,0.8949966644449414
topic:88,0.8796283744519284
topic:67,0.8759771612669338
topic:113,0.8758374307987026
user:U_TweetNumDay,0.8628665228636899
topic:18,0.8553497171758606
topic:119,0.8439870032756058
topic:59,0.8428141710133812
topic:137,0.8408565568572115
topic:167,0.8387890997406754
mnum:time,0.8381230999469855
topic:44,0.8348690517149698
topic:13,0.8313731105592101
mnum:conj,0.8261690395501714
topic:7,0.8100091005548598
topic:86,0.8040730688965289
topic:122,0.798944010640772
topic:143,0.796018330342435
topic:45,0.7711378935174005
topic:110,0.7707621970066125
topic:98,0.764107232420233
topic:15,0.7567191922701941
mnum:quant,0.756080950580128
mnum:shehe,0.7548066547387642
topic:157,0.7539045058950851
topic:200,0.7387599678955608
topic:48,0.7386411586139698
topic:14,0.7357138126568472
topic:35,0.7286288794235458
topic:61,0.7137590750338455
topic:77,0.7100239322259232
mnum:affect,0.7082884891567891
topic:4,0.7011140882467465
mnum:discrep,0.6987722112208415
topic:160,0.6965916813314861
topic:132,0.6920428800497851
user:U_AccountAge_days,0.6879181307086483
topic:179,0.680032821342655
topic:10,0.6783262327515829
topic:38,0.6733840126973271
topic:80,0.6733366473834754
topic:195,0.6728624894461225
mnum:space,0.6674920396064157
topic:190,0.6599142959886425
topic:178,0.6506332318966527
mnum:reward,0.6433330674318456
topic:42,0.6415511091755484
topic:5,0.6410122121944818
mnum:relig,0.6402827935899694
user:retweet_count,0.6391981385499661
topic:60,0.6343880209846047
mnum:friend,0.6330416101666638
topic:85,0.6317691047851479
topic:84,0.6300395092003428
mnum:filler,0.6182700666003991
mnum:feel,0.6177506941792646
topic:163,0.6038855023049948
topic:29,0.6014821472739484
topic:22,0.5973162173444054
topic:37,0.5968359667050804
mnum:body,0.5836593678080267
topic:181,0.5807303253553957
topic:133,0.5803629014287481
topic:11,0.577048742674262
topic:24,0.5714192635391606
mnum:female,0.5670780418900712
user:U_ProfileUrl,0.5645093798582062
topic:100,0.5639356210376198
mnum:adj,0.5472938641125045
topic:175,0.5445520039249292
topic:123,0.5340605076064711
topic:189,0.5340276688782248
topic:96,0.5307754727963838
topic:6,0.525334458448302
topic:118,0.5252548864609108
