feature,abs_coef
user:U_TweetNumDay,0.960159147045038
user:posting_frequency,0.9538906794405541
topic:189,0.9211280130434529
topic:109,0.8747740742905212
topic:75,0.8718757539925757
topic:130,0.8181326720841551
topic:114,0.8013444545468635
user:U_AccountAge_days,0.7704302939331359
user:HU_TweetPercent_Original,0.7577153179037832
user:HU_TweetPercent_Retweet,0.7577153179037828
topic:14,0.7439115733586527
topic:63,0.7290584837277474
topic:38,0.7090487365243973
topic:71,0.7089493050866145
topic:196,0.694942177763709
mnum:i,0.6679933529759869
topic:48,0.6663466026467073
topic:176,0.6661555072132282
topic:144,0.661702177186154
mnum:posemo,0.6587073254831097
topic:42,0.6162418950863583
mnum:adj,0.6105546751444653
topic:88,0.6067511043397262
topic:95,0.6042606491032514
user:U_FollowerNumDay,0.5959550924882853
mnum:we,0.5905561351760932
topic:86,0.5792400502161897
topic:198,0.5684780335054491
topic:178,0.5669136963080529
mnum:affect,0.565254477931069
topic:85,0.5536579452163053
topic:7,0.5525044308741995
topic:76,0.548984791811932
topic:151,0.542649246508328
topic:185,0.5398758790028164
mnum:quant,0.5286074292183821
topic:145,0.5206108376021394
topic:56,0.5180291202682058
topic:129,0.5070391585803516
topic:39,0.5019944972115828
mnum:Authentic,0.4988321866250875
topic:9,0.4973808288339305
mnum:time,0.49534581209725853
topic:167,0.48786863901380934
topic:190,0.4738073357870132
topic:200,0.45587201655823983
topic:60,0.45576232790672594
topic:19,0.4425482063152849
topic:51,0.4393482025175102
topic:157,0.4361896012191786
topic:177,0.434982979908855
topic:41,0.4339380799441118
topic:1,0.43183954254730283
topic:92,0.4267971701677681
topic:68,0.42058179591183303
mnum:motion,0.4175598550383352
topic:199,0.4156276072980894
mnum:ppron,0.4152142819757249
topic:80,0.41404430268973513
topic:155,0.413224325445796
mnum:female,0.4121801930889545
user:verified,0.4116445450130159
topic:82,0.411584645066869
topic:15,0.4085897067799886
topic:195,0.4009903490066941
topic:111,0.39844579723832435
topic:104,0.39641160959524435
user:follower_to_followee_ratio,0.3953151215439005
topic:193,0.3944981419271534
mnum:friend,0.39220372698874095
topic:34,0.3921822022926389
mnum:work,0.3873596281373064
topic:70,0.3872251747911015
topic:173,0.38490846133360984
topic:123,0.38371079848201645
topic:49,0.3793856062847136
topic:84,0.37670120343637736
topic:181,0.3758750882245831
topic:161,0.3758683292950283
topic:64,0.37308678475101686
topic:126,0.3721001708623703
topic:78,0.37184219961931364
user:retweet_ratio,0.3710250722631031
topic:165,0.36570818775857866
topic:33,0.361098962105793
mnum:space,0.3603132351005702
topic:45,0.3523290058103058
topic:138,0.35097048626074706
bow:url url url url,0.34698534968081063
user:retweet_count,0.34529373096497656
topic:46,0.34441217563027254
topic:103,0.3427656192723718
mnum:death,0.33885218968700803
mnum:nonflu,0.3387972435223516
topic:93,0.33563745931620104
topic:119,0.3355408801595628
mnum:sexual,0.328944957806595
mnum:prep,0.3237129433423572
user:U_ProfileUrl,0.3211111642584958
topic:147,0.32100962247596937
