feature,abs_coef
bow:india,20.65396538551885
bow:url url url url,12.404554408287469
bow:usr usr,9.562984390022644
bow:url url url,8.816674384465898
topic:44,3.2497008952425843
topic:144,3.2481369971408696
topic:75,3.207355055084131
topic:109,2.5254052428910114
topic:114,2.378821588108335
topic:38,2.337199479329318
topic:48,2.1484890458016386
topic:189,2.025007053916011
topic:14,2.019664983966599
topic:63,1.9789727314684942
topic:64,1.9531267244614572
topic:130,1.9371063458511821
topic:195,1.9212438679534365
bow:usr usr usr,1.8687776683881159
topic:196,1.8342477982829404
mnum:i,1.689644354531222
topic:190,1.6455048133113688
topic:103,1.622953302400904
topic:151,1.5869020991473155
topic:186,1.576393581639108
topic:198,1.5718019918945083
topic:104,1.5511752066198725
topic:85,1.5296490560188616
topic:39,1.5160754224129294
topic:86,1.5080528682937353
mnum:posemo,1.5008692101255408
topic:145,1.488091819435253
topic:185,1.4643033536552195
topic:161,1.4605901512533792
mnum:death,1.4344373388144627
topic:34,1.4264197609434852
mnum:female,1.425050704919724
topic:57,1.4046065922263538
topic:125,1.3785115345691041
topic:173,1.3739213670799078
topic:35,1.3695801600804591
mnum:AllPunc,1.3637930695555833
topic:154,1.3543682879638421
topic:80,1.3476004817116456
topic:15,1.326004135879862
topic:7,1.302785396472793
topic:59,1.2953596764536757
topic:46,1.278433699393675
topic:123,1.2676443920780054
topic:100,1.263385467836316
topic:178,1.2611215176669686
mnum:nonflu,1.258978472741006
topic:179,1.2556383313193058
mnum:ppron,1.2520059181439023
topic:71,1.2294311207554325
topic:137,1.224316660878829
topic:52,1.2187775895362003
topic:129,1.2140654463873126
mnum:sad,1.1984518778328126
topic:19,1.1967369439769069
topic:1,1.1834501571212543
topic:49,1.1669850130347583
topic:157,1.1624898631848761
mnum:Authentic,1.151101072525916
mnum:we,1.1220315846192659
topic:175,1.1144503024807753
topic:159,1.1094378861361485
mnum:affect,1.0740838537276731
topic:90,1.06817998697418
topic:56,1.0677567427318897
mnum:space,1.0660160913118857
topic:97,1.0576809183205715
mnum:OtherP,1.053606305760145
topic:73,1.0460710228094607
mnum:prep,1.0459833210544536
topic:165,1.0339918125844112
mnum:power,1.0315900266150764
topic:84,1.030081744924442
topic:155,1.0182981656018708
topic:132,1.0176903557990975
topic:148,1.0097669028968732
topic:88,0.9868359937473995
topic:176,0.9841715671054929
topic:70,0.9721858273080217
topic:93,0.9265550470207299
mnum:WC,0.9221673893191683
topic:99,0.9143109203565353
topic:133,0.9063870236504205
topic:32,0.8928697582775027
mnum:swear,0.8845871112378968
mnum:time,0.8817766000299948
topic:60,0.878476567453949
topic:4,0.8767507016458098
topic:42,0.8721837324700297
topic:9,0.8686247878301295
mnum:adj,0.867702711197062
topic:40,0.866925140772814
topic:68,0.8430100726780634
mnum:friend,0.842301126139792
topic:181,0.8401137412850391
topic:41,0.8213741953971542
