feature,abs_coef
bow:sign,20.76583523252639
bow:free,11.18234894526442
bow:india,4.1509027893106625
topic:60,2.620266242800822
topic:198,2.078793118930188
topic:160,2.021943477629034
mnum:shehe,2.0137921499837894
user:HU_TweetPercent_Original,1.976589417648407
topic:154,1.9614721759673515
topic:57,1.8200138921366011
user:retweet_ratio,1.7932308374298376
topic:176,1.7550372643994436
topic:41,1.7465870220391375
topic:144,1.7446025239790544
topic:182,1.705328030470678
topic:64,1.6889410712192803
topic:200,1.6696021018724418
topic:126,1.6653818056158365
bow:sponsored,1.6304434880340164
topic:88,1.6118805397157192
user:HU_TweetPercent_Retweet,1.6043344820908707
user:posting_frequency,1.5992303875224154
topic:179,1.562389068219857
user:U_TweetNumDay,1.5608510468117571
topic:192,1.4728446325880151
mnum:female,1.463607926670992
mnum:Authentic,1.4360404187549363
mnum:we,1.4320736214660683
topic:109,1.4135152707848297
user:HU_TweetNum,1.3916893972784266
topic:7,1.386366061153361
topic:75,1.3774284094569125
mnum:discrep,1.3554287667971008
topic:29,1.3499155797492814
topic:71,1.3152628735424294
topic:44,1.3122504975190699
topic:167,1.3121942381601335
topic:132,1.2950719723355044
mnum:feel,1.2649361470815703
topic:196,1.2618397107896977
topic:195,1.2400109789417155
topic:96,1.221736066250905
topic:97,1.2200665007988243
topic:156,1.2060048172860673
topic:159,1.1846607298510958
topic:95,1.1320917098438181
user:retweet_count,1.1218787001148607
mnum:focusfuture,1.1073239514804392
topic:189,1.0662547905516107
topic:52,1.054737077206238
mnum:death,1.0544010906968926
topic:164,1.0362044173751526
topic:22,1.0361462562937507
mnum:nonflu,1.0269136328936321
mnum:conj,0.9951121992006209
topic:67,0.9928869074701094
topic:141,0.9735476934290234
mnum:time,0.9721979966190404
topic:78,0.9721352282110087
topic:100,0.9696555928071309
topic:146,0.9530898450589459
topic:80,0.9477626801934003
topic:155,0.9461837680335333
user:HU_AverageInterval_days,0.9253479943813968
topic:48,0.9210532971874731
topic:128,0.9051406977912594
user:U_AccountAge_days,0.9001441623117228
user:follower_to_followee_ratio,0.8942432769458475
mnum:leisure,0.8899744829277285
topic:185,0.8824363376244767
mnum:see,0.8780274400662734
mnum:quant,0.8702049991858012
topic:166,0.8568316132967987
topic:2,0.8524381026984738
topic:92,0.8445561947170797
topic:120,0.8434549734717259
mnum:assent,0.828651593573789
topic:169,0.8253547290355151
topic:16,0.8147019470884228
topic:180,0.7995459974120996
mnum:ppron,0.79039547224054
user:verified,0.7886397394293411
topic:51,0.784617635709467
topic:73,0.7626915563065175
topic:89,0.7566362086203875
topic:45,0.7476308008091777
topic:113,0.7416299513430128
mnum:Clout,0.7299520864330988
topic:157,0.729473700767285
topic:102,0.7067360240374413
mnum:compare,0.7048552023046668
topic:152,0.7043632880000462
topic:140,0.6910514513707339
mnum:informal,0.6826092827247994
topic:148,0.6795963703613058
user:total_posts,0.6789411868102397
mnum:posemo,0.6785620908824955
mnum:filler,0.6386931696436806
topic:83,0.6339259754867288
topic:129,0.6275969769780764
