feature,abs_coef_mean,abs_coef_std
bow:graffiti,10.612192098590393,0.0
bow:gets,10.601740911658755,23.64960257099144
bow:de la,9.479550893953308,0.0
bow:flashback,9.086003455770589,0.0
bow:modi,8.98295667888196,15.508684059189106
bow:pod,7.402570266480171,0.0
bow:call,6.895502108678096,15.371814442682911
bow:eid,6.633575302680932,0.0
bow:za,5.731871121623874,8.084147914387328
bow:pour,5.514344979424485,0.0
bow:bbc,5.115430945024825,11.410189968695773
bow:come,5.026383158046962,11.191903397832107
bow:free,4.644150726437813,6.318114592441234
bow:217,4.409164050613059,0.0
bow:sign,4.174544693605558,9.274897816286677
bow:19 url,4.120568577889935,5.794369759609853
bow:days,3.5720920388708692,7.9330058905574266
bow:sponsored url,3.415159347313478,4.785743800069907
bow:check url,3.3842782638635307,6.737940569677486
bow:evil,3.3593621906893616,7.46052869867228
bow:students,3.209863532140256,7.1360028913907145
bow:india,3.151865551662544,4.954105368299039
bow:tass,3.0707291894684783,0.0
bow:lake,3.0236240911944208,0.0
bow:thank usr,2.9598154679529762,5.02190842489498
bow:url one,2.9395087337660692,5.863032210289847
bow:nous,2.8832120767078115,0.0
bow:media,2.80751161746889,6.2402756724350255
bow:hai,2.7164444363400553,3.8416325633050437
bow:product,2.696819320259818,5.365852717635463
bow:tax,2.529291068914644,5.616496636507508
bow:beijing,2.502647532677742,3.5392780825524266
bow:discover,2.4672714867947807,4.911375513915848
bow:truth,2.440491253751353,5.397435948032672
bow:woman,2.4367526458240825,5.418824520824247
bow:contest,2.3532643471338983,5.222984507783232
bow:sponsored,2.2586965707627864,2.595469648824355
bow:da,2.1094184748491616,4.706763698268269
bow:resist,2.038601789324846,3.4806291758563583
bow:los,2.00587209208344,2.8347336228140354
bow:url king,1.9395227737005114,0.0
bow:100,1.8182028539648294,4.03900803487007
bow:run,1.7583245958321712,3.890280357212793
bow:election,1.7151489209060216,3.795679172367249
bow:done,1.6165426281604964,3.5704893260022987
bow:snow,1.6044397236477064,3.153865262938449
bow:kenya,1.5984114584840552,2.2317108465766617
bow:turkey,1.5530371294165972,3.0895262794234033
bow:sign petition,1.5522254999462948,3.0113227880361464
bow:ki,1.5409400122854722,2.179218264177478
bow:women,1.5385070152785725,3.409122507597168
bow:poem,1.482206234590687,2.051778987856566
bow:petition,1.431105449935664,3.0601116512365447
bow:moses,1.4146167917928245,0.0
bow:looks,1.3998091633935617,3.0894232061680644
bow:things,1.3931095822892803,3.081535667380654
topic:154,1.3746223784047853,0.8955521327128431
user:HU_TweetPercent_Original,1.3037940195405988,0.5323707548077014
topic:144,1.2440422764966335,0.4441307447890916
bow:url url url url,1.2134301464373258,1.2253379826206636
bow:queens,1.2092724675833064,1.665681519219225
user:HU_TweetPercent_Retweet,1.1913435382538666,0.41013530276313526
user:posting_frequency,1.1884285415083453,0.3058825909648695
bow:seem,1.1811672656617482,2.603727126704791
bow:mind,1.162809330827568,2.5721693463799244
topic:109,1.1316896172351298,0.7965446206359367
user:U_TweetNumDay,1.12587570553149,0.2769720178161787
bow:happy new,1.1148811476647833,1.9000567355628128
bow:best time,1.112405871583509,0.0
topic:41,1.1088787818930628,0.50854997074311
topic:88,1.0446041519910119,0.4475052486441607
topic:95,1.0403248159039848,0.7674018625824436
topic:160,1.0395053781104078,0.6933801013973804
topic:64,1.0026117357064872,0.5980642301661885
topic:198,0.9881903333224769,0.6645076744547663
topic:176,0.9786898136306892,0.4713672382497399
bow:usr usr,0.9693984507263018,1.6583297445175658
mnum:shehe,0.9581403024701023,0.7356990476391593
user:HU_AverageInterval_days,0.9474698242803965,0.3989277682038124
topic:60,0.9226561918918936,0.95992506997312
mnum:i,0.913176425545171,0.4512356384296999
topic:159,0.9056790121434931,0.4612330441391888
topic:7,0.9047384665782638,0.4371191979966309
topic:45,0.8998350531447322,0.4927863984501111
user:retweet_ratio,0.8949708225378753,0.7527486701769336
mnum:Authentic,0.8805958202050153,0.6451081968447345
topic:48,0.8726900220689394,0.4743294802788216
bow:good,0.8661070701196634,1.4533883166373784
topic:196,0.8642986611243273,0.38599273184987903
topic:75,0.8534503408443204,0.442597555976781
topic:200,0.8481204706746238,0.47525911532033094
topic:71,0.8320509432584219,0.34258795378625784
topic:195,0.8305085138073214,0.32917582507422427
bow:url bbc,0.8282568322956668,1.4158977219950513
topic:189,0.8260067143652364,0.40825552335452503
mnum:posemo,0.8141607868923806,0.3600697264073115
user:HU_TweetNum,0.7884321314370792,0.48880724312148055
mnum:nonflu,0.787459233203947,0.37909681826653846
topic:126,0.779640772099494,0.8417758827380128
topic:37,0.7710213499149031,0.4185930744924287
bow:trump,0.7641921918658948,1.6572317453080232
topic:51,0.7617678468978457,0.38712108903185427
topic:52,0.7456409514136302,0.34226519820331575
mnum:feel,0.7396091931647246,0.4188440943845058
topic:120,0.7332632290417838,0.6449572231069551
topic:132,0.7120788089957342,0.411232734815861
topic:164,0.7074375457783943,0.4363774164401875
topic:192,0.6984346000354121,0.5544235515173914
mnum:female,0.6891346929215594,0.43681585060022454
bow:construction,0.6887721956873943,1.1621896373224343
topic:38,0.6852235595642382,0.3828413676298674
bow:url newprofilepic,0.6842293328810716,1.337424265731553
topic:186,0.6787261191669455,0.636178060886423
topic:84,0.6784311553148215,0.7448818982498137
topic:63,0.6780317978015173,0.37877645368301355
user:follower_to_followee_ratio,0.6744585293388018,0.47319500594993386
bow:prince,0.6699501989911558,1.3321592060861769
mnum:time,0.6636847519395361,0.28859842027559157
topic:167,0.6632881184273673,0.4803143170575362
topic:44,0.6622343804280718,0.5251256853754278
topic:96,0.6619918821140998,0.4715687340812227
topic:94,0.6603988493481444,0.8448282031930202
topic:151,0.6524145414448681,0.5971560348021516
topic:57,0.6518703939667179,0.6550107343533426
topic:121,0.6483813671527539,0.6262645487731974
topic:179,0.6296017138592507,0.5926465725348228
topic:156,0.6285773759490221,0.6415514798430647
mnum:we,0.6282988139716614,0.5146692922238323
topic:16,0.626944794218509,0.24310040792014012
user:retweet_count,0.6243284622104961,0.3101476641313834
topic:22,0.6242861635521139,0.3163257351768738
topic:185,0.6150890274056959,0.5243225140202632
topic:67,0.6135361089289495,0.3383104619438525
mnum:discrep,0.6134511014695176,0.4908335689084461
topic:29,0.6083555374988806,0.5431209958647129
topic:85,0.6075624502649841,0.26960257623460565
topic:188,0.602754692217425,0.4774780994994307
bow:russian,0.5982416204244101,1.1757447906649663
bow:yet,0.5981487756645175,1.2751624989311152
topic:86,0.5871915914977142,0.26829087318545336
mnum:quant,0.5782788152776652,0.34378719852945144
topic:129,0.5753784920008507,0.12452489230651911
topic:155,0.5735028613172145,0.30328993962685
user:U_AccountAge_days,0.5679484937455104,0.30825274658071977
topic:177,0.5650964335054098,0.2933165246643413
mnum:conj,0.5605876668449138,0.3937306596957426
mnum:prep,0.5591342447734278,0.43292533078859174
mnum:space,0.5583621938666099,0.19950657526348917
bow:check,0.5529439960308821,1.1895173685598943
topic:42,0.5470289635373133,0.16399839685836115
topic:15,0.5449199186464982,0.2512301313887754
topic:103,0.5446081417785071,0.16778071790372395
topic:165,0.5269886523963556,0.2021078483864159
topic:134,0.5265102095369525,0.496179517636547
topic:68,0.5242727001355478,0.5083078348590331
topic:182,0.5126142036284043,0.7177788333940103
topic:14,0.5075253144164352,0.24684631643964827
user:total_posts,0.5047441790557792,0.16071986291677412
topic:190,0.5040139244159453,0.26310634953950235
bow:football,0.4954670703022691,1.075865404802078
mnum:ppron,0.49398204222871867,0.16793702060948035
topic:119,0.47861278075893504,0.2680872522640267
topic:133,0.4754863575684425,0.33049938528807393
topic:80,0.47407952162604944,0.3576685926994071
topic:17,0.4646934689024545,0.5471744128010085
user:verified,0.46386644612446915,0.3571588578483267
topic:76,0.46326228309656,0.4981074926113594
topic:138,0.4602839294992819,0.46336913347730607
topic:26,0.4527773562872982,0.39717214136266044
topic:145,0.45063899206656943,0.3912535511169086
mnum:death,0.45047122888347435,0.3834588534086269
user:U_ProfileUrl,0.4428701497976057,0.3669801974386196
bow:morning,0.4408749673576204,0.9690579876401064
topic:157,0.43848254301362033,0.31775576040056247
topic:47,0.43754096609897564,0.3040063415377059
mnum:filler,0.43725316618657895,0.2817146842897768
bow:deus,0.42934430290444764,0.0
mnum:affect,0.4292202067276982,0.2629248436820632
topic:115,0.42680781150413943,0.5362420593286841
topic:150,0.42617995317360513,0.27658938694865837
topic:113,0.42390025425093264,0.36273813927136406
topic:56,0.4202232533091686,0.4615111748411593
topic:35,0.41998063510993655,0.24462861346877665
topic:100,0.4125701947768586,0.35760059439460923
topic:141,0.4123091848502559,0.3399349831987144
user:followers_count,0.40799565490877593,0.3007371043500429
mnum:adj,0.4049794614189361,0.18275202754956335
topic:46,0.4046014530184884,0.5280036456610979
mnum:relig,0.40150219423820166,0.20667657502503708
bow:bernie2020,0.4013009485036872,0.0
topic:118,0.400945564229394,0.3041368848907348
topic:97,0.40088879875774025,0.4743673954241148
topic:143,0.398062122956095,0.31831885845775154
topic:39,0.39573742396833766,0.10057718024234749
bow:newprofilepic,0.3939095838606542,0.8450863881870405
topic:168,0.39389643268248153,0.2734205182213693
topic:72,0.39187662758990094,0.33806677286339726
mnum:see,0.39081345395713285,0.36469716237813554
mnum:leisure,0.38943035907671925,0.29237896923708906
topic:78,0.38861215934125276,0.36874546347413034
topic:82,0.38761941122171806,0.3681296665566674
topic:146,0.3862945173248182,0.33526863189307377
topic:93,0.3832936644117454,0.17625569685287762
topic:61,0.37950542683771477,0.2439022791335563
topic:169,0.37654288935939706,0.3946066234822221
topic:10,0.37471675304493945,0.26444945556029914
topic:101,0.3672344931364885,0.31136183904469006
topic:166,0.36638428341450624,0.36415563316114863
mnum:focusfuture,0.3662030421402774,0.4566931393273535
topic:81,0.36485614094054875,0.16534371039395634
topic:5,0.36137804953978864,0.2928649355221389
topic:59,0.36022077277770154,0.3237328444173701
mnum:hear,0.35938787883467527,0.3401898258494872
topic:98,0.3593778556151796,0.3082916449768873
topic:136,0.35664640049833085,0.22932440280292202
topic:128,0.35522633660694514,0.4289203678850707
topic:104,0.3551308353448409,0.20811138620127737
mnum:friend,0.35334081876538914,0.27875201976593267
mnum:power,0.35271857154083475,0.15933702257609514
topic:92,0.3514530625921112,0.31368099962776097
mnum:family,0.3513565323815536,0.2853870997529466
bow:shall,0.35030512254482093,0.7611636267156676
topic:65,0.3489911943986453,0.39814171123474335
bow:gt gt,0.34861385839799985,0.4876136218593873
topic:4,0.34765672476569287,0.2740585162111272
topic:2,0.34574095664123367,0.3375639535078508
topic:12,0.3445517729336368,0.3013622279007366
topic:19,0.3436943867813989,0.28771144433014456
topic:117,0.34280752348188226,0.2651748258583423
topic:99,0.3425269717974988,0.30412460135540154
