feature,abs_coef
U_TweetNumDay,3.6836074556740286
verified,2.216824104461843
posting_frequency,1.815144464049467
U_ListedNum,1.51840198929633
total_posts,0.9755905850737406
retweet_ratio,0.9238890146541937
U_ListedNumDay,0.815312466328266
following_count,0.693163387389252
HU_AverageInterval_days,0.5435462221172138
follower_to_followee_ratio,0.4983046303719928
U_FollowerNumDay,0.49790487456986354
U_FolloweeNumDay,0.4451042783454909
HU_TweetPercent_Original,0.4295194274935714
U_AccountAge_days,0.31687699906875333
followers_count,0.2932254639968958
HU_TweetNum,0.28735371217994254
HU_TweetPercent_Retweet,0.1881157331336215
U_ProfileUrl,0.08341840205621534
retweet_count,0.0056544612111775255
