feature,abs_coef
U_ListedNumDay,4.397204005961136
U_ListedNum,3.9133636696892324
HU_AverageInterval_days,0.8029216486821488
followers_count,0.763355168019793
verified,0.7547000095410255
follower_to_followee_ratio,0.6521604612778754
retweet_ratio,0.581015733725722
U_TweetNumDay,0.49552215464001387
HU_TweetPercent_Original,0.31764984919896755
HU_TweetPercent_Retweet,0.23382952703970242
following_count,0.20465279326089236
U_AccountAge_days,0.17776081966336776
posting_frequency,0.15064807017157786
U_ProfileUrl,0.12569349751167655
total_posts,0.07141026892552021
U_FollowerNumDay,0.06756409929873222
HU_TweetNum,0.05895605064288771
U_FolloweeNumDay,0.01727319927527045
retweet_count,0.0
