family,P_macro_mean,P_macro_std,R_macro_mean,R_macro_std,F1_macro_mean,F1_macro_std
Users,0.6424323062558357,0.20091103971779964,0.6320098039215687,0.18858771948028202,0.6305637665315086,0.1883483225721012
Message,0.48902777777777773,0.0734811590910937,0.4888970588235294,0.07299075573601266,0.4882308809862301,0.07338924777410925
Fusion,0.6277687590187591,0.15726621080712655,0.6176225490196078,0.14589100235598906,0.6141977476349,0.14552994368323893
