feature,gain_mean,gain_std
topic:192,7.226234436035156,0.0
bow:19,6.716498374938965,0.7114407910061789
bow:today,5.883888403574626,3.1869333163702778
bow:students,5.846277236938477,0.0
topic:87,5.767436504364014,0.0
bow:watch,5.4184465408325195,0.0
bow:birthday,5.080822944641113,0.0
topic:83,5.080813407897949,0.0
topic:51,5.076337814331055,0.0
bow:war,4.993080139160156,0.0
bow:thing,4.920206069946289,0.0
topic:68,4.766450643539429,3.4359889804925583
topic:72,4.227877080440521,3.701096926420869
topic:164,4.0269880294799805,0.0
bow:gets,3.9955215454101562,0.0
bow:full,3.6966991424560547,0.0
topic:105,3.6570754051208496,0.0
topic:16,3.5335006713867188,0.0
topic:33,3.4955081939697266,0.0
topic:146,3.1917543411254883,1.1896596249933704
bow:make,3.142669528722763,3.238323186172765
bow:would,3.142287254333496,2.756982484548827
topic:184,3.1101038455963135,0.0
mnum:female,3.045130729675293,0.0
bow:old,3.0064287185668945,0.0
bow:thought,2.998631477355957,0.0
bow:hope,2.9240002632141113,0.0
topic:38,2.9106661876042685,1.3432353471426897
bow:give,2.850468158721924,0.0
bow:live,2.8470611572265625,0.0
mnum:negate,2.8400078415870667,2.66582517324704
topic:197,2.8296501636505127,0.1361535396531087
bow:good,2.7895023450255394,2.9525476328989995
topic:45,2.706841230392456,0.0
mnum:anx,2.6196253895759583,1.6979562266182988
bow:comes,2.5567944049835205,0.0
bow:world,2.5219717025756836,0.48675766237498413
bow:news,2.51058300336202,0.8820286908027221
topic:182,2.4572577476501465,1.7847174039130862
bow:happy,2.448019504547119,0.0
mnum:you,2.2967151403427124,1.4184849770149806
bow:usr url,2.2670862674713135,0.0
topic:29,2.2423664331436157,0.14952268858815831
topic:7,2.2338308095932007,1.520791309726957
bow:years,2.1848878860473633,0.0
topic:156,2.119367480278015,2.7908282583644097
bow:show,2.073648452758789,0.0
bow:go,2.0563859939575195,0.0
bow:think,2.0513241291046143,0.0
bow:life,2.0095043182373047,0.0
bow:home,1.9910919666290283,0.0
bow:twitter,1.9798853397369385,0.0
bow:two,1.9321727752685547,0.0
topic:190,1.8564010858535767,0.8459808156173374
bow:amp,1.8418480058511097,2.887534705323931
bow:new,1.8262882828712463,0.7967744501130108
topic:116,1.8001236120859783,1.8622868865335884
topic:1,1.7770154277483623,1.6450282622173606
topic:65,1.7740843892097473,1.4167719603714033
topic:64,1.7624845504760742,0.0
bow:true,1.740290641784668,0.6578994926131085
topic:129,1.7223854780197143,0.41512729633795264
bow:want,1.6994601488113403,0.0952796945546377
user:posting_frequency,1.6983307600021362,0.44593525391052663
topic:110,1.6702073812484741,0.0
bow:like,1.63698211312294,1.5554727291079649
topic:176,1.633507490158081,2.2722697872635917
topic:89,1.6060837805271149,2.083838808241415
bow:video,1.585693359375,0.0
bow:get,1.5705680027604103,1.523984795297444
topic:75,1.5475237369537354,0.13264827055615466
topic:99,1.534890055656433,0.0
topic:107,1.5268102407455444,0.9096216494114107
mnum:ppron,1.5112378567457199,1.9715474386662881
user:U_AccountAge_days,1.4949282646179198,0.6529190935437801
topic:94,1.451309323310852,0.0
mnum:friend,1.427827887237072,1.4455671822474105
bow:one,1.4074698686599731,1.5662878924551489
mnum:ipron,1.4017259895801544,0.973290473920683
bow:url via,1.37888765335083,0.0
bow:water,1.3701987266540527,0.0
topic:161,1.348299503326416,0.0
user:HU_AverageInterval_days,1.3126317620277406,0.7296345365149559
topic:127,1.299329125881195,0.3843129641625143
topic:50,1.2739199201265972,0.42362948228015307
bow:day,1.269507572054863,1.2435637755179112
mnum:number,1.2619285464286805,0.6588645584806526
topic:196,1.2596041709184647,0.7465210913404964
topic:155,1.2519233226776123,0.0
mnum:conj,1.2423207759857178,0.0
mnum:sad,1.240366529673338,0.8239157508919136
mnum:space,1.238931691646576,0.4072705468073501
mnum:pronoun,1.2302803173661232,1.1668758453629264
topic:100,1.2202234268188477,0.0
topic:20,1.2161504030227661,0.7757176358774319
topic:67,1.209082802136739,0.768662845483163
mnum:sexual,1.2088499069213867,0.0
mnum:focuspresent,1.1658804774284364,0.3025488957371042
mnum:quant,1.1644607335329056,0.8745697323649829
mnum:Clout,1.1556593120098113,0.6505921820122541
mnum:adverb,1.1430301308631896,1.0521858075883848
topic:200,1.1385679244995117,0.0
mnum:function,1.1317782804369927,0.7998296556692587
bow:peace,1.0986042022705078,0.0
topic:166,1.093144416809082,0.0
mnum:WPS,1.084970436990261,1.30533535252385
bow:need,1.0750489234924316,0.0
mnum:discrep,1.0718610405921936,0.41871379264669734
topic:48,1.0674628615379333,0.7711791675221903
bow:truth,1.0538264513015747,0.0
mnum:focuspast,1.0530309677124023,0.5298079534484785
mnum:netspeak,1.0518799275159836,0.7746971508441148
topic:154,1.0172576546669005,0.34865347163482235
bow:help,1.0144059658050537,0.0
mnum:certain,0.9986208498477935,0.8054940162925317
mnum:relig,0.9854098677635192,0.8185687653574513
mnum:cogproc,0.9776193678379059,0.6499704083354749
mnum:cause,0.9663717180490494,0.7897697645388961
mnum:risk,0.9542281448841095,0.8167946879684318
bow:via usr,0.9498226642608643,0.0
mnum:ingest,0.9361926019191742,0.6351772161368384
mnum:WC,0.930319321155548,0.9599492686677444
topic:149,0.9177056550979614,0.6405690966759221
topic:39,0.9142028093338013,0.2641245362129101
user:retweet_ratio,0.8929876506328582,0.38563279315713433
topic:93,0.8624444007873535,0.0
mnum:achieve,0.8400630354881287,0.30082636865053486
mnum:affect,0.8357852935791016,0.26407630000755816
mnum:affiliation,0.8262044548988342,0.4610386622283871
mnum:work,0.8242959439754486,0.29672260680157936
user:followers_count,0.821847927570343,0.5674730345073287
mnum:adj,0.8191018283367157,0.4876545212852199
user:retweet_count,0.8177708387374878,0.26143414325938064
topic:70,0.7955137908458709,0.22667872170093487
mnum:power,0.7754955112934112,0.2122191625453266
mnum:time,0.7672732591629028,0.24513539764942394
mnum:insight,0.7665142774581909,0.3022964151494433
mnum:nonflu,0.7665046453475952,0.0
mnum:prep,0.7486402466893196,0.4044776240543115
user:following_count,0.7441445708274841,0.4697678561474336
mnum:assent,0.7388966500759124,0.5599208866057802
mnum:tentat,0.7388482123613358,0.5767770128203362
mnum:relativ,0.7309643149375915,0.41570333582228347
mnum:auxverb,0.7230819523334503,0.47404956334250997
mnum:see,0.706956970691681,0.2905579643698972
bow:see,0.7066850662231445,0.0
topic:40,0.7050103582441807,0.520725260233579
bow:say,0.7024612426757812,0.0
topic:92,0.702276885509491,0.20427253203332227
topic:25,0.6952837705612183,0.6939943908526263
mnum:motion,0.6901691794395447,0.6474692470245951
topic:126,0.6896053353945414,0.5079717421264567
topic:135,0.6892607808113098,0.0
mnum:social,0.681720358133316,0.3201324702391259
bow:hard,0.6804304122924805,0.0
user:U_FolloweeNumDay,0.6794323146343231,0.2384585285454835
mnum:percept,0.6737316131591797,0.11346492374680572
topic:37,0.6732806652784348,0.5032548666024234
topic:185,0.6649094641208648,0.33091406715771016
mnum:reward,0.6463334560394287,0.34250993978563726
bow:got,0.6336351633071899,0.295498228695265
mnum:body,0.6277081767717997,0.5984666384176963
mnum:health,0.627575033903122,0.3129002319758516
user:HU_TweetPercent_Retweet,0.6064417958259583,0.21332735283977547
topic:56,0.6059438586235046,0.0
mnum:Dic,0.5993167519569397,0.1942375494971374
topic:15,0.5917908757925033,0.49176890458053757
topic:199,0.5886994227766991,0.4494761638870098
mnum:anger,0.5882098451256752,0.2888903696943584
mnum:Sixltr,0.5851664841175079,0.3639961923578683
mnum:informal,0.5776031151413917,0.26565486835889246
mnum:compare,0.5687311440706253,0.5683591516110799
bow:via,0.5627129316329956,0.4935851723664052
bow:check,0.559429407119751,0.0
bow:believe,0.5551233291625977,0.0
topic:18,0.5546335130929947,0.382094941449646
mnum:leisure,0.548079428076744,0.45218163854092236
mnum:money,0.5393234759569168,0.3004064138885937
topic:181,0.5357271730899811,0.20705858491226184
mnum:bio,0.5347853109240532,0.3016020782431302
topic:111,0.5235850036144256,0.0865855147812355
mnum:verb,0.5135567486286163,0.08746477912769747
topic:76,0.5087958544492721,0.22762853694881668
mnum:drives,0.5037927150726318,0.3003704134857776
mnum:Authentic,0.4959922909736633,0.14165086165304733
mnum:Analytic,0.47801366945107776,0.5913806385842633
mnum:family,0.4546617567539215,0.0
mnum:swear,0.4351666122674942,0.11422628346710373
topic:49,0.43142271041870117,0.0
mnum:negemo,0.4264239758253098,0.2607908782606714
mnum:posemo,0.4158334583044052,0.20845194144113255
bow:10,0.3721327781677246,0.0
mnum:feel,0.36632904410362244,0.23044460518795393
mnum:differ,0.3637853413820267,0.18166735181451862
mnum:male,0.3621696576476097,0.2506768558904827
mnum:focusfuture,0.3618279665708542,0.13942993517524488
mnum:hear,0.34690707474946975,0.2426827546387098
mnum:Tone,0.3343390941619873,0.18251990761118303
bow:really,0.32858943939208984,0.0
topic:27,0.28511595726013184,0.0
mnum:death,0.26077473163604736,0.0
bow:free,0.25709009170532227,0.0
topic:145,0.25270938873291016,0.0
bow:url usr,0.21279898285865784,0.0
bow:actually,0.05854034423828125,0.0
bow:never,0.058336734771728516,0.0
