feature,gain_mean,gain_std
bow:win,6.77285099029541,0.0
bow:two,6.312763214111328,0.0
topic:170,5.610713958740234,0.0
bow:never,5.116599082946777,0.0
bow:days,4.8441081047058105,0.4717068541843498
bow:19,4.843008995056152,0.0
bow:change,4.192056179046631,0.0
bow:amp,4.178213119506836,0.0
topic:45,4.158846855163574,0.0
bow:need,4.111054241657257,5.705828465993554
topic:139,3.907205104827881,0.0
topic:56,3.9056360721588135,0.0
bow:call,3.8773863315582275,0.0
bow:yes,3.8006200790405273,0.0
topic:179,3.721167802810669,0.47429601938207105
bow:comes,3.7150018215179443,0.0
bow:twitter,3.614877462387085,0.0
topic:61,3.464534282684326,0.0
bow:video,3.4312785863876343,0.10651402131891352
bow:remember,3.3222384452819824,0.0
bow:full,3.144876003265381,0.677798537081648
topic:161,3.0849156230688095,3.7133612589424785
bow:18,3.08437442779541,0.0
topic:25,3.067661762237549,0.9367366360402097
topic:65,2.997560441493988,1.7342586068199646
bow:next,2.9494788646698,1.0989204065084348
bow:fire,2.778257369995117,0.0
mnum:sexual,2.734591841697693,1.0046805590002579
topic:38,2.6548500061035156,1.7383025969345849
bow:gets,2.5918874740600586,0.0
bow:says,2.571760654449463,0.0
topic:99,2.5387391249338784,1.4579816899682272
topic:117,2.4891762733459473,0.0
topic:94,2.40594744682312,0.0
topic:146,2.375753402709961,0.0
bow:news,2.3693946997324624,0.22301798128117997
topic:177,2.3138647079467773,0.0
bow:water,2.2590651512145996,0.0
bow:make,2.2557025849819183,0.34467083917958996
bow:want,2.158099333445231,1.1289474813035378
bow:god,2.156804084777832,0.0
topic:184,2.1332238912582397,0.7767183706484746
bow:would,2.132906198501587,0.0
bow:called,2.073273181915283,0.0
bow:good,2.070259726047516,0.9245808583727333
bow:think,2.0180084705352783,0.0
bow:live,1.978778600692749,0.6536696348965552
bow:hard,1.9609102010726929,0.0
bow:issues,1.916357398033142,0.0
topic:182,1.9020516673723857,1.3113569561806353
bow:ready,1.8884756565093994,0.0
bow:go,1.8338183760643005,0.1005687025742698
topic:156,1.8179338574409485,1.9373252167841215
bow:years,1.7308673858642578,0.0
bow:anyone,1.7016539573669434,0.0
mnum:swear,1.6929330229759216,1.9163977299463395
topic:28,1.6915125846862793,0.0
topic:127,1.6795121550559997,0.5082799667899742
topic:103,1.6547777652740479,0.0
topic:129,1.6434389114379884,0.6961759011007372
bow:like,1.6337607105573018,1.5459092094185256
bow:nice,1.6326738595962524,0.0
bow:get,1.5887896021207173,0.7108653421992206
topic:116,1.5870825350284576,0.9212459411916673
bow:sleep,1.5592520236968994,0.0
mnum:anx,1.4857503414154052,0.5804661627492169
topic:39,1.476873055100441,1.0198648512038846
mnum:ppron,1.4408239483833314,1.2230876794649155
topic:196,1.4353263974189758,0.4508821532591377
bow:great,1.427236557006836,0.0
bow:back,1.423370361328125,0.0
mnum:ingest,1.4224773168563842,0.614271107221126
mnum:death,1.4038930237293243,1.192676534636252
mnum:negemo,1.390942096710205,1.334852986778263
topic:27,1.3886467218399048,0.0
topic:7,1.3799583514531453,0.31565028636780423
bow:via,1.3622451305389405,0.7495712986285249
bow:many,1.3504347801208496,0.0
topic:67,1.3367913961410522,0.5098249697397845
topic:181,1.3252931634585063,1.4390169534213366
topic:80,1.3189829587936401,0.0
topic:149,1.2974723776181538,1.045972529879197
topic:171,1.2843931913375854,0.0
bow:check,1.276320457458496,0.0
topic:63,1.264993667602539,0.0
bow:know,1.249062955379486,0.47026315603545765
mnum:relig,1.2026127204298973,0.6988870560924966
topic:29,1.1959579586982727,0.6467962373716374
topic:55,1.1688480973243713,0.14165176462874887
bow:today,1.1642643958330154,1.4087095833184733
topic:133,1.1639647483825684,0.0
topic:92,1.162369394302368,0.34031840314835604
mnum:cause,1.1600651562213897,0.7093641605997026
topic:20,1.156954050064087,0.7840308488651146
mnum:power,1.1434757113456726,0.5652921254743829
topic:197,1.1331014335155487,0.27647392748424693
mnum:family,1.1313891808191936,0.8377941144399074
mnum:Clout,1.1146455526351928,0.33722601524962864
topic:50,1.1002635757128398,0.24198120684268398
mnum:quant,1.087413388490677,0.7576254430307878
mnum:insight,1.08380788564682,0.24422116054368725
topic:113,1.0808812379837036,0.0
mnum:space,1.0691441893577576,0.4591720435750243
bow:home,1.0477681159973145,0.0
topic:83,1.0351310819387436,0.9464255118300204
mnum:ipron,1.0334115028381348,0.21940680687908884
mnum:certain,1.0250401616096496,0.47236808223703497
mnum:female,1.018798828125,0.0
mnum:focuspresent,1.0069527626037598,0.44977427196089753
mnum:time,1.0065335214138031,0.5030990659740103
mnum:Authentic,1.0032793402671814,0.7167101054664974
topic:154,1.0026420116424561,0.526733402373644
topic:176,0.9977725148200989,1.051930969397336
mnum:body,0.9871506989002228,0.34159207283903353
bow:say,0.973774254322052,0.0
mnum:risk,0.9713722407817841,0.9981780485205262
mnum:anger,0.9674006760120392,1.294061152946701
bow:new,0.9459567666053772,0.6156721382649152
topic:135,0.9316928188006083,0.5017275889986366
mnum:focuspast,0.9227068662643433,0.36941273698419436
topic:36,0.9171457290649414,0.0
mnum:Tone,0.9160131514072418,0.4756757833281168
bow:right,0.9094299674034119,0.0
mnum:friend,0.901321291923523,0.5165720371993693
mnum:number,0.8945088326931,0.32081349733671655
topic:18,0.8894319057464599,0.2541724923952594
mnum:compare,0.8800150404373804,0.8795086686227898
mnum:affect,0.8782548069953918,0.19802688146442346
mnum:relativ,0.8745080828666687,0.5262326170073981
mnum:hear,0.8739958167076111,0.562149882697633
mnum:assent,0.8726485431194305,0.4614293342562378
mnum:tentat,0.8639283657073975,0.34620266400932187
bow:day,0.86297074953715,0.4270911024210243
topic:10,0.8601641654968262,0.0
mnum:see,0.8553913950920105,0.45624554055516764
topic:126,0.853190541267395,0.441872457762642
topic:107,0.8514370024204254,0.5450862024731
mnum:leisure,0.8473447680473327,0.3679566905148477
bow:first,0.8209102153778076,0.0
topic:68,0.8207746744155884,0.0
mnum:Analytic,0.8171394824981689,0.5066435401119578
mnum:function,0.81258425116539,0.4395123540813382
topic:89,0.7892047564188639,0.40273400858401387
topic:120,0.7830190062522888,0.40610553735823435
mnum:feel,0.7687500715255737,0.4754481410034623
mnum:money,0.7672349095344544,0.20033261628271543
