feature,gain
bow:19,6.843874454498291
topic:87,5.767436504364014
bow:thing,4.920206069946289
mnum:negate,4.725030899047852
topic:89,4.011730194091797
bow:gets,3.9955215454101562
bow:full,3.6966991424560547
topic:16,3.5335006713867188
mnum:WPS,2.9972405433654785
mnum:adverb,2.886032819747925
bow:world,2.866161346435547
mnum:ipron,2.860229730606079
topic:197,2.733375072479248
topic:45,2.706841230392456
mnum:pronoun,2.6416759490966797
bow:new,2.550050735473633
mnum:number,2.3901455402374268
bow:true,2.205495834350586
mnum:relig,2.191575765609741
user:posting_frequency,2.1397159099578857
topic:29,2.1366379261016846
mnum:sad,2.0929818153381348
mnum:Clout,2.074383020401001
mnum:anx,2.0624866485595703
topic:48,2.0136706829071045
bow:life,2.0095043182373047
bow:twitter,1.9798853397369385
topic:107,1.9769930839538574
mnum:netspeak,1.8466100692749023
topic:64,1.7624845504760742
topic:110,1.6702073812484741
user:followers_count,1.6510496139526367
bow:want,1.632087230682373
topic:129,1.4586752653121948
topic:94,1.451309323310852
bow:water,1.3701987266540527
topic:161,1.348299503326416
mnum:space,1.3406651020050049
topic:196,1.3175612688064575
topic:50,1.3075153827667236
mnum:achieve,1.2903894186019897
topic:127,1.2747924327850342
topic:199,1.2386833429336548
mnum:focuspast,1.237236738204956
topic:126,1.2233247756958008
mnum:sexual,1.2088499069213867
mnum:focuspresent,1.1942020654678345
user:retweet_ratio,1.1916744709014893
topic:7,1.1584689617156982
topic:18,1.157462477684021
bow:peace,1.0986042022705078
mnum:motion,1.0683503150939941
topic:116,1.0545628070831299
bow:truth,1.0538264513015747
mnum:function,1.0128850936889648
mnum:relativ,0.998146653175354
user:retweet_count,0.9536864161491394
topic:15,0.9318618178367615
user:HU_AverageInterval_days,0.9086581468582153
user:U_AccountAge_days,0.9010182619094849
mnum:risk,0.9006469249725342
mnum:percept,0.8662123680114746
topic:92,0.85736483335495
mnum:certain,0.8503156304359436
mnum:ppron,0.849174439907074
topic:70,0.8326587677001953
mnum:social,0.8161281943321228
mnum:affect,0.7987106442451477
mnum:quant,0.7942541241645813
topic:185,0.7773493528366089
topic:65,0.7722753286361694
bow:got,0.7529101371765137
bow:make,0.7274148464202881
topic:76,0.7222755551338196
mnum:power,0.6983334422111511
mnum:time,0.6959536075592041
mnum:adj,0.6893472671508789
mnum:negemo,0.683201253414154
bow:hard,0.6804304122924805
mnum:WC,0.6531069874763489
mnum:feel,0.6520390510559082
mnum:reward,0.6258376240730286
mnum:affiliation,0.6196151971817017
topic:56,0.6059438586235046
user:U_FolloweeNumDay,0.5918358564376831
topic:181,0.5865742564201355
mnum:differ,0.580926775932312
mnum:auxverb,0.5625401735305786
bow:check,0.559429407119751
mnum:discrep,0.5470764636993408
topic:154,0.5433436036109924
mnum:money,0.5363081097602844
topic:111,0.5323461294174194
bow:good,0.5316628813743591
user:following_count,0.5280025005340576
mnum:Authentic,0.5267235040664673
mnum:cause,0.4997987151145935
mnum:health,0.4943541884422302
mnum:insight,0.4495696425437927
mnum:verb,0.44819602370262146
