feature,gain
bow:two,6.312763214111328
bow:amp,4.178213119506836
topic:45,4.158846855163574
topic:56,3.9056360721588135
bow:call,3.8773863315582275
bow:video,3.5065953731536865
bow:want,3.3709123134613037
topic:182,3.0869109630584717
topic:39,2.9754116535186768
topic:149,2.499368190765381
mnum:anx,2.4722964763641357
bow:via,2.4296441078186035
topic:116,2.238501787185669
topic:99,2.0550389289855957
mnum:sexual,2.0241754055023193
bow:make,1.9795974493026733
bow:hard,1.9609102010726929
topic:29,1.902807354927063
topic:127,1.7067527770996094
mnum:power,1.6915687322616577
mnum:Clout,1.576309084892273
topic:135,1.4847397804260254
topic:7,1.4776674509048462
bow:great,1.427236557006836
topic:196,1.4007269144058228
bow:day,1.3543936014175415
topic:126,1.323473334312439
topic:171,1.2843931913375854
topic:55,1.2690110206604004
mnum:focuspresent,1.2617734670639038
bow:new,1.2407715320587158
mnum:body,1.2286927700042725
topic:129,1.2103768587112427
mnum:Analytic,1.2015208005905151
mnum:health,1.2004330158233643
mnum:ingest,1.1855204105377197
mnum:space,1.1667975187301636
topic:107,1.0612283945083618
mnum:female,1.018798828125
mnum:assent,1.0094228982925415
topic:18,1.0039291381835938
topic:89,0.9980041980743408
mnum:hear,0.9924554228782654
mnum:adj,0.969865620136261
topic:92,0.9575875401496887
mnum:motion,0.952696681022644
mnum:time,0.9378622770309448
bow:good,0.9165913462638855
mnum:function,0.9037735462188721
mnum:leisure,0.9017531275749207
mnum:affiliation,0.8794065117835999
mnum:ppron,0.8696780204772949
topic:185,0.865195631980896
mnum:certain,0.864600658416748
mnum:affect,0.8351885080337524
topic:70,0.8216969966888428
mnum:discrep,0.8133341670036316
mnum:friend,0.8127297163009644
topic:111,0.8068423867225647
bow:like,0.8008124828338623
mnum:see,0.7945058345794678
mnum:Tone,0.787900984287262
topic:154,0.7641223073005676
mnum:ipron,0.7485503554344177
mnum:insight,0.6948060393333435
mnum:relativ,0.6682207584381104
topic:48,0.658775806427002
topic:164,0.6483372449874878
mnum:Authentic,0.647741973400116
mnum:risk,0.6469259858131409
mnum:negemo,0.6408117413520813
mnum:money,0.5961679220199585
mnum:adverb,0.5947309136390686
mnum:percept,0.5936052203178406
mnum:cause,0.5771058201789856
topic:76,0.5743677616119385
mnum:focuspast,0.5703843235969543
mnum:tentat,0.568880021572113
mnum:feel,0.5542664527893066
topic:40,0.5355633497238159
topic:1,0.5253349542617798
mnum:WPS,0.525153398513794
topic:15,0.5249829888343811
topic:156,0.5216013193130493
mnum:work,0.511260449886322
bow:one,0.5059458613395691
mnum:social,0.4782226085662842
topic:181,0.47035133838653564
topic:161,0.45917269587516785
mnum:drives,0.4537193179130554
mnum:achieve,0.4404313564300537
mnum:Sixltr,0.43974730372428894
mnum:bio,0.43724292516708374
mnum:focusfuture,0.4273664355278015
mnum:informal,0.42521414160728455
mnum:prep,0.4108869731426239
mnum:Dic,0.40786507725715637
mnum:pronoun,0.40623414516448975
mnum:cogproc,0.40560218691825867
mnum:auxverb,0.4045480191707611
