feature,gain
topic:65,4.2238664627075195
topic:179,4.056545734405518
mnum:negemo,3.6502537727355957
bow:full,3.6241519451141357
bow:twitter,3.614877462387085
bow:like,3.417525291442871
mnum:anger,3.2066681385040283
bow:good,3.128480911254883
topic:129,2.7064249515533447
mnum:risk,2.7017717361450195
topic:94,2.40594744682312
mnum:Authentic,2.2798032760620117
bow:water,2.2590651512145996
bow:next,2.172424793243408
bow:news,2.1547226905822754
topic:199,1.9139989614486694
mnum:discrep,1.827062964439392
mnum:netspeak,1.7705388069152832
mnum:space,1.7703715562820435
mnum:quant,1.7646561861038208
bow:go,1.7627055644989014
bow:via,1.743561029434204
topic:154,1.7305904626846313
mnum:power,1.6827666759490967
mnum:Tone,1.617527723312378
topic:1,1.6116853952407837
mnum:see,1.610224962234497
topic:184,1.584001064300537
mnum:assent,1.5780136585235596
mnum:male,1.5603113174438477
bow:sleep,1.5592520236968994
mnum:focuspresent,1.553060531616211
mnum:function,1.5408538579940796
mnum:focuspast,1.5383328199386597
bow:back,1.423370361328125
bow:new,1.422613501548767
topic:99,1.3840806484222412
mnum:relig,1.3466781377792358
topic:197,1.3285980224609375
topic:40,1.3158751726150513
mnum:pronoun,1.2862045764923096
mnum:Clout,1.238447666168213
mnum:time,1.2206414937973022
mnum:insight,1.1993812322616577
mnum:affect,1.1772358417510986
mnum:Analytic,1.1455078125
topic:50,1.1393169164657593
mnum:ingest,1.1380360126495361
topic:185,1.1092487573623657
mnum:anx,1.1088664531707764
mnum:number,1.1052117347717285
topic:55,1.0686851739883423
mnum:reward,0.999671995639801
topic:67,0.9762907028198242
topic:127,0.9719064831733704
topic:18,0.9696133136749268
topic:92,0.9558780789375305
mnum:drives,0.9168784022331238
mnum:percept,0.8890353441238403
mnum:prep,0.8759937286376953
topic:196,0.8584041595458984
mnum:friend,0.8488521575927734
topic:70,0.840217113494873
mnum:feel,0.8318881392478943
bow:first,0.8209102153778076
bow:get,0.8165392279624939
topic:149,0.7996912002563477
mnum:certain,0.769783616065979
topic:75,0.7634667158126831
mnum:tentat,0.7634447813034058
mnum:differ,0.749406635761261
mnum:health,0.7144116163253784
mnum:Sixltr,0.706663191318512
topic:76,0.7029336094856262
mnum:auxverb,0.6739758253097534
topic:15,0.673609733581543
bow:day,0.6530991792678833
mnum:money,0.5894197225570679
topic:37,0.5829765796661377
mnum:Dic,0.5329431295394897
topic:181,0.5188371539115906
bow:got,0.515451192855835
mnum:leisure,0.49409374594688416
mnum:cogproc,0.48334866762161255
mnum:WC,0.4667900502681732
mnum:focusfuture,0.4558078944683075
mnum:informal,0.4447633624076843
mnum:sad,0.4230656623840332
mnum:affiliation,0.36862874031066895
mnum:ppron,0.3666006326675415
mnum:verb,0.36524340510368347
mnum:relativ,0.33011752367019653
mnum:negate,0.3265494704246521
topic:111,0.3155556917190552
mnum:adj,0.2935698926448822
mnum:social,0.2877322733402252
mnum:work,0.2802126407623291
mnum:cause,0.2755291163921356
mnum:achieve,0.27548298239707947
mnum:posemo,0.27189764380455017
