feature,gain
topic:161,5.710658550262451
topic:99,4.177097797393799
topic:139,3.907205104827881
topic:38,3.8840155601501465
bow:video,3.355961799621582
mnum:swear,3.0480308532714844
topic:181,2.9866909980773926
bow:make,2.6748056411743164
topic:83,2.3781607151031494
topic:127,2.310778856277466
topic:182,2.126162528991699
mnum:family,1.9280915260314941
mnum:certain,1.8026866912841797
topic:65,1.7712544202804565
topic:176,1.7416000366210938
bow:get,1.733975887298584
topic:129,1.7036161422729492
topic:67,1.6972920894622803
topic:28,1.6915125846862793
bow:nice,1.6326738595962524
topic:107,1.6131553649902344
topic:196,1.5302931070327759
topic:156,1.508424162864685
bow:good,1.4988290071487427
mnum:anx,1.4830912351608276
mnum:hear,1.446234107017517
mnum:cause,1.3883740901947021
mnum:bio,1.3554099798202515
topic:50,1.3203428983688354
mnum:adj,1.291152000427246
bow:check,1.276320457458496
mnum:ipron,1.2362452745437622
mnum:number,1.2358227968215942
mnum:work,1.2356454133987427
bow:got,1.2182261943817139
mnum:leisure,1.1783831119537354
mnum:social,1.1469478607177734
topic:39,1.141601324081421
mnum:insight,1.090116262435913
topic:111,1.086525321006775
topic:154,1.0798369646072388
mnum:relativ,1.066263198852539
topic:18,1.060282826423645
topic:29,1.0513832569122314
mnum:motion,1.0311452150344849
bow:today,1.029768943786621
mnum:relig,1.0007593631744385
bow:say,0.973774254322052
mnum:anger,0.9518349766731262
topic:197,0.9376048445701599
bow:know,0.9165366888046265
mnum:money,0.8704996109008789
mnum:focuspast,0.8664399981498718
topic:92,0.8528999090194702
mnum:negemo,0.8407568335533142
mnum:reward,0.834162175655365
mnum:ingest,0.8314063549041748
mnum:achieve,0.8287592530250549
mnum:assent,0.8200047016143799
mnum:Clout,0.816213846206665
mnum:sad,0.7852072715759277
mnum:pronoun,0.7580535411834717
mnum:cogproc,0.7325172424316406
topic:70,0.7131589651107788
mnum:space,0.7128720879554749
bow:via,0.6985028982162476
bow:like,0.6829443573951721
mnum:Authentic,0.6538692712783813
mnum:affect,0.6400973200798035
mnum:verb,0.6302303075790405
mnum:time,0.6301084756851196
mnum:discrep,0.6133293509483337
bow:usr url,0.6071178317070007
mnum:percept,0.5979976058006287
mnum:tentat,0.5974182486534119
bow:new,0.5900493264198303
mnum:WPS,0.5541827082633972
mnum:posemo,0.5517318248748779
mnum:informal,0.5497862100601196
mnum:netspeak,0.5458725094795227
mnum:Sixltr,0.5300729870796204
topic:120,0.4958590269088745
mnum:feel,0.4808982312679291
mnum:affiliation,0.47974318265914917
mnum:function,0.47794225811958313
mnum:friend,0.47624051570892334
mnum:Tone,0.4736606776714325
mnum:WC,0.4674965739250183
mnum:ppron,0.4582170844078064
topic:126,0.4466524124145508
mnum:drives,0.4397159516811371
mnum:power,0.41861122846603394
mnum:Dic,0.41121119260787964
mnum:auxverb,0.4028130769729614
bow:one,0.39402779936790466
topic:185,0.38795924186706543
mnum:quant,0.38407889008522034
mnum:see,0.37691861391067505
topic:76,0.36434775590896606
mnum:focuspresent,0.35999947786331177
