feature,gain
bow:need,8.145684242248535
bow:win,6.77285099029541
topic:170,5.610713958740234
bow:never,5.116599082946777
bow:days,4.510560989379883
bow:change,4.192056179046631
bow:yes,3.8006200790405273
bow:comes,3.7150018215179443
topic:184,2.6824467182159424
bow:full,2.665600061416626
bow:news,2.5999133586883545
bow:gets,2.5918874740600586
mnum:ppron,2.548699140548706
topic:117,2.4891762733459473
mnum:ingest,2.4282126426696777
topic:25,2.4052889347076416
bow:get,2.215853691101074
bow:god,2.156804084777832
bow:called,2.073273181915283
mnum:relig,2.0688118934631348
bow:think,2.0180084705352783
mnum:quant,1.9876426458358765
mnum:cause,1.9675785303115845
bow:make,1.9670765399932861
bow:want,1.9656202793121338
bow:good,1.9455938339233398
bow:issues,1.916357398033142
mnum:compare,1.8835599422454834
mnum:friend,1.7826534509658813
topic:20,1.7113475799560547
bow:anyone,1.7016539573669434
mnum:relativ,1.6905326843261719
topic:103,1.6547777652740479
topic:92,1.630411148071289
mnum:negate,1.5428699254989624
bow:live,1.5165643692016602
topic:127,1.4469200372695923
mnum:tentat,1.409538745880127
bow:many,1.3504347801208496
mnum:hear,1.3407002687454224
topic:80,1.3189829587936401
bow:via,1.2968989610671997
topic:63,1.264993667602539
mnum:leisure,1.2209373712539673
mnum:Analytic,1.2128416299819946
mnum:family,1.2082726955413818
mnum:Clout,1.19041109085083
mnum:power,1.1811238527297974
mnum:ipron,1.1712920665740967
topic:133,1.1639647483825684
mnum:Tone,1.1605459451675415
topic:154,1.1415276527404785
mnum:certain,1.1003767251968384
mnum:insight,1.079201579093933
topic:120,1.0701789855957031
topic:89,1.0446616411209106
topic:7,1.0270071029663086
mnum:anx,1.0269818305969238
mnum:focuspresent,1.0183324813842773
topic:40,1.0111114978790283
bow:us,0.9962358474731445
topic:18,0.9739497303962708
topic:116,0.9356632828712463
topic:36,0.9171457290649414
mnum:focuspast,0.9144213795661926
bow:right,0.9094299674034119
topic:107,0.9007750749588013
mnum:number,0.8930577039718628
mnum:risk,0.890936553478241
topic:185,0.8869607448577881
topic:129,0.8628309965133667
topic:50,0.8411309123039246
mnum:posemo,0.8411063551902771
topic:76,0.8409892916679382
mnum:reward,0.825279951095581
topic:68,0.8207746744155884
topic:135,0.8046178817749023
mnum:affect,0.8032793998718262
mnum:Authentic,0.7991491556167603
mnum:bio,0.77131587266922
mnum:social,0.7506346702575684
mnum:adj,0.7319444417953491
mnum:focusfuture,0.7239778637886047
topic:3,0.7192326188087463
mnum:money,0.7185459733009338
mnum:percept,0.7024393677711487
mnum:prep,0.7013589143753052
mnum:see,0.688458263874054
topic:39,0.688173234462738
mnum:informal,0.6857942342758179
bow:one,0.6646466255187988
bow:people,0.6590152978897095
mnum:male,0.6571458578109741
topic:29,0.6336832642555237
mnum:motion,0.618539035320282
mnum:function,0.617522120475769
mnum:netspeak,0.6139553785324097
mnum:adverb,0.6094851493835449
mnum:space,0.6057460308074951
topic:70,0.605104386806488
