feature,gain
topic:51,5.076337814331055
topic:68,3.328744888305664
topic:176,3.2402448654174805
bow:old,3.0064287185668945
bow:news,2.783781051635742
mnum:you,2.7659614086151123
topic:38,2.612696886062622
topic:196,2.2885451316833496
user:U_AccountAge_days,2.1816604137420654
bow:think,2.0513241291046143
bow:want,1.7668330669403076
user:posting_frequency,1.7437846660614014
mnum:netspeak,1.7125260829925537
topic:75,1.6413202285766602
user:HU_AverageInterval_days,1.5948102474212646
topic:149,1.589944839477539
user:following_count,1.5812960863113403
mnum:assent,1.423335075378418
mnum:anx,1.3976490497589111
mnum:affiliation,1.3191059827804565
mnum:Clout,1.3120849132537842
topic:15,1.2870423793792725
mnum:affect,1.2752408981323242
topic:154,1.2629560232162476
topic:190,1.258202314376831
mnum:conj,1.2423207759857178
topic:129,1.239717960357666
topic:107,1.2000981569290161
topic:48,1.1965830326080322
bow:make,1.1893666982650757
bow:get,1.1842408180236816
mnum:work,1.1808897256851196
user:retweet_count,1.1301703453063965
mnum:tentat,1.1172744035720825
bow:via,1.101065993309021
topic:127,1.0989208221435547
bow:need,1.0750489234924316
user:U_FolloweeNumDay,1.046606183052063
mnum:power,1.0146780014038086
mnum:number,1.0047694444656372
mnum:sad,0.9792373180389404
mnum:insight,0.9677994847297668
mnum:negate,0.9549847841262817
mnum:bio,0.8955299258232117
mnum:health,0.8628608584403992
topic:37,0.8596625328063965
bow:got,0.8508538007736206
topic:70,0.8143935799598694
mnum:risk,0.8001824617385864
topic:39,0.7926547527313232
user:retweet_ratio,0.7904937863349915
mnum:cogproc,0.7849816083908081
mnum:WC,0.7566680908203125
mnum:certain,0.7460588812828064
mnum:space,0.7459511756896973
mnum:achieve,0.7165722846984863
bow:see,0.7066850662231445
mnum:quant,0.692051887512207
topic:135,0.6892607808113098
mnum:discrep,0.6859771609306335
mnum:ipron,0.6803269386291504
topic:20,0.6676352024078369
mnum:focuspresent,0.6647705435752869
mnum:social,0.657210111618042
topic:76,0.6539004445075989
mnum:percept,0.6440248489379883
topic:18,0.6185822486877441
mnum:prep,0.6104921698570251
mnum:informal,0.5890166759490967
mnum:time,0.5596112012863159
mnum:Sixltr,0.5410776138305664
mnum:cause,0.5377499461174011
mnum:ppron,0.5328179597854614
mnum:adj,0.5327399373054504
user:HU_TweetPercent_Retweet,0.5318483114242554
mnum:swear,0.5159367918968201
mnum:Tone,0.48758581280708313
mnum:focuspast,0.4867943227291107
mnum:relig,0.4823945164680481
mnum:friend,0.4814589321613312
mnum:male,0.4768216609954834
mnum:see,0.4649999141693115
topic:185,0.46071958541870117
mnum:family,0.4546617567539215
topic:89,0.44835135340690613
topic:111,0.4412810504436493
mnum:Dic,0.41362887620925903
bow:one,0.40875208377838135
mnum:verb,0.4068804979324341
mnum:relativ,0.4010050892829895
mnum:posemo,0.3809039890766144
mnum:motion,0.377487450838089
mnum:reward,0.357269287109375
topic:92,0.34378331899642944
mnum:drives,0.3340073823928833
mnum:focusfuture,0.32926321029663086
mnum:money,0.3177195191383362
mnum:Authentic,0.30607205629348755
mnum:auxverb,0.294553279876709
mnum:hear,0.28735974431037903
