fold,block,delta_F1
1,no_bow,-0.03522695627958794
1,no_topics,-0.05559732664995831
1,no_msg_numeric,-0.16058308163571328
2,no_bow,0.015781177071499675
2,no_topics,-0.046779917747659716
2,no_msg_numeric,0.14090336670981835
3,no_bow,0.05749986439641608
3,no_topics,-0.15485366560417269
3,no_msg_numeric,-0.03459222769567594
4,no_bow,0.0
4,no_topics,0.18627450980392157
4,no_msg_numeric,0.0625
5,no_bow,0.0630541871921182
5,no_topics,0.0630541871921182
5,no_msg_numeric,0.09705399401139769
