fold,cluster,saliency
3,70,35.19937132438645
3,111,30.605210536625236
3,129,30.38595260772854
3,37,30.34211540548131
3,185,24.006621202919632
3,146,21.501613314263523
3,171,12.885053934529424
3,92,11.882571866735816
3,15,11.361155604943633
3,199,10.163431052817032
3,18,9.394814884057269
3,1,9.190039592562243
3,93,7.451525054872036
3,141,7.297326035797596
3,127,7.007466156035662
3,163,6.495022082468495
3,184,5.967964062001556
3,113,5.9639917011372745
3,75,5.653848665766418
3,29,5.47907610447146
3,72,5.189023519400507
3,27,4.653071746695787
3,189,4.528410590719432
3,87,4.476354919373989
3,48,4.429358486551791
3,50,4.412689309567213
3,40,3.8629038527142256
3,133,3.8023800617083907
3,153,3.7380019130650908
3,107,3.691391271073371
3,105,3.681085309246555
3,149,3.506146355997771
3,83,3.4113981982227415
3,181,3.32419761037454
3,128,3.3175547544378787
3,39,3.2672436526045203
3,116,3.1594632561318576
3,7,3.0130099463276565
3,102,3.0074273471254855
3,99,2.9122744193300605
3,156,2.802019893657416
3,96,2.770286085549742
3,190,2.7077218829654157
3,134,2.7064243054483086
3,38,2.6626801542006433
3,91,2.476924567250535
3,154,2.438967148773372
3,109,2.3635618707630783
3,3,2.2884039129130542
3,89,2.210531649645418
3,193,2.151109078200534
3,20,2.107978126965463
3,51,2.0993533758446574
3,30,1.9231627471745014
3,58,1.8096394264139235
3,182,1.7974545524921268
3,161,1.754720673430711
3,135,1.721281268633902
3,28,1.6938344817608595
3,118,1.662744902074337
3,76,1.6176371579058468
3,31,1.5811969926580787
3,56,1.566509208176285
3,68,1.5323970220051706
3,36,1.4282986165490001
3,164,1.374366378877312
3,110,1.3532835114747286
3,63,1.3421763400547206
3,176,1.3331971163861454
3,195,1.3317878488451242
3,197,1.3213887233287096
3,131,1.2515567378140986
3,179,1.2358189565129578
3,55,1.1937082172371447
3,64,1.1916864407248795
3,67,1.161019136197865
3,120,1.1370624196715653
3,25,1.1341808871366084
3,34,1.1325752632692456
3,145,1.1122133200988173
3,21,1.0877387658692896
3,103,1.0713848606683314
3,61,1.0689533483237028
3,108,1.0335304224863648
3,49,0.9871679334901273
3,126,0.9835257478989661
3,166,0.9643210526555777
3,139,0.9509163396432996
3,59,0.9414839576929808
3,65,0.9414148600772023
3,85,0.9390248889103532
3,169,0.9230505083687603
3,188,0.919762184843421
3,155,0.8508914285339415
3,73,0.8010217223782092
3,6,0.7621307820081711
3,142,0.757103807060048
3,147,0.7495525944977999
3,196,0.7490959437564015
3,97,0.7286787936463952
3,121,0.6828739841002971
3,104,0.6760721746832132
3,74,0.6672804071567953
3,159,0.6552878697402775
3,52,0.6486575491726398
3,11,0.6394855694379658
3,33,0.6338171819224954
3,101,0.6251148604787886
3,200,0.6162920282222331
3,45,0.6059849383309484
3,10,0.6008386425673962
3,23,0.563770086504519
3,42,0.5481173032894731
3,177,0.5370049020275474
3,79,0.5243603852577507
3,192,0.4828452658839524
3,60,0.474257780238986
3,132,0.4401830555871129
3,194,0.43607473839074373
3,160,0.41419433709234
3,100,0.3987319488078356
3,80,0.3926734970882535
3,165,0.3896807301789522
3,95,0.37253483291715384
3,175,0.3667661566287279
3,22,0.36545664817094803
3,117,0.3417560658417642
3,16,0.33882589638233185
3,12,0.32941141026094556
3,53,0.3222135636024177
3,170,0.3153165029361844
3,94,0.3071703305467963
3,137,0.2953455802053213
3,41,0.2879186552017927
3,140,0.2789365705102682
3,122,0.2745690904557705
3,77,0.26643605902791023
3,54,0.25783695466816425
3,98,0.25381630938500166
3,47,0.23285651952028275
3,136,0.20830492209643126
3,24,0.20229410752654076
3,144,0.1786247375421226
3,90,0.1722074020653963
3,26,0.15934469737112522
3,180,0.1543384208343923
3,17,0.15039067529141903
3,152,0.14525042613968253
3,150,0.1373628368601203
3,115,0.13725804537534714
3,168,0.13645394542254508
3,119,0.12712143268436193
3,78,0.12572087161242962
3,46,0.11916981264948845
3,57,0.10866242367774248
3,187,0.10543954186141491
3,71,0.10211467370390892
3,88,0.09649917110800743
3,198,0.09428011253476143
3,123,0.09373127482831478
3,44,0.08752356003969908
3,62,0.07919707521796227
3,69,0.07384486123919487
3,8,0.07096668099984527
3,143,0.06758671253919601
3,81,0.06649614870548248
3,19,0.0646328954026103
3,5,0.06105656223371625
3,148,0.05697284825146198
3,191,0.05230014771223068
3,13,0.049990114755928516
3,173,0.04881166014820337
3,4,0.04725023079663515
3,14,0.03924431465566158
3,186,0.03895236365497112
3,178,0.03591670375317335
3,32,0.03230759222060442
3,172,0.02681005233898759
3,138,0.02240596991032362
3,82,0.01957770623266697
3,157,0.017123211175203323
3,183,0.010220333933830261
