cluster,saliency_mean,saliency_std,n_folds,saliency_sum
38,4.215573109686375,2.352401822646579,5,21.077865548431873
107,4.202991425571963,2.2585153105884324,5,21.014957127859816
116,4.131073724431917,1.7950404901455808,5,20.655368622159585
126,3.677833371516317,3.6998442625722707,5,18.389166857581586
72,3.6534763412782922,2.142403830004229,5,18.26738170639146
105,3.6526563938707115,2.4762690354258523,5,18.263281969353557
133,3.597145450091921,2.0254275999855635,5,17.985727250459604
190,3.5013989239931105,1.277095617433546,5,17.506994619965553
193,3.456261664861813,1.7729059545823642,5,17.281308324309066
91,3.4558731546159835,1.0193582495845677,5,17.279365773079917
182,3.416527142887935,1.365371158267038,5,17.082635714439675
103,3.337773864530027,3.154327708263616,5,16.688869322650135
155,3.328996644215658,3.253846769957576,5,16.64498322107829
102,3.2888245299691334,1.7997911183694184,5,16.444122649845667
161,3.2412131308577954,1.5542758901298797,5,16.206065654288977
134,3.08357888108585,1.1543639178758647,5,15.417894405429251
135,2.979599587013945,1.9185621380225182,5,14.897997935069725
96,2.9609322909731417,1.214773984885697,5,14.804661454865709
51,2.7516779515426606,1.6519983083809229,5,13.758389757713303
3,2.6615492451004683,1.9157207020523281,5,13.307746225502342
131,2.654595289891586,1.9537231390970728,5,13.272976449457929
36,2.6325618147151544,2.406916233344084,5,13.162809073575772
156,2.6231696628965437,0.8468510200144671,5,13.115848314482719
128,2.6132296303519977,0.7016939489009455,5,13.06614815175999
164,2.536608177330345,1.8389703919556155,5,12.683040886651725
79,2.4443837279453873,1.7732300569535073,5,12.221918639726937
56,2.422725102258846,1.5598400585860166,5,12.11362551129423
68,2.39339147512801,1.440430629178454,5,11.96695737564005
85,2.3667161507532,1.1822488756334057,5,11.833580753766
195,2.337712171440944,2.3369929313502804,5,11.68856085720472
197,2.331865389016457,1.8569756685629013,5,11.659326945082285
176,2.324072078592144,0.60912155323151,5,11.62036039296072
141,2.317508691549301,2.893635323511637,5,11.587543457746506
34,2.235854832921177,1.0800086391530914,5,11.179274164605886
58,2.178583477414213,1.5079833727944918,5,10.892917387071066
109,2.175696735130623,0.8586145290968882,5,10.878483675653115
20,2.1536937781143934,0.7952612606891382,5,10.768468890571967
25,1.9492814987897873,1.066004776379521,5,9.746407493948936
61,1.9371800791006535,1.1657182218905386,5,9.685900395503268
188,1.9255856594070793,1.6481709322924583,5,9.627928297035396
139,1.9228560334071516,1.6291165985799296,5,9.614280167035758
110,1.8951489164493978,1.2179645320251968,5,9.475744582246989
67,1.7402837483212352,1.0390910851927024,5,8.701418741606176
64,1.7179715167498215,1.004598861392288,5,8.589857583749108
11,1.6729622472077608,1.2075204049037829,5,8.364811236038804
118,1.6475942265708,0.6756815554338941,5,8.237971132854
108,1.6229250058531761,1.2456969984246717,5,8.11462502926588
120,1.6069187498651445,0.7709333057670971,5,8.034593749325722
59,1.4900984498672187,1.1485040563345545,5,7.450492249336094
142,1.4527560139307751,0.9668946514822387,5,7.263780069653876
63,1.4186420495156198,0.18328431630320255,5,7.093210247578099
196,1.4128658525412903,1.329368847430835,5,7.064329262706451
49,1.3950408359989523,0.5993471301851556,5,6.975204179994762
55,1.389977530296892,0.8068436557743797,5,6.94988765148446
21,1.3445265547838061,1.1435117028838953,5,6.722632773919031
28,1.3333835874684155,0.35480134748579994,5,6.6669179373420775
30,1.294235173240304,0.6600571069040877,5,6.47117586620152
145,1.2819842197932303,0.5681796854409822,5,6.4099210989661515
31,1.2681158186402173,0.6321910422810971,5,6.340579093201086
177,1.2360340911429375,0.7868100032593581,5,6.180170455714688
52,1.129821132030338,0.8059847504679158,5,5.64910566015169
44,1.1209714950062335,1.9860548193819998,5,5.604857475031167
194,1.1073964116629214,0.6146883844314093,5,5.5369820583146065
200,1.0666612167842686,0.705328397975182,5,5.333306083921343
90,1.064131824625656,1.431662683785257,5,5.32065912312828
33,1.0579103276599198,1.1214644343007725,5,5.289551638299599
175,1.0313481548335404,0.7646004045417497,5,5.156740774167702
45,1.0300731531344354,0.33321055710312036,5,5.150365765672177
6,1.0007705746218563,0.43913739859578454,5,5.003852873109281
170,0.9422298791818321,0.6715993217747466,5,4.71114939590916
47,0.9357993292156607,0.9013444522609942,5,4.6789966460783035
23,0.9214718122966588,0.800946010033457,5,4.607359061483294
168,0.908207371737808,1.0699580697574698,5,4.54103685868904
136,0.8761175405699759,1.0073104792559109,5,4.38058770284988
121,0.870551184960641,0.5231313339670585,5,4.352755924803205
101,0.8367647904437036,0.5242862055967236,5,4.183823952218518
10,0.8230404407717288,0.41132214241034126,5,4.115202203858644
65,0.8018137478968128,0.6951280381380022,5,4.009068739484064
166,0.8006424414925277,0.41309715833735455,5,4.003212207462639
12,0.7671774914022536,0.6652410928082376,5,3.8358874570112675
169,0.7599628181196749,0.3090671809111162,5,3.7998140905983746
183,0.7366511125117541,0.7995986777850782,5,3.68325556255877
112,0.7347235688939691,0.8212380217465355,3,2.204170706681907
16,0.7335753126535565,0.8156768370341426,5,3.6678765632677823
150,0.7278720224276185,0.758332399914825,5,3.6393601121380925
114,0.7188054025173187,,1,0.7188054025173187
24,0.718527409946546,0.5672140937328185,5,3.59263704973273
117,0.707327066292055,0.5107590397985847,5,3.5366353314602748
73,0.701862151408568,0.28592280112672136,5,3.50931075704284
74,0.7010572858154773,0.43253786848954057,5,3.505286429077387
140,0.695001045614481,0.7968611477137024,5,3.475005228072405
159,0.6869765841867774,0.3433805905689704,5,3.4348829209338874
119,0.6590645299293101,0.8031714935532475,5,3.2953226496465504
180,0.6572214748710394,0.6838379242216239,5,3.286107374355197
71,0.6410092455334961,0.7709528962927321,5,3.2050462276674807
160,0.622037622705102,0.3605845124454451,5,3.11018811352551
53,0.6156929819844663,0.42573627640498185,5,3.0784649099223316
179,0.5764686177019029,0.49445935325846113,5,2.882343088509515
78,0.5550724385306239,0.3196378232245547,5,2.7753621926531196
172,0.5519863234832882,0.45680913005130264,5,2.7599316174164414
147,0.5391477012541145,0.27287435733937127,5,2.6957385062705725
100,0.5306449585128575,0.19565233542672644,5,2.653224792564288
104,0.5227750960737467,0.4909708551278323,5,2.6138754803687334
42,0.521045750612393,0.228884324854061,5,2.605228753061965
62,0.49483048990368844,0.39836248347034686,5,2.474152449518442
69,0.4917695406358689,0.3454407150443236,5,2.4588477031793445
80,0.48806133018806575,0.35576574579243736,5,2.440306650940329
17,0.44943175073713065,0.3763740717317701,5,2.247158753685653
137,0.42534838705323635,0.15124963747175316,5,2.126741935266182
46,0.41357240211218593,0.4016029607537542,5,2.0678620105609298
198,0.4083818286890164,0.39484796853560494,4,1.6335273147560656
8,0.38903437289409337,0.6659178847434739,5,1.945171864470467
94,0.36866504289209845,0.2538276269705471,5,1.8433252144604921
95,0.36099388217553496,0.21739967941064137,5,1.8049694108776748
192,0.3515056919306517,0.20032501992444998,5,1.7575284596532583
173,0.3448967318981886,0.2620133006514966,3,1.0346901956945658
97,0.34439726718701424,0.2361852725535228,5,1.721986335935071
187,0.3420888277469203,0.593022990752646,4,1.3683553109876812
143,0.33672631601803005,0.3386718341875675,4,1.3469052640721202
57,0.3245476699434221,0.1498231496344963,5,1.6227383497171104
22,0.3240344384685159,0.16111272637340468,4,1.2961377538740635
41,0.3209600932896137,0.21591241430497116,5,1.6048004664480686
122,0.32029807940125465,0.28245632313128965,5,1.6014903970062733
152,0.3179701174842194,0.29966090101712856,5,1.5898505874210969
98,0.3112818071618676,0.2328370301719766,5,1.556409035809338
165,0.3064612194430083,0.1415782300844861,5,1.5323060972150415
4,0.29543371467540663,0.45688030001159574,3,0.8863011440262198
54,0.2847106009721756,0.12079280406908603,5,1.423553004860878
132,0.27993262372910976,0.1202107084510504,5,1.3996631186455488
13,0.2739250342361629,0.3199299607298752,5,1.3696251711808145
148,0.26950210416689513,0.23044280085833926,5,1.3475105208344758
77,0.2501213323324919,0.26723756392121983,5,1.2506066616624594
144,0.23807503171265126,0.13567820188087287,5,1.1903751585632563
14,0.22077689389698207,0.22917910431986901,4,0.8831075755879283
5,0.20336200622841716,0.17088643273401993,5,1.0168100311420858
162,0.1930998521274887,0.2274498783656264,4,0.7723994085099548
191,0.16908364556729794,0.20628708095349113,4,0.6763345822691917
123,0.16443690280430018,0.2189660666523352,5,0.822184514021501
84,0.1556067457422614,0.007176408433311709,2,0.3112134914845228
60,0.13397784079425037,0.19409043089537292,5,0.6698892039712518
81,0.13352409517392516,0.10147960932411693,5,0.6676204758696258
186,0.129004625196103,0.09061929792406183,4,0.516018500784412
157,0.12337216380983591,0.14653366623810352,5,0.6168608190491796
26,0.09758424712345004,0.052410700002768575,5,0.4879212356172502
115,0.07299681925214827,0.06696469535739419,5,0.36498409626074135
88,0.06723068444989622,0.043391001715023116,5,0.3361534222494811
178,0.06486136245075613,0.058436220683590924,4,0.25944544980302453
32,0.06347619579173625,0.043416880969045495,4,0.253904783166945
19,0.0491552846506238,0.021289529051564678,3,0.1474658539518714
138,0.036148416344076395,0.040466799732414856,3,0.10844524903222919
86,0.03164596948772669,,1,0.03164596948772669
82,0.014378252439200878,0.007353138071651983,2,0.028756504878401756
125,0.004635147284716368,,1,0.004635147284716368
