cluster,saliency_mean,saliency_std,n_folds,saliency_sum
70,43.529950195515994,18.029698620977207,5,217.64975097757997
111,36.566956845729145,15.712429847343634,5,182.83478422864573
37,35.995499635266604,11.420228758729808,5,179.97749817633303
129,35.74464147494873,12.937667016425548,5,178.72320737474365
185,33.516219998011366,11.586323829265863,5,167.58109999005683
146,19.281840515485964,6.069867917448278,5,96.40920257742982
171,16.421267508622257,6.947206259289707,5,82.1063375431113
15,15.41832892850507,6.326199455249723,5,77.09164464252535
199,14.323053613398224,5.950497793328412,5,71.61526806699112
1,11.406478832405991,5.195903997264132,5,57.03239416202996
92,11.272425429685972,4.5311700240199295,5,56.36212714842986
18,9.434452282846905,3.988436344559943,5,47.17226141423453
29,8.524157574342098,3.964948664512028,5,42.62078787171049
113,8.386191711900755,4.283987484588701,5,41.93095855950378
127,8.262084434425924,3.206743855547468,5,41.31042217212962
75,8.156667389371432,4.922778477529955,5,40.78333694685716
40,8.029183588991874,5.00892349479477,5,40.145917944959365
7,7.3184367545880376,4.193634647676775,5,36.59218377294019
93,7.198602299392223,2.1269400922838106,5,35.99301149696112
39,6.956259953393601,2.7321227705374844,5,34.781299766968004
27,6.85075320280157,3.4402168222594742,5,34.25376601400785
163,6.794127845182084,2.617785608298819,5,33.97063922591042
189,6.494914738903754,2.6801508629922317,5,32.47457369451877
48,6.290990113676526,2.8250010069110187,5,31.45495056838263
76,6.058315371023491,4.791758641955054,5,30.291576855117455
50,6.034702037833631,4.3777444519507105,5,30.173510189168155
153,5.756873555248603,2.7494988216324185,5,28.784367776243016
184,5.184037370048463,2.04449750412236,5,25.920186850242317
83,5.092993148253299,2.0447075972055533,5,25.464965741266496
149,4.772690755152143,2.4248282989511067,5,23.863453775760718
89,4.6434196011396125,1.9947329655090775,5,23.217098005698062
181,4.614861274324357,2.7000165674480274,5,23.074306371621788
99,4.440763837075792,2.840544814434505,5,22.20381918537896
154,4.3264056697720665,2.0643281075912077,5,21.63202834886033
87,4.325266141607426,1.1019522348184192,5,21.62633070803713
