fold,cluster,saliency
4,70,47.87086921278387
4,129,39.71247239538934
4,185,38.12078916653991
4,37,35.28475158382207
4,111,30.107566540129483
4,146,18.95811842638068
4,199,17.16086379508488
4,15,14.973365830490366
4,171,14.486402735114098
4,29,13.152607551310211
4,7,11.730499601690099
4,92,10.57205211231485
4,113,9.988111480139196
4,76,9.766496662981808
4,39,9.5221717429813
4,99,8.813076369464397
4,1,8.807027858449146
4,163,8.201502147363499
4,153,8.11737960507162
4,127,7.31942119798623
4,27,6.523865868104622
4,189,6.215293818735518
4,48,6.02337230485864
4,83,5.863188235554844
4,93,5.817230272106826
4,131,5.789776759687811
4,197,5.543129634577781
4,40,5.2100632067304105
4,50,5.063210387248546
4,87,4.9813852773513645
4,18,4.965548502514139
4,154,4.9086402505636215
4,116,4.760047206655145
4,75,4.741564656142145
4,161,4.569122298853472
4,38,4.5207320572808385
4,134,4.470285688294098
4,184,4.289956375258043
4,89,4.19131325930357
4,107,4.0466556628234684
4,79,3.994544005487114
4,91,3.9586541082244366
4,190,3.7040597619488835
4,126,3.483892083633691
4,193,3.3010342898778617
4,181,2.997695849975571
4,85,2.951118579134345
4,142,2.9076238656416535
4,109,2.818952987669036
4,168,2.792871732264757
4,64,2.765751336235553
4,182,2.723582641221583
4,34,2.705683540320024
4,128,2.678645728621632
4,103,2.6677977414801717
4,72,2.659271372947842
4,102,2.5869013408664614
4,135,2.523060762323439
4,96,2.335472176782787
4,149,2.2969847726635635
4,176,2.231625113170594
4,56,2.1744109047576785
4,133,2.1159090125001967
4,156,2.068183564580977
4,170,2.034585510380566
4,61,2.0223322880920023
4,118,1.9039336312562227
4,68,1.8344100760295987
4,11,1.6808696880470961
4,112,1.6554806074127555
4,25,1.6341380774974823
4,51,1.6183663883712143
4,63,1.568902543745935
4,20,1.5618483610451221
4,10,1.5172025528736413
4,139,1.4867353816516697
4,117,1.4584465087391436
4,45,1.4343887544237077
4,49,1.4220565780997276
4,74,1.3731903666630387
4,31,1.3340014517307281
4,120,1.2920648055151105
4,164,1.2696936125867069
4,195,1.2663708326872438
4,67,1.2320001162588596
4,58,1.2290168511681259
4,155,1.205860915593803
4,196,1.1845265179872513
4,28,1.0891371872276068
4,110,1.0421090563759208
4,3,1.0284567074850202
4,62,1.0168385226279497
4,30,0.9998909798450768
4,16,0.9696546206250787
4,6,0.9377587456256151
4,69,0.9125949470326304
4,105,0.9119336111471057
4,12,0.8946238160133362
4,145,0.885967823676765
4,147,0.8575841085985303
4,160,0.8277461803518236
4,121,0.7991398500744253
4,152,0.7771859974600375
4,33,0.7375245867297053
4,122,0.7278898889198899
4,101,0.6957329614087939
4,177,0.6803540354594588
4,36,0.6512577617540956
4,200,0.6399545557796955
4,166,0.6370617239736021
4,194,0.6283733281306922
4,90,0.6182735301554203
4,17,0.6113603878766298
4,71,0.5892341313883662
4,55,0.5767287667840719
4,46,0.5616688132286072
4,159,0.5600859317928553
4,123,0.5484712375327945
4,175,0.5444438173435628
4,78,0.5426186649128795
4,80,0.5316753471270204
4,192,0.52579674590379
4,108,0.5201657302677631
4,198,0.5190867185592651
4,52,0.5045248661190271
4,141,0.49803841207176447
4,165,0.4732343517243862
4,191,0.47319933120161295
4,57,0.462554432451725
4,119,0.45445416308939457
4,179,0.4400848438963294
4,24,0.4355866787955165
4,188,0.4335707416757941
4,172,0.43126865895465016
4,100,0.3938465095125139
4,59,0.39367765188217163
4,148,0.37677847780287266
4,140,0.3743833852931857
4,41,0.3736442110966891
4,144,0.36916083842515945
4,53,0.36776897171512246
4,132,0.3622001940384507
4,54,0.36117342533543706
4,23,0.3569855513051152
4,150,0.3356943600811064
4,21,0.333001050632447
4,143,0.30679414281621575
4,97,0.2905776803381741
4,81,0.2860776484012604
4,137,0.2855368764139712
4,169,0.26301634684205055
4,95,0.2537396077532321
4,73,0.2518719423096627
4,98,0.240090258885175
4,47,0.24003545613959432
4,94,0.23608213802799582
4,65,0.22140210215002298
4,42,0.1708278888836503
4,178,0.14995644986629486
4,32,0.12740419153124094
4,186,0.10083664581179619
4,13,0.0832167905755341
4,138,0.08169677434489131
4,183,0.07886760355904698
4,136,0.07406608387827873
4,115,0.06929268501698971
4,44,0.06400329386815429
4,180,0.06296369386836886
4,88,0.060402728617191315
4,8,0.05812211614102125
4,5,0.04727676743641496
4,26,0.042753368616104126
4,104,0.03871228266507387
4,86,0.03164596948772669
4,60,0.0314636267721653
4,162,0.02711605653166771
4,157,0.027093698270618916
4,187,0.024862331338226795
4,4,0.016358831897377968
4,77,0.0063072629272937775
