fold,cluster,drop_F1
4,70,0.0
4,129,0.0
4,185,0.01987902938874264
4,37,0.0
4,111,0.0
4,146,0.09935382190701336
4,199,0.0
4,15,0.0
4,171,0.0
4,29,0.0
4,7,0.0
4,92,0.0
4,113,0.0
4,76,0.0
4,39,0.0
4,99,0.0
4,1,0.0
4,163,0.0
4,153,0.0
4,127,0.0
