family,P_macro_mean,P_macro_std,R_macro_mean,R_macro_std,F1_macro_mean,F1_macro_std
Users,0.6582699163282687,0.06643088329416104,0.6485681114551084,0.057676886967523246,0.6463487304038673,0.057778122526342374
Message,0.5094921021007978,0.07667053743646665,0.5064241486068112,0.07205607999752049,0.4827518185864437,0.07691259704022042
Fusion,0.6295616883116883,0.0737758237118476,0.6168150154798762,0.07345106680450444,0.6098323759746485,0.079343846245894
