feature,n_folds,selected_frac,sign_consistency,mean_abs_drop,mean_drop,majority_sign,score
topic:70,5,1.0,0.6,0.08093488856751174,-0.01972905214945122,-1,0.048560933140507044
topic:146,5,1.0,0.8,0.059417946034116584,0.051844516988789315,1,0.04753435682729327
topic:111,5,1.0,0.6,0.07675844243712748,-0.0016383816648928074,1,0.04605506546227649
topic:37,5,1.0,0.6,0.07430232931869686,-0.0203244428636424,1,0.04458139759121812
topic:185,5,1.0,0.6,0.062490189650914615,0.007962730542331454,1,0.03749411379054877
topic:129,5,1.0,0.6,0.04885285697399727,0.013532955948900038,1,0.02931171418439836
topic:199,5,1.0,0.6,0.03672767898620444,-0.012407566382338952,1,0.02203660739172266
topic:15,5,1.0,0.8,0.02579523944130019,0.007894921307684067,1,0.020636191553040154
topic:171,5,1.0,0.8,0.024387717496299654,0.015679406478236457,1,0.019510173997039724
topic:18,3,0.6,0.6666666666666666,0.04866008192983229,0.007490185985141469,1,0.019464032771932913
topic:92,5,1.0,0.8,0.018768486711222655,0.0008681685776065317,1,0.015014789368978125
topic:127,4,0.8,0.75,0.024757266970306807,0.002982788355955418,1,0.014854360182184086
topic:1,5,1.0,0.8,0.0162185535688258,0.00597349069218398,1,0.01297484285506064
topic:163,4,0.8,0.5,0.032324606729838334,-0.004584551403576109,1,0.012929842691935334
topic:83,1,0.2,1.0,0.05548011065252445,0.05548011065252445,1,0.01109602213050489
topic:76,3,0.6,0.6666666666666666,0.024804561088614212,0.012182179346402089,1,0.009921824435445684
topic:7,2,0.4,1.0,0.019582335371809062,0.019582335371809062,1,0.007832934148723625
topic:93,3,0.6,0.6666666666666666,0.014916931778013435,-0.014916931778013435,1,0.005966772711205374
topic:113,4,0.8,1.0,0.006864006864006844,0.006864006864006844,1,0.0054912054912054755
topic:108,1,0.2,1.0,0.027456027456027376,0.027456027456027376,1,0.0054912054912054755
topic:39,1,0.2,1.0,0.027456027456027376,0.027456027456027376,1,0.0054912054912054755
topic:141,1,0.2,1.0,0.02561265719160455,-0.02561265719160455,-1,0.00512253143832091
topic:29,4,0.8,1.0,0.005408902691511397,0.005408902691511397,1,0.004327122153209117
topic:189,3,0.6,0.6666666666666666,0.008300395256916985,-0.008300395256916985,1,0.0033201581027667935
topic:75,3,0.6,1.0,0.0,0.0,1,0.0
topic:107,1,0.2,1.0,0.0,0.0,1,0.0
topic:126,1,0.2,1.0,0.0,0.0,1,0.0
topic:149,1,0.2,1.0,0.0,0.0,1,0.0
topic:184,1,0.2,1.0,0.0,0.0,1,0.0
topic:27,1,0.2,1.0,0.0,0.0,1,0.0
topic:40,1,0.2,1.0,0.0,0.0,1,0.0
topic:48,1,0.2,1.0,0.0,0.0,1,0.0
topic:99,1,0.2,1.0,0.0,0.0,1,0.0
