fold,feature,drop
2,topic:53,0.5241362228989601
2,topic:196,0.5029204301536083
2,topic:3,0.5017979070544243
2,topic:170,0.4951058588922024
2,topic:25,0.49098675325512886
2,topic:10,0.48856450244784355
2,topic:61,0.4848707253113389
2,topic:136,0.47528500854969025
2,topic:80,0.4739221855998039
2,topic:155,0.4634636640548706
2,topic:23,0.4601813554763794
2,topic:54,0.4554358273744583
2,topic:172,0.44140852615237236
2,topic:137,0.36143991351127625
2,topic:110,0.3507215268909931
2,topic:19,0.3478448987007141
2,topic:11,0.3366646505892277
2,topic:73,0.32422926556319
2,topic:140,0.3215688355267048
2,topic:192,0.3197302557528019
2,topic:194,0.31463219225406647
2,topic:145,0.3143889959901571
2,topic:150,0.29357121139764786
2,topic:49,0.29324134066700935
2,topic:12,0.2838725056499243
2,topic:180,0.2838430255651474
2,topic:166,0.27640047669410706
2,topic:177,0.25770242512226105
2,topic:77,0.25429806113243103
2,topic:168,0.25004784017801285
2,topic:21,0.2421800848096609
2,topic:100,0.23089098557829857
2,topic:121,0.2279311828315258
2,topic:179,0.21301893144845963
2,topic:69,0.1914889309555292
2,topic:169,0.18856728076934814
2,topic:65,0.17961706966161728
2,topic:90,0.17707251012325287
2,topic:33,0.17677495442330837
2,topic:108,0.16902191936969757
2,topic:147,0.1627805270254612
2,topic:160,0.15052204206585884
2,topic:117,0.1504803504794836
2,topic:24,0.1402020826935768
2,topic:45,0.1391896903514862
2,topic:95,0.1355186440050602
2,topic:44,0.12614618241786957
2,topic:132,0.11701186001300812
2,topic:42,0.11636136844754219
2,topic:57,0.11427251249551773
2,topic:122,0.11223156005144119
2,topic:17,0.10625443607568741
2,topic:60,0.09546947479248047
2,topic:152,0.08610883727669716
2,topic:5,0.08004055172204971
2,topic:55,0.0740631464868784
2,topic:165,0.07363925874233246
2,topic:52,0.07106255739927292
2,topic:41,0.06502240151166916
2,topic:114,0.0586104542016983
2,topic:138,0.05682268366217613
2,topic:71,0.05474931746721268
2,topic:63,0.048533473163843155
2,topic:97,0.04628012701869011
2,topic:148,0.03481470048427582
3,topic:70,13.747121918946505
3,topic:37,12.439203117974102
3,topic:185,12.160901663824916
3,topic:129,9.473728293552995
3,topic:111,9.38642319990322
3,topic:171,6.811216409318149
3,topic:146,5.368576170876622
3,topic:199,4.63877263572067
3,topic:15,3.7768127932213247
3,topic:18,3.4028674997389317
3,topic:92,3.3369618179276586
3,topic:29,3.115644275210798
3,topic:93,2.9424992138519883
3,topic:1,2.9071437655948102
3,topic:76,2.806739255785942
3,topic:75,2.725596444681287
3,topic:113,2.6004040334373713
3,topic:189,2.4816928138025105
3,topic:163,2.457946572918445
3,topic:107,2.3198851430788636
3,topic:39,2.2464923691004515
3,topic:127,2.0560191897675395
3,topic:89,1.8617561161518097
3,topic:87,1.8316012574359775
3,topic:40,1.6990398345515132
3,topic:34,1.6850093305110931
3,topic:153,1.6573483319953084
3,topic:7,1.6328604640439153
3,topic:83,1.6141424905508757
3,topic:149,1.6095084277912974
3,topic:126,1.5919581269845366
3,topic:27,1.591800800524652
3,topic:181,1.5788337653502822
3,topic:48,1.5067796562798321
3,topic:128,1.5032453583553433
3,topic:184,1.46894674282521
3,topic:154,1.4354183641262352
3,topic:102,1.432462552562356
3,topic:103,1.422071955166757
3,topic:25,1.3693879740312696
3,topic:197,1.221426796168089
3,topic:190,1.2151900120079517
3,topic:91,1.1230185544118285
3,topic:56,1.1221252419054508
3,topic:193,1.113590239547193
3,topic:50,1.0850292053073645
3,topic:58,1.0765702547505498
3,topic:61,1.0747846495360136
3,topic:131,0.9767824728041887
3,topic:36,0.9668191429227591
3,topic:133,0.9630565596744418
3,topic:38,0.9614245584234595
3,topic:170,0.9298407398164272
3,topic:116,0.9289027471095324
3,topic:99,0.9098353162407875
3,topic:176,0.9092394690960646
3,topic:20,0.8641176372766495
3,topic:169,0.7676633223891258
3,topic:53,0.7298022639006376
3,topic:79,0.7233119225129485
3,topic:64,0.6914172917604446
3,topic:96,0.6865096036344767
3,topic:120,0.6728403950110078
3,topic:51,0.6695438791066408
3,topic:10,0.6644014045596123
3,topic:182,0.6620238246396184
3,topic:134,0.6458297907374799
3,topic:68,0.642889522947371
3,topic:109,0.640886515378952
3,topic:155,0.6352830622345209
3,topic:194,0.6284050587564707
3,topic:121,0.6244274517521262
3,topic:139,0.6159028299152851
3,topic:67,0.6114865550771356
3,topic:73,0.5658583277836442
3,topic:72,0.5558767542243004
3,topic:11,0.5473622847348452
3,topic:196,0.5334407463669777
3,topic:135,0.5231693973764777
3,topic:188,0.4869407620280981
3,topic:156,0.482638374902308
3,topic:145,0.4798002364113927
3,topic:175,0.47332223132252693
3,topic:85,0.46077499724924564
3,topic:69,0.4393886886537075
3,topic:45,0.430087074637413
3,topic:159,0.42087714187800884
3,topic:166,0.420087743550539
3,topic:105,0.3975262576714158
3,topic:137,0.39538512378931046
3,topic:90,0.37802945729345083
3,topic:21,0.3773892018944025
3,topic:136,0.3742328193038702
3,topic:49,0.36844694428145885
3,topic:6,0.36264236085116863
3,topic:164,0.35361372819170356
3,topic:24,0.3358373288065195
3,topic:183,0.3283649832010269
3,topic:195,0.3180707637220621
3,topic:110,0.31365347281098366
3,topic:33,0.29892607778310776
3,topic:63,0.2924053929746151
3,topic:108,0.273751019500196
3,topic:101,0.26663776114583015
3,topic:118,0.26584045123308897
3,topic:179,0.26030758395791054
3,topic:28,0.2596843745559454
3,topic:142,0.2466629995033145
3,topic:32,0.24605780094861984
3,topic:95,0.23238856345415115
3,topic:23,0.22994045913219452
3,topic:98,0.22088403068482876
3,topic:162,0.21467289328575134
3,topic:147,0.2077060379087925
3,topic:140,0.20658176764845848
3,topic:141,0.20635221526026726
3,topic:59,0.20149072259664536
3,topic:3,0.20125406235456467
3,topic:132,0.1910100169479847
3,topic:150,0.17493849620223045
3,topic:191,0.17442278005182743
3,topic:31,0.16188869439065456
3,topic:180,0.14863482303917408
3,topic:65,0.1444510594010353
3,topic:168,0.14427932351827621
3,topic:200,0.14204862620681524
3,topic:100,0.14064838364720345
3,topic:17,0.1402857005596161
3,topic:165,0.13945987448096275
3,topic:198,0.13847308605909348
3,topic:12,0.1281280443072319
3,topic:161,0.12739168107509613
3,topic:80,0.12442106381058693
3,topic:55,0.12436879053711891
3,topic:16,0.12419165670871735
3,topic:47,0.1216407772153616
3,topic:173,0.11428868304938078
3,topic:30,0.09399942308664322
3,topic:177,0.09166476503014565
3,topic:117,0.0909917913377285
3,topic:148,0.08963372465223074
3,topic:52,0.08883588016033173
3,topic:160,0.07364447508007288
3,topic:42,0.07190665602684021
3,topic:81,0.06619968265295029
3,topic:26,0.06585532426834106
3,topic:152,0.06551854312419891
3,topic:44,0.06079648807644844
3,topic:60,0.05587686039507389
3,topic:22,0.055350061506032944
3,topic:78,0.05332600325345993
3,topic:104,0.047004297375679016
3,topic:192,0.045879920944571495
3,topic:77,0.04183489829301834
3,topic:112,0.03754861280322075
3,topic:5,0.03475045785307884
3,topic:84,0.031213955022394657
3,topic:172,0.02949337847530842
3,topic:46,0.0281597301363945
3,topic:41,0.026868282817304134
3,topic:97,0.026653796434402466
3,topic:178,0.026339996606111526
3,topic:54,0.022634852677583694
3,topic:143,0.021602805703878403
3,topic:144,0.017727825790643692
3,topic:119,0.013672025874257088
4,topic:129,16.391678519081324
4,topic:70,15.904278051108122
4,topic:111,15.35707936109975
4,topic:37,12.62464422127232
4,topic:185,11.508798526600003
4,topic:146,7.212049171794206
4,topic:171,5.189062122255564
4,topic:199,4.9868859788402915
4,topic:92,4.8542466764338315
4,topic:127,3.5645546447485685
4,topic:15,3.495441992767155
4,topic:18,3.1267009573057294
4,topic:126,2.663008926436305
4,topic:163,2.5589621486142278
4,topic:108,2.4991969456896186
4,topic:113,2.458706786390394
4,topic:1,2.3562115356326103
4,topic:83,2.343526555225253
4,topic:39,2.252207849174738
4,topic:76,2.2323825117200613
4,topic:40,2.134589621797204
4,topic:155,2.13261151406914
4,topic:29,2.0748352645896375
4,topic:116,2.0714506963267922
4,topic:184,2.029093083925545
4,topic:189,1.9670559717342257
4,topic:154,1.8671056916937232
4,topic:135,1.7735485495068133
4,topic:153,1.6647616382688284
4,topic:87,1.5285065360367298
4,topic:181,1.4267697427421808
4,topic:193,1.4028602465987206
4,topic:93,1.3804996376857162
4,topic:72,1.3174370611086488
4,topic:48,1.264162520878017
4,topic:197,1.253734389320016
4,topic:134,1.2529602078720927
4,topic:156,1.2498565316200256
4,topic:89,1.2479519583284855
4,topic:149,1.2322671487927437
4,topic:102,1.1573450462892652
4,topic:38,1.1322522894479334
4,topic:182,1.1313490197062492
4,topic:107,1.1245681354776025
4,topic:94,1.1217491999268532
4,topic:133,1.0980159239843488
4,topic:161,1.0767606114968657
4,topic:99,1.056256447918713
4,topic:20,1.024635630659759
4,topic:176,1.0212271474301815
4,topic:128,0.9761722502298653
4,topic:142,0.953770475462079
4,topic:80,0.9266246557235718
4,topic:31,0.8834995180368423
4,topic:75,0.8819864606484771
4,topic:59,0.8739203233271837
4,topic:190,0.8686047745868564
4,topic:91,0.8412247477099299
4,topic:141,0.8137486213818192
4,topic:68,0.8064625095576048
4,topic:58,0.7936133537441492
4,topic:30,0.7898586727678776
4,topic:139,0.7888216096907854
4,topic:36,0.7725559854879975
4,topic:27,0.7410996514372528
4,topic:7,0.7013632822781801
4,topic:131,0.6878570765256882
4,topic:71,0.6873078793287277
4,topic:28,0.685096200555563
4,topic:109,0.6625221357680857
4,topic:51,0.6385599691420794
4,topic:64,0.6369091551750898
4,topic:78,0.6199607625603676
4,topic:52,0.6163280652835965
4,topic:50,0.6098860669881105
4,topic:196,0.6057513253763318
4,topic:166,0.5906323436647654
4,topic:192,0.5416083950549364
4,topic:67,0.5323405414819717
4,topic:117,0.5306743821129203
4,topic:118,0.5293460907414556
4,topic:25,0.5222246488556266
4,topic:21,0.497826412320137
4,topic:55,0.49010968022048473
4,topic:56,0.4863630263134837
4,topic:63,0.4643506370484829
4,topic:57,0.45946354418992996
4,topic:120,0.4565509855747223
4,topic:168,0.44895697850733995
4,topic:103,0.4473094707354903
4,topic:100,0.4459282085299492
4,topic:3,0.4212785316631198
4,topic:164,0.39942445512861013
4,topic:49,0.39621627517044544
4,topic:194,0.3931555300951004
4,topic:11,0.38988096453249454
4,topic:69,0.38774751871824265
4,topic:136,0.3686423636972904
4,topic:33,0.36044549848884344
4,topic:96,0.3590127769857645
4,topic:90,0.3336501568555832
4,topic:85,0.31343833450227976
4,topic:105,0.3019117545336485
4,topic:65,0.2922900952398777
4,topic:121,0.2852392103523016
4,topic:44,0.2845759065821767
4,topic:74,0.28261793218553066
4,topic:8,0.2647935152053833
4,topic:169,0.2641851305961609
4,topic:24,0.2638371344655752
4,topic:10,0.26325393468141556
4,topic:188,0.2621615156531334
4,topic:4,0.23784008622169495
4,topic:145,0.23779884912073612
4,topic:160,0.23682697396725416
4,topic:123,0.2331649363040924
4,topic:54,0.22717524971812963
4,topic:195,0.22241579741239548
4,topic:110,0.22033430077135563
4,topic:17,0.20787858963012695
4,topic:132,0.2061010617762804
4,topic:115,0.2040446661412716
4,topic:12,0.20119323953986168
4,topic:200,0.1989113064482808
4,topic:73,0.19444651436060667
4,topic:47,0.1890943655744195
4,topic:150,0.1870262175798416
4,topic:198,0.1768331378698349
4,topic:95,0.17498280107975006
4,topic:104,0.16808171570301056
4,topic:159,0.16597745940089226
4,topic:16,0.15748831257224083
4,topic:148,0.15495530609041452
4,topic:165,0.1536728274077177
4,topic:13,0.15071597695350647
4,topic:97,0.14586032927036285
4,topic:177,0.13961442932486534
4,topic:137,0.13691510446369648
4,topic:34,0.13375957123935223
4,topic:157,0.13206045143306255
4,topic:175,0.13129774667322636
4,topic:53,0.1312425583600998
4,topic:77,0.12361539900302887
4,topic:45,0.10376130789518356
4,topic:22,0.09995852410793304
4,topic:60,0.09150892496109009
4,topic:101,0.08853850699961185
4,topic:61,0.08487656340003014
4,topic:147,0.08076271787285805
4,topic:187,0.0777612030506134
4,topic:88,0.06956014223396778
4,topic:173,0.06954845227301121
4,topic:179,0.06287720799446106
4,topic:140,0.060495130717754364
4,topic:5,0.05557841807603836
4,topic:180,0.04945557937026024
4,topic:23,0.048542601987719536
4,topic:32,0.04854199476540089
4,topic:143,0.04852595366537571
4,topic:191,0.045650798827409744
4,topic:79,0.036349792033433914
4,topic:19,0.03434186801314354
4,topic:144,0.02338183857500553
4,topic:6,0.022458979859948158
4,topic:42,0.019321665167808533
4,topic:172,0.018916958943009377
4,topic:186,0.01332846563309431
4,topic:152,0.00785438809543848
5,topic:129,23.222253035753965
5,topic:70,22.477294399403036
5,topic:111,22.46722054295242
5,topic:185,22.36135350354016
5,topic:37,21.79211991187185
5,topic:171,11.378584686666727
5,topic:15,11.291639437898993
5,topic:1,10.771212695166469
5,topic:199,10.153074713423848
5,topic:146,9.306246196851134
5,topic:7,8.979426642879844
5,topic:92,7.555275386199355
5,topic:127,7.199267262592912
5,topic:76,6.359213057905436
5,topic:18,5.9922734927386045
5,topic:184,5.7965900413692
5,topic:40,5.560013961046934
5,topic:29,5.259459455497563
5,topic:93,4.8463506903499365
5,topic:75,4.7342035211622715
5,topic:153,4.6451779790222645
5,topic:39,4.485820250585675
5,topic:126,4.2265760116279125
5,topic:176,4.131008073687553
5,topic:133,3.940761048346758
5,topic:149,3.8279319126158953
5,topic:55,3.7958773858845234
5,topic:96,3.6500290501862764
5,topic:68,3.4599791541695595
5,topic:161,3.4231500439345837
5,topic:116,3.3094275891780853
5,topic:83,3.303294353187084
5,topic:89,3.2420309968292713
5,topic:193,3.2155255246907473
5,topic:50,3.0170064829289913
5,topic:63,3.0003833547234535
5,topic:48,2.97658827342093
5,topic:163,2.906408372335136
5,topic:107,2.6685466580092907
5,topic:67,2.612861417233944
5,topic:113,2.5945659913122654
5,topic:72,2.529663996770978
5,topic:21,2.4683711156249046
5,topic:52,2.3723815828561783
5,topic:20,2.2682981304824352
5,topic:105,2.224249556660652
5,topic:181,2.141363078728318
5,topic:99,2.02027940005064
5,topic:87,2.000497056171298
5,topic:135,1.9765256196260452
5,topic:27,1.942630397155881
5,topic:3,1.858459748327732
5,topic:56,1.781928937882185
5,topic:38,1.774738760665059
5,topic:189,1.7544801943004131
5,topic:91,1.734575990587473
5,topic:190,1.6918371841311455
5,topic:154,1.674720536917448
5,topic:30,1.6346084848046303
5,topic:164,1.6249118521809578
5,topic:118,1.5172109343111515
5,topic:49,1.508074689656496
5,topic:25,1.4107280895113945
5,topic:145,1.362705621868372
5,topic:177,1.2838114649057388
5,topic:51,1.2318949066102505
5,topic:103,1.2151559311896563
5,topic:134,1.190016508102417
5,topic:128,1.1747526871040463
5,topic:59,1.0734115913510323
5,topic:110,1.066877193748951
5,topic:16,1.0488752871751785
5,topic:61,1.0445014890283346
5,topic:120,1.0438688024878502
5,topic:194,1.020594596862793
5,topic:156,1.0157546252012253
5,topic:182,1.0026928894221783
5,topic:100,0.9756065793335438
5,topic:188,0.9510275945067406
5,topic:45,0.9220738746225834
5,topic:8,0.8607338666915894
5,topic:6,0.8061287589371204
5,topic:131,0.7681904844939709
5,topic:132,0.752504326403141
5,topic:155,0.7443449422717094
5,topic:109,0.744239280000329
5,topic:85,0.7256898954510689
5,topic:200,0.7230115868151188
5,topic:196,0.7196297906339169
5,topic:179,0.6990551762282848
5,topic:197,0.6923658698797226
5,topic:166,0.6783174462616444
5,topic:139,0.6712761409580708
5,topic:168,0.6693371944129467
5,topic:36,0.648773143067956
5,topic:73,0.6451361887156963
5,topic:10,0.6388382352888584
5,topic:34,0.5960795888677239
5,topic:102,0.5753203593194485
5,topic:60,0.559958204627037
5,topic:11,0.5460351053625345
5,topic:79,0.5362133346498013
5,topic:90,0.5276984870433807
5,topic:104,0.5190709307789803
5,topic:137,0.4956385437399149
5,topic:47,0.48529517091810703
5,topic:28,0.4845498166978359
5,topic:121,0.4822001028805971
5,topic:65,0.47698741406202316
5,topic:195,0.4613405615091324
5,topic:152,0.4338383376598358
5,topic:141,0.42823984287679195
5,topic:31,0.42794905602931976
5,topic:142,0.42578280717134476
5,topic:101,0.4231853727251291
5,topic:183,0.4140174128115177
5,topic:58,0.4054785445332527
5,topic:24,0.40494367480278015
5,topic:42,0.39594584703445435
5,topic:54,0.3846152890473604
5,topic:74,0.37563809752464294
5,topic:64,0.3697596974670887
5,topic:159,0.36831398494541645
5,topic:175,0.3645905554294586
5,topic:17,0.34943515434861183
5,topic:23,0.34826794639229774
5,topic:108,0.33221983909606934
5,topic:80,0.32593442499637604
5,topic:98,0.3168324902653694
5,topic:69,0.29863824136555195
5,topic:57,0.26529695093631744
5,topic:117,0.2502679470926523
5,topic:144,0.2501964792609215
5,topic:187,0.24562978744506836
5,topic:169,0.24337872490286827
5,topic:13,0.23499899730086327
5,topic:170,0.23275916278362274
5,topic:112,0.22416510432958603
5,topic:173,0.20149755477905273
5,topic:165,0.197187265381217
5,topic:78,0.1945752426981926
5,topic:160,0.19201937317848206
5,topic:122,0.1893327459692955
5,topic:192,0.1881517767906189
5,topic:71,0.18525642156600952
5,topic:12,0.18074076808989048
5,topic:123,0.16292184591293335
5,topic:26,0.1600273698568344
5,topic:148,0.1564949005842209
5,topic:77,0.15232479199767113
5,topic:33,0.15032538957893848
5,topic:180,0.14987723529338837
5,topic:44,0.13696593046188354
5,topic:119,0.12280505523085594
5,topic:41,0.12179668247699738
5,topic:136,0.12120387703180313
5,topic:46,0.11315485090017319
5,topic:14,0.11281606182456017
5,topic:150,0.11274777352809906
5,topic:140,0.09820954874157906
5,topic:157,0.07603193819522858
5,topic:125,0.07215633988380432
5,topic:138,0.06934970617294312
5,topic:53,0.0669880360364914
5,topic:5,0.05173226073384285
5,topic:162,0.043890874832868576
5,topic:186,0.041431501507759094
5,topic:95,0.040196824818849564
5,topic:97,0.032394420355558395
5,topic:32,0.029139764606952667
