family,P_macro_mean,P_macro_std,R_macro_mean,R_macro_std,F1_macro_mean,F1_macro_std
Users,0.6478019178963452,0.09143881252593863,0.639047987616099,0.08864632719862599,0.6336733488652273,0.0884071988806195
Message,0.4759257565333416,0.1136567188428919,0.48066950464396274,0.11104452000507073,0.47153146523687645,0.1159977731734843
Fusion,0.6269124042377507,0.05452135251585398,0.6221362229102166,0.04953076601764274,0.6212978489945262,0.04927090636798169
