family,P_macro_mean,P_macro_std,R_macro_mean,R_macro_std,F1_macro_mean,F1_macro_std
Users,0.6275030009027182,0.08023034425166045,0.6200851393188854,0.076270256655166,0.6147453934953935,0.07557440122729786
Message,0.45018138036713895,0.10311346582831099,0.4499419504643963,0.10147521711156114,0.4486349478564934,0.10117541147299779
Fusion,0.530643704121965,0.07492925952569292,0.529140866873065,0.0701238496880096,0.5257418230864336,0.07169293117881784
